source_title,source_file,source_unit,source_question_no,source_page,source_solution_page,engine_unit_name,engine_subunit_name,matched_problem_type_id,type_name,variant_id,difficulty,mapping_status,review_note
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,011,22,23,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_EQUATION_ADV,삼각함수 그래프·방정식·부등식 복합,ALG_TRIG_PT_GRAPH_EQUATION_ADV_GRAPH_EQUATION_INEQUALITY,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,012,24,25,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_EQUATION_ADV,삼각함수 그래프·방정식·부등식 복합,ALG_TRIG_PT_GRAPH_EQUATION_ADV_GRAPH_EQUATION_INEQUALITY,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,013,26,27,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_EQUATION_ADV,삼각함수 그래프·방정식·부등식 복합,ALG_TRIG_PT_GRAPH_EQUATION_ADV_GRAPH_EQUATION_INEQUALITY,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,014,28,29,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_EQUATION_ADV,삼각함수 그래프·방정식·부등식 복합,ALG_TRIG_PT_GRAPH_EQUATION_ADV_GRAPH_EQUATION_INEQUALITY,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,015,30,31,삼각함수,삼각함수의 그래프와 방정식·부등식,ALG_TRIG_PT_GRAPH_EQUATION_ADV,삼각함수 그래프·방정식·부등식 복합,ALG_TRIG_PT_GRAPH_EQUATION_ADV_GRAPH_EQUATION_INEQUALITY,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,016,32,33,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,017,34,35,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,018,36,37,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,019,38,39,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,020,40,41,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,021,42,43,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,022,44,45,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 삼각함수.pdf,삼각함수,023,46,47,삼각함수,사인법칙·코사인법칙과 활용,ALG_TRIG_PT_SINE_COSINE_ADV,사인법칙·코사인법칙 활용 고난도,ALG_TRIG_PT_SINE_COSINE_ADV_GEOMETRY_APPLICATION,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,001,2,3,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,002,4,5,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,003,6,7,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,004,8,9,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,005,10,11,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,006,12,13,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,007,14,15,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,008,16,17,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,009,18,19,수열,등차수열과 등비수열,ALG_SEQ_PT_ARITH_GEOM_ADV,등차·등비수열 조건 해석,ALG_SEQ_PT_ARITH_GEOM_ADV_ARITH_GEOM_CONDITION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,010,20,21,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,011,22,23,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,012,24,25,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,013,26,27,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,014,28,29,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,015,30,31,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,016,32,33,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,017,34,35,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,018,36,37,수열,수열의 합,ALG_SEQ_PT_SUM_SIGMA_ADV,수열의 합과 시그마 고난도,ALG_SEQ_PT_SUM_SIGMA_ADV_SIGMA_SUM_TRANSFORMATION,high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,019,38,39,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,020,40,41,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,021,42,43,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,022,44,45,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,matched,
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,023,46,47,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,024,48,49,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,025,50,51,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,026,52,53,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
DRILL 수학Ⅰ,드릴 수학1 지수함수와 수열.pdf,수열,027,54,55,수열,수학적 귀납법과 점화식,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV,수학적 귀납법·점화식 고난도,ALG_SEQ_PT_INDUCTION_RECURRENCE_ADV_INDUCTION_RECURRENCE,very_high,review_required,"DRILL 고난도 문항: 대수 엔진 기준 단원/유형 매핑 완료, 상세 문항별 검수 권장"
