raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H1_CM2_FUNC_RAW_043,5,5.png,함수의 개념과 그래프,조건을 만족시키는 함수의 개수 - 조건 변형 적용,H1_CM2_FUNC_C043,12,function_count|condition_casework|one_to_one,normalized_from_image_tree
H1_CM2_FUNC_RAW_044,5,5.png,함수의 개념과 그래프,조건을 만족시키는 함수의 개수 - 그래프·보기형 검산,H1_CM2_FUNC_C044,12,function_count|condition_casework|one_to_one,normalized_from_image_tree
H1_CM2_FUNC_RAW_045,5,5.png,함수의 개념과 그래프,우함수와 기함수 판별 - 기본 개념 판별,H1_CM2_FUNC_C045,2,even_odd_function|symmetry|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_046,5,5.png,함수의 개념과 그래프,우함수와 기함수 판별 - 식 계산 및 값 구하기,H1_CM2_FUNC_C046,1,even_odd_function|symmetry|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_047,5,5.png,함수의 개념과 그래프,우함수와 기함수 판별 - 조건 변형 적용,H1_CM2_FUNC_C047,1,even_odd_function|symmetry|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_048,5,5.png,함수의 개념과 그래프,우함수와 기함수 판별 - 그래프·보기형 검산,H1_CM2_FUNC_C048,1,even_odd_function|symmetry|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_049,5,5.png,함수의 개념과 그래프,주기함수와 대칭함수 활용 - 기본 개념 판별,H1_CM2_FUNC_C049,1,periodic_symmetry|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_050,5,5.png,함수의 개념과 그래프,주기함수와 대칭함수 활용 - 식 계산 및 값 구하기,H1_CM2_FUNC_C050,1,periodic_symmetry|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_051,5,5.png,함수의 개념과 그래프,주기함수와 대칭함수 활용 - 조건 변형 적용,H1_CM2_FUNC_C051,1,periodic_symmetry|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_052,5,5.png,함수의 개념과 그래프,주기함수와 대칭함수 활용 - 그래프·보기형 검산,H1_CM2_FUNC_C052,0,periodic_symmetry|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_053,6,6.png,함수의 개념과 그래프,절댓값 기호가 있는 일차식의 그래프 - 기본 개념 판별,H1_CM2_FUNC_C053,4,absolute_value_graph|piecewise_graph|linear_graph,normalized_from_image_tree
H1_CM2_FUNC_RAW_054,6,6.png,함수의 개념과 그래프,절댓값 기호가 있는 일차식의 그래프 - 식 계산 및 값 구하기,H1_CM2_FUNC_C054,4,absolute_value_graph|piecewise_graph|linear_graph,normalized_from_image_tree
H1_CM2_FUNC_RAW_055,6,6.png,함수의 개념과 그래프,절댓값 기호가 있는 일차식의 그래프 - 조건 변형 적용,H1_CM2_FUNC_C055,4,absolute_value_graph|piecewise_graph|linear_graph,normalized_from_image_tree
H1_CM2_FUNC_RAW_056,6,6.png,함수의 개념과 그래프,절댓값 기호가 있는 일차식의 그래프 - 그래프·보기형 검산,H1_CM2_FUNC_C056,4,absolute_value_graph|piecewise_graph|linear_graph,normalized_from_image_tree
H1_CM2_FUNC_RAW_057,6,6.png,함수의 개념과 그래프,절댓값 기호를 포함한 함수 - 기본 개념 판별,H1_CM2_FUNC_C057,7,absolute_value_graph|domain_range|maximum_minimum,normalized_from_image_tree
H1_CM2_FUNC_RAW_058,6,6.png,함수의 개념과 그래프,절댓값 기호를 포함한 함수 - 식 계산 및 값 구하기,H1_CM2_FUNC_C058,6,absolute_value_graph|domain_range|maximum_minimum,normalized_from_image_tree
H1_CM2_FUNC_RAW_059,6,6.png,함수의 개념과 그래프,절댓값 기호를 포함한 함수 - 조건 변형 적용,H1_CM2_FUNC_C059,6,absolute_value_graph|domain_range|maximum_minimum,normalized_from_image_tree
H1_CM2_FUNC_RAW_060,6,6.png,함수의 개념과 그래프,절댓값 기호를 포함한 함수 - 그래프·보기형 검산,H1_CM2_FUNC_C060,6,absolute_value_graph|domain_range|maximum_minimum,normalized_from_image_tree
H1_CM2_FUNC_RAW_061,7,7.png,합성함수,합성함수의 함수값 - 기본 개념 판별,H1_CM2_FUNC_C061,29,composition_value|order_of_composition|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_062,7,7.png,합성함수,합성함수의 함수값 - 식 계산 및 값 구하기,H1_CM2_FUNC_C062,28,composition_value|order_of_composition|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_063,7,7.png,합성함수,합성함수의 함수값 - 조건 변형 적용,H1_CM2_FUNC_C063,28,composition_value|order_of_composition|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_064,7,7.png,합성함수,합성함수의 함수값 - 그래프·보기형 검산,H1_CM2_FUNC_C064,28,composition_value|order_of_composition|substitution,normalized_from_image_tree
H1_CM2_FUNC_RAW_065,7,7.png,합성함수,f∘g=g∘f 인 경우 - 기본 개념 판별,H1_CM2_FUNC_C065,3,composition_commute|coefficient_compare|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_066,7,7.png,합성함수,f∘g=g∘f 인 경우 - 식 계산 및 값 구하기,H1_CM2_FUNC_C066,3,composition_commute|coefficient_compare|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_067,7,7.png,합성함수,f∘g=g∘f 인 경우 - 조건 변형 적용,H1_CM2_FUNC_C067,3,composition_commute|coefficient_compare|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_068,7,7.png,합성함수,f∘g=g∘f 인 경우 - 그래프·보기형 검산,H1_CM2_FUNC_C068,3,composition_commute|coefficient_compare|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_069,8,8.png,합성함수,f(ax+b) 꼴로 나타낸 함수 - 기본 개념 판별,H1_CM2_FUNC_C069,4,composition_form|linear_inside|unknown_function,normalized_from_image_tree
H1_CM2_FUNC_RAW_070,8,8.png,합성함수,f(ax+b) 꼴로 나타낸 함수 - 식 계산 및 값 구하기,H1_CM2_FUNC_C070,4,composition_form|linear_inside|unknown_function,normalized_from_image_tree
H1_CM2_FUNC_RAW_071,8,8.png,합성함수,f(ax+b) 꼴로 나타낸 함수 - 조건 변형 적용,H1_CM2_FUNC_C071,4,composition_form|linear_inside|unknown_function,normalized_from_image_tree
H1_CM2_FUNC_RAW_072,8,8.png,합성함수,f(ax+b) 꼴로 나타낸 함수 - 그래프·보기형 검산,H1_CM2_FUNC_C072,3,composition_form|linear_inside|unknown_function,normalized_from_image_tree
H1_CM2_FUNC_RAW_073,8,8.png,합성함수,f∘g=h 를 만족시키는 함수 구하기 - 기본 개념 판별,H1_CM2_FUNC_C073,5,composition_equation|unknown_function|inverse_reasoning,normalized_from_image_tree
H1_CM2_FUNC_RAW_074,8,8.png,합성함수,f∘g=h 를 만족시키는 함수 구하기 - 식 계산 및 값 구하기,H1_CM2_FUNC_C074,5,composition_equation|unknown_function|inverse_reasoning,normalized_from_image_tree
H1_CM2_FUNC_RAW_075,8,8.png,합성함수,f∘g=h 를 만족시키는 함수 구하기 - 조건 변형 적용,H1_CM2_FUNC_C075,4,composition_equation|unknown_function|inverse_reasoning,normalized_from_image_tree
H1_CM2_FUNC_RAW_076,8,8.png,합성함수,f∘g=h 를 만족시키는 함수 구하기 - 그래프·보기형 검산,H1_CM2_FUNC_C076,4,composition_equation|unknown_function|inverse_reasoning,normalized_from_image_tree
H1_CM2_FUNC_RAW_077,8,8.png,합성함수,f의 거듭제곱 꼴 합성함수 - 기본 개념 판별,H1_CM2_FUNC_C077,4,iterated_function|composition_value|pattern_recognition,normalized_from_image_tree
H1_CM2_FUNC_RAW_078,8,8.png,합성함수,f의 거듭제곱 꼴 합성함수 - 식 계산 및 값 구하기,H1_CM2_FUNC_C078,4,iterated_function|composition_value|pattern_recognition,normalized_from_image_tree
H1_CM2_FUNC_RAW_079,8,8.png,합성함수,f의 거듭제곱 꼴 합성함수 - 조건 변형 적용,H1_CM2_FUNC_C079,4,iterated_function|composition_value|pattern_recognition,normalized_from_image_tree
H1_CM2_FUNC_RAW_080,8,8.png,합성함수,f의 거듭제곱 꼴 합성함수 - 그래프·보기형 검산,H1_CM2_FUNC_C080,3,iterated_function|composition_value|pattern_recognition,normalized_from_image_tree
H1_CM2_FUNC_RAW_081,8,8.png,합성함수,합성함수의 그래프 - 기본 개념 판별,H1_CM2_FUNC_C081,4,composition_graph|graph_reading|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_082,8,8.png,합성함수,합성함수의 그래프 - 식 계산 및 값 구하기,H1_CM2_FUNC_C082,4,composition_graph|graph_reading|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_083,8,8.png,합성함수,합성함수의 그래프 - 조건 변형 적용,H1_CM2_FUNC_C083,4,composition_graph|graph_reading|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_084,8,8.png,합성함수,합성함수의 그래프 - 그래프·보기형 검산,H1_CM2_FUNC_C084,3,composition_graph|graph_reading|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_085,9,9.png,합성함수,그래프가 주어질 때 합성함수의 함수값 - 기본 개념 판별,H1_CM2_FUNC_C085,5,composition_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_086,9,9.png,합성함수,그래프가 주어질 때 합성함수의 함수값 - 식 계산 및 값 구하기,H1_CM2_FUNC_C086,5,composition_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_087,9,9.png,합성함수,그래프가 주어질 때 합성함수의 함수값 - 조건 변형 적용,H1_CM2_FUNC_C087,5,composition_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_088,9,9.png,합성함수,그래프가 주어질 때 합성함수의 함수값 - 그래프·보기형 검산,H1_CM2_FUNC_C088,4,composition_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_089,9,9.png,역함수,역함수의 함수값 - 기본 개념 판별,H1_CM2_FUNC_C089,9,inverse_value|inverse_relation|graph_reading,normalized_from_image_tree
H1_CM2_FUNC_RAW_090,9,9.png,역함수,역함수의 함수값 - 식 계산 및 값 구하기,H1_CM2_FUNC_C090,9,inverse_value|inverse_relation|graph_reading,normalized_from_image_tree
H1_CM2_FUNC_RAW_091,9,9.png,역함수,역함수의 함수값 - 조건 변형 적용,H1_CM2_FUNC_C091,9,inverse_value|inverse_relation|graph_reading,normalized_from_image_tree
H1_CM2_FUNC_RAW_092,9,9.png,역함수,역함수의 함수값 - 그래프·보기형 검산,H1_CM2_FUNC_C092,9,inverse_value|inverse_relation|graph_reading,normalized_from_image_tree
H1_CM2_FUNC_RAW_093,10,10.png,역함수,역함수가 존재하기 위한 조건 - 기본 개념 판별,H1_CM2_FUNC_C093,5,inverse_existence|one_to_one|domain_restriction,normalized_from_image_tree
H1_CM2_FUNC_RAW_094,10,10.png,역함수,역함수가 존재하기 위한 조건 - 식 계산 및 값 구하기,H1_CM2_FUNC_C094,5,inverse_existence|one_to_one|domain_restriction,normalized_from_image_tree
H1_CM2_FUNC_RAW_095,10,10.png,역함수,역함수가 존재하기 위한 조건 - 조건 변형 적용,H1_CM2_FUNC_C095,5,inverse_existence|one_to_one|domain_restriction,normalized_from_image_tree
H1_CM2_FUNC_RAW_096,10,10.png,역함수,역함수가 존재하기 위한 조건 - 그래프·보기형 검산,H1_CM2_FUNC_C096,5,inverse_existence|one_to_one|domain_restriction,normalized_from_image_tree
H1_CM2_FUNC_RAW_097,10,10.png,역함수,역함수 구하기 - 기본 개념 판별,H1_CM2_FUNC_C097,4,inverse_formula|variable_swap|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_098,10,10.png,역함수,역함수 구하기 - 식 계산 및 값 구하기,H1_CM2_FUNC_C098,4,inverse_formula|variable_swap|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_099,10,10.png,역함수,역함수 구하기 - 조건 변형 적용,H1_CM2_FUNC_C099,4,inverse_formula|variable_swap|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_100,10,10.png,역함수,역함수 구하기 - 그래프·보기형 검산,H1_CM2_FUNC_C100,4,inverse_formula|variable_swap|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_101,10,10.png,역함수,합성함수와 역함수 - 기본 개념 판별,H1_CM2_FUNC_C101,13,composition_inverse|inverse_formula|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_102,10,10.png,역함수,합성함수와 역함수 - 식 계산 및 값 구하기,H1_CM2_FUNC_C102,13,composition_inverse|inverse_formula|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_103,10,10.png,역함수,합성함수와 역함수 - 조건 변형 적용,H1_CM2_FUNC_C103,12,composition_inverse|inverse_formula|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_104,10,10.png,역함수,합성함수와 역함수 - 그래프·보기형 검산,H1_CM2_FUNC_C104,12,composition_inverse|inverse_formula|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_105,11,11.png,역함수,함수와 그 역함수가 서로 같은 경우 - 기본 개념 판별,H1_CM2_FUNC_C105,4,self_inverse|inverse_formula|coefficient_compare,normalized_from_image_tree
H1_CM2_FUNC_RAW_106,11,11.png,역함수,함수와 그 역함수가 서로 같은 경우 - 식 계산 및 값 구하기,H1_CM2_FUNC_C106,4,self_inverse|inverse_formula|coefficient_compare,normalized_from_image_tree
H1_CM2_FUNC_RAW_107,11,11.png,역함수,함수와 그 역함수가 서로 같은 경우 - 조건 변형 적용,H1_CM2_FUNC_C107,3,self_inverse|inverse_formula|coefficient_compare,normalized_from_image_tree
H1_CM2_FUNC_RAW_108,11,11.png,역함수,함수와 그 역함수가 서로 같은 경우 - 그래프·보기형 검산,H1_CM2_FUNC_C108,3,self_inverse|inverse_formula|coefficient_compare,normalized_from_image_tree
H1_CM2_FUNC_RAW_109,11,11.png,역함수,역함수의 성질 - 기본 개념 판별,H1_CM2_FUNC_C109,6,inverse_property|composition_inverse|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_110,11,11.png,역함수,역함수의 성질 - 식 계산 및 값 구하기,H1_CM2_FUNC_C110,6,inverse_property|composition_inverse|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_111,11,11.png,역함수,역함수의 성질 - 조건 변형 적용,H1_CM2_FUNC_C111,6,inverse_property|composition_inverse|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_112,11,11.png,역함수,역함수의 성질 - 그래프·보기형 검산,H1_CM2_FUNC_C112,5,inverse_property|composition_inverse|domain_range,normalized_from_image_tree
H1_CM2_FUNC_RAW_113,11,11.png,역함수,구간에 따라 다르게 정의된 함수의 역함수 값 - 기본 개념 판별,H1_CM2_FUNC_C113,3,piecewise_inverse|domain_restriction|casework,normalized_from_image_tree
H1_CM2_FUNC_RAW_114,11,11.png,역함수,구간에 따라 다르게 정의된 함수의 역함수 값 - 식 계산 및 값 구하기,H1_CM2_FUNC_C114,3,piecewise_inverse|domain_restriction|casework,normalized_from_image_tree
H1_CM2_FUNC_RAW_115,11,11.png,역함수,구간에 따라 다르게 정의된 함수의 역함수 값 - 조건 변형 적용,H1_CM2_FUNC_C115,3,piecewise_inverse|domain_restriction|casework,normalized_from_image_tree
H1_CM2_FUNC_RAW_116,11,11.png,역함수,구간에 따라 다르게 정의된 함수의 역함수 값 - 그래프·보기형 검산,H1_CM2_FUNC_C116,3,piecewise_inverse|domain_restriction|casework,normalized_from_image_tree
H1_CM2_FUNC_RAW_117,12,12.png,역함수,역함수와 합성함수의 성질 - 기본 개념 판별,H1_CM2_FUNC_C117,9,composition_inverse|inverse_property|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_118,12,12.png,역함수,역함수와 합성함수의 성질 - 식 계산 및 값 구하기,H1_CM2_FUNC_C118,9,composition_inverse|inverse_property|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_119,12,12.png,역함수,역함수와 합성함수의 성질 - 조건 변형 적용,H1_CM2_FUNC_C119,9,composition_inverse|inverse_property|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_120,12,12.png,역함수,역함수와 합성함수의 성질 - 그래프·보기형 검산,H1_CM2_FUNC_C120,9,composition_inverse|inverse_property|condition_equation,normalized_from_image_tree
H1_CM2_FUNC_RAW_121,12,12.png,역함수,역함수의 그래프의 성질 - 기본 개념 판별,H1_CM2_FUNC_C121,6,inverse_graph|line_y_equals_x|symmetry,normalized_from_image_tree
H1_CM2_FUNC_RAW_122,12,12.png,역함수,역함수의 그래프의 성질 - 식 계산 및 값 구하기,H1_CM2_FUNC_C122,6,inverse_graph|line_y_equals_x|symmetry,normalized_from_image_tree
H1_CM2_FUNC_RAW_123,12,12.png,역함수,역함수의 그래프의 성질 - 조건 변형 적용,H1_CM2_FUNC_C123,6,inverse_graph|line_y_equals_x|symmetry,normalized_from_image_tree
H1_CM2_FUNC_RAW_124,12,12.png,역함수,역함수의 그래프의 성질 - 그래프·보기형 검산,H1_CM2_FUNC_C124,6,inverse_graph|line_y_equals_x|symmetry,normalized_from_image_tree
H1_CM2_FUNC_RAW_125,12,12.png,역함수,그래프가 주어질 때 역함수의 함수값 - 기본 개념 판별,H1_CM2_FUNC_C125,6,inverse_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_126,12,12.png,역함수,그래프가 주어질 때 역함수의 함수값 - 식 계산 및 값 구하기,H1_CM2_FUNC_C126,6,inverse_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_127,12,12.png,역함수,그래프가 주어질 때 역함수의 함수값 - 조건 변형 적용,H1_CM2_FUNC_C127,6,inverse_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_128,12,12.png,역함수,그래프가 주어질 때 역함수의 함수값 - 그래프·보기형 검산,H1_CM2_FUNC_C128,6,inverse_graph|graph_reading|function_value,normalized_from_image_tree
H1_CM2_FUNC_RAW_129,13,13.png,유리식,유리식의 뜻과 성질 - 기본 개념 판별,H1_CM2_FUNC_C129,1,rational_expression|polynomial_degree|definition_check,normalized_from_image_tree
H1_CM2_FUNC_RAW_130,13,13.png,유리식,유리식의 뜻과 성질 - 식 계산 및 값 구하기,H1_CM2_FUNC_C130,1,rational_expression|polynomial_degree|definition_check,normalized_from_image_tree
H1_CM2_FUNC_RAW_131,13,13.png,유리식,유리식의 뜻과 성질 - 조건 변형 적용,H1_CM2_FUNC_C131,1,rational_expression|polynomial_degree|definition_check,normalized_from_image_tree
H1_CM2_FUNC_RAW_132,13,13.png,유리식,유리식의 뜻과 성질 - 그래프·보기형 검산,H1_CM2_FUNC_C132,0,rational_expression|polynomial_degree|definition_check,normalized_from_image_tree
