raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_ALG_SEQ_RAW_057,9,9.png,등차수열,등차수열을 이루는 수 - 공차 판별,H2_ALG_SEQ_C057,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_058,9,9.png,등차수열,등차수열을 이루는 수 - 일반항 계산,H2_ALG_SEQ_C058,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_059,9,9.png,등차수열,등차수열을 이루는 수 - 조건식 세우기,H2_ALG_SEQ_C059,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_060,9,9.png,등차수열,등차수열을 이루는 수 - 항 사이 관계 해석,H2_ALG_SEQ_C060,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_061,9,9.png,등차수열,등차수열을 이루는 수 - 삽입항·중항 적용,H2_ALG_SEQ_C061,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_062,9,9.png,등차수열,등차수열을 이루는 수 - 보기형·최종 검산,H2_ALG_SEQ_C062,4,"[""arithmetic_sequence"", ""geometric_shape"", ""term_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_063,10,10.png,등차수열의 합,등차수열의 합(1) - 합 공식 선택,H2_ALG_SEQ_C063,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_064,10,10.png,등차수열의 합,등차수열의 합(1) - 부분합 조건 해석,H2_ALG_SEQ_C064,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_065,10,10.png,등차수열의 합,등차수열의 합(1) - 첫째항·공차 역산,H2_ALG_SEQ_C065,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_066,10,10.png,등차수열의 합,등차수열의 합(1) - 최대·최소 판단,H2_ALG_SEQ_C066,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_067,10,10.png,등차수열의 합,등차수열의 합(1) - 일반항과 합 연결,H2_ALG_SEQ_C067,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_068,10,10.png,등차수열의 합,등차수열의 합(1) - 활용 상황 모델링,H2_ALG_SEQ_C068,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_069,10,10.png,등차수열의 합,등차수열의 합(1) - 보기형·최종 검산,H2_ALG_SEQ_C069,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_070,10,10.png,등차수열의 합,등차수열의 합(1) - 합 공식 선택 2,H2_ALG_SEQ_C070,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_071,10,10.png,등차수열의 합,등차수열의 합(1) - 부분합 조건 해석 2,H2_ALG_SEQ_C071,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_072,10,10.png,등차수열의 합,등차수열의 합(1) - 첫째항·공차 역산 2,H2_ALG_SEQ_C072,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_073,10,10.png,등차수열의 합,등차수열의 합(1) - 최대·최소 판단 2,H2_ALG_SEQ_C073,4,"[""arithmetic_series"", ""partial_sum"", ""sum_formula""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_074,11,11.png,등차수열의 합,두 수 사이에 수를 넣어 만든 등차수열의 합 - 합 공식 선택,H2_ALG_SEQ_C074,2,"[""arithmetic_series"", ""insert_terms"", ""partial_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_075,11,11.png,등차수열의 합,두 수 사이에 수를 넣어 만든 등차수열의 합 - 부분합 조건 해석,H2_ALG_SEQ_C075,2,"[""arithmetic_series"", ""insert_terms"", ""partial_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_076,11,11.png,등차수열의 합,두 수 사이에 수를 넣어 만든 등차수열의 합 - 첫째항·공차 역산,H2_ALG_SEQ_C076,2,"[""arithmetic_series"", ""insert_terms"", ""partial_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_077,11,11.png,등차수열의 합,두 수 사이에 수를 넣어 만든 등차수열의 합 - 최대·최소 판단,H2_ALG_SEQ_C077,2,"[""arithmetic_series"", ""insert_terms"", ""partial_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_078,11,11.png,등차수열의 합,두 수 사이에 수를 넣어 만든 등차수열의 합 - 일반항과 합 연결,H2_ALG_SEQ_C078,2,"[""arithmetic_series"", ""insert_terms"", ""partial_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_079,11,11.png,등차수열의 합,부분의 합이 주어진 등차수열의 합 - 합 공식 선택,H2_ALG_SEQ_C079,3,"[""arithmetic_series"", ""partial_sum"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_080,11,11.png,등차수열의 합,부분의 합이 주어진 등차수열의 합 - 부분합 조건 해석,H2_ALG_SEQ_C080,3,"[""arithmetic_series"", ""partial_sum"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_081,11,11.png,등차수열의 합,부분의 합이 주어진 등차수열의 합 - 첫째항·공차 역산,H2_ALG_SEQ_C081,3,"[""arithmetic_series"", ""partial_sum"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_082,11,11.png,등차수열의 합,부분의 합이 주어진 등차수열의 합 - 최대·최소 판단,H2_ALG_SEQ_C082,3,"[""arithmetic_series"", ""partial_sum"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_083,11,11.png,등차수열의 합,부분의 합이 주어진 등차수열의 합 - 일반항과 합 연결,H2_ALG_SEQ_C083,3,"[""arithmetic_series"", ""partial_sum"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_084,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 합 공식 선택,H2_ALG_SEQ_C084,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_085,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 부분합 조건 해석,H2_ALG_SEQ_C085,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_086,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 첫째항·공차 역산,H2_ALG_SEQ_C086,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_087,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 최대·최소 판단,H2_ALG_SEQ_C087,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_088,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 일반항과 합 연결,H2_ALG_SEQ_C088,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_089,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 활용 상황 모델링,H2_ALG_SEQ_C089,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_090,12,12.png,등차수열의 합,등차수열의 합의 최대·최소 - 보기형·최종 검산,H2_ALG_SEQ_C090,3,"[""arithmetic_series"", ""maximum_minimum"", ""range_condition""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_091,13,13.png,등차수열의 합,나머지가 같은 자연수의 합 - 합 공식 선택,H2_ALG_SEQ_C091,2,"[""arithmetic_series"", ""remainder_class"", ""natural_number_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_092,13,13.png,등차수열의 합,나머지가 같은 자연수의 합 - 부분합 조건 해석,H2_ALG_SEQ_C092,2,"[""arithmetic_series"", ""remainder_class"", ""natural_number_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_093,13,13.png,등차수열의 합,나머지가 같은 자연수의 합 - 첫째항·공차 역산,H2_ALG_SEQ_C093,2,"[""arithmetic_series"", ""remainder_class"", ""natural_number_sum""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_094,13,13.png,등차수열의 합,등차수열의 합의 활용 - 합 공식 선택,H2_ALG_SEQ_C094,5,"[""arithmetic_series"", ""application"", ""modeling""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_095,13,13.png,등차수열의 합,등차수열의 합의 활용 - 부분합 조건 해석,H2_ALG_SEQ_C095,5,"[""arithmetic_series"", ""application"", ""modeling""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_096,13,13.png,등차수열의 합,등차수열의 합의 활용 - 첫째항·공차 역산,H2_ALG_SEQ_C096,5,"[""arithmetic_series"", ""application"", ""modeling""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_097,13,13.png,등차수열의 합,등차수열의 합의 활용 - 최대·최소 판단,H2_ALG_SEQ_C097,5,"[""arithmetic_series"", ""application"", ""modeling""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_098,13,13.png,등차수열의 합,등차수열의 합과 일반항 사이의 관계 - 합 공식 선택,H2_ALG_SEQ_C098,9,"[""arithmetic_series"", ""general_term"", ""sum_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_099,13,13.png,등차수열의 합,등차수열의 합과 일반항 사이의 관계 - 부분합 조건 해석,H2_ALG_SEQ_C099,9,"[""arithmetic_series"", ""general_term"", ""sum_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_100,13,13.png,등차수열의 합,등차수열의 합과 일반항 사이의 관계 - 첫째항·공차 역산,H2_ALG_SEQ_C100,9,"[""arithmetic_series"", ""general_term"", ""sum_relation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_101,14,14.png,등비수열,등비수열의 일반항 - 공비 판별,H2_ALG_SEQ_C101,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_102,14,14.png,등비수열,등비수열의 일반항 - 일반항 계산,H2_ALG_SEQ_C102,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_103,14,14.png,등비수열,등비수열의 일반항 - 조건식 세우기,H2_ALG_SEQ_C103,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_104,14,14.png,등비수열,등비수열의 일반항 - 항 사이 관계 해석,H2_ALG_SEQ_C104,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_105,14,14.png,등비수열,등비수열의 일반항 - 삽입항·중항 적용,H2_ALG_SEQ_C105,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_106,14,14.png,등비수열,등비수열의 일반항 - 부호·정수 조건 검산,H2_ALG_SEQ_C106,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_107,14,14.png,등비수열,등비수열의 일반항 - 응용 조건 처리,H2_ALG_SEQ_C107,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_108,14,14.png,등비수열,등비수열의 일반항 - 공비 판별 2,H2_ALG_SEQ_C108,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_109,14,14.png,등비수열,등비수열의 일반항 - 일반항 계산 2,H2_ALG_SEQ_C109,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_110,14,14.png,등비수열,등비수열의 일반항 - 조건식 세우기 2,H2_ALG_SEQ_C110,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_111,14,14.png,등비수열,등비수열의 일반항 - 항 사이 관계 해석 2,H2_ALG_SEQ_C111,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_112,14,14.png,등비수열,등비수열의 일반항 - 삽입항·중항 적용 2,H2_ALG_SEQ_C112,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_113,14,14.png,등비수열,등비수열의 일반항 - 부호·정수 조건 검산 2,H2_ALG_SEQ_C113,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_114,14,14.png,등비수열,등비수열의 일반항 - 응용 조건 처리 2,H2_ALG_SEQ_C114,3,"[""geometric_sequence"", ""common_ratio"", ""general_term""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_115,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 공비 판별,H2_ALG_SEQ_C115,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_116,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 일반항 계산,H2_ALG_SEQ_C116,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_117,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 조건식 세우기,H2_ALG_SEQ_C117,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_118,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 항 사이 관계 해석,H2_ALG_SEQ_C118,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_119,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 삽입항·중항 적용,H2_ALG_SEQ_C119,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_120,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 부호·정수 조건 검산,H2_ALG_SEQ_C120,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
H2_ALG_SEQ_RAW_121,15,15.png,등비수열,항 사이 관계가 주어진 등비수열 - 응용 조건 처리,H2_ALG_SEQ_C121,7,"[""geometric_sequence"", ""term_relation"", ""condition_equation""]",normalized_from_image_tree
