raw_section_id,source_orders,chapter,domain,subdomain,task_group,representative_leaf_examples,source_declared_topic_count,source_declared_detail_count,source_image_range,concept_ids,preservation_status
M2_PROB_RAW_032,9,2-2 확률,확률의 뜻과 성질,식 조건 확률,확률 구하기(3) 방정식을 만족할 확률,방정식을 만족할 확률|해의 조건이 주어진 경우|두 직선이 주어진 경우|도형의 넓이|그래프의 조건이 주어진 경우,5,21,9.png,M2_PROB_C028|M2_PROB_C021|M2_PROB_C042,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_033,9,2-2 확률,확률의 뜻과 성질,식 조건 확률,확률 구하기(4) 부등식을 만족할 확률,부등식을 만족할 확률,1,4,9.png,M2_PROB_C028|M2_PROB_C021,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_034,9,2-2 확률,확률의 뜻과 성질,확률의 기본 성질,확률의 기본 성질,확률이 0 또는 1인 경우|여러 가지 상황의 확률|확률의 기본 성질,3,15,9.png,M2_PROB_C029,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_035,10,2-2 확률,확률의 계산,여사건,어떤 사건이 일어나지 않을 확률,사건이 일어날 확률이 주어진 경우|전체 개수와 사건이 일어나는 경우의 수가 주어진 경우|자격이 같은 경우|자격이 다른 경우|뽑은 수의 조건이 주어진 경우,5,32,10.png,M2_PROB_C030|M2_PROB_C023,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_036,10,2-2 확률,확률의 계산,여사건,적어도의 조건을 포함하는 확률,적어도의 조건을 포함하는 확률,1,9,10.png,M2_PROB_C031|M2_PROB_C030,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_037,10,2-2 확률,확률의 계산,합사건,사건 A 또는 사건 B가 일어날 확률,뽑은 한 숫자가 두 가지 조건 중 하나를 만족하는 경우|여러 숫자를 뽑아 만든 결과가 두 가지 조건 중 하나를 만족하는 경우|여러 상황 중 하나의 확률,3,25,10.png,M2_PROB_C032|M2_PROB_C033|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_038,11,2-2 확률,확률의 계산,교사건,두 사건 A와 B가 동시에 일어날 확률,주어진 사건이 모두 일어나는 경우|주어진 사건 중 일부만 일어나는 경우|주어진 사건이 모두 일어나지 않는 경우|주어진 조건의 수를 뽑는 경우|주어진 상황을 만족하는 경우,5,27,11.png,M2_PROB_C033|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_039,11,2-2 확률,확률의 계산,적어도 하나,"두 사건 A, B 중 적어도 하나가 일어날 확률",한 사건의 확률이 주어진 경우|여러 사건의 확률이 주어진 경우,2,6,11.png,M2_PROB_C034|M2_PROB_C030|M2_PROB_C032,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_040,11,2-2 확률,확률의 계산,덧셈과 곱셈,확률의 덧셈과 곱셈,확률이 주어진 경우|확률이 주어지지 않은 경우|물건을 선택하는 경우,3,30,11.png,M2_PROB_C035|M2_PROB_C032|M2_PROB_C033,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_041,12,2-2 확률,확률의 계산,연속 시행,연속하여 꺼내는 경우의 확률(1) 꺼낸 것을 다시 넣는 경우,조건에 순서를 포함하는 경우|조건에 순서를 포함하지 않는 경우,2,14,12.png,M2_PROB_C036|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_042,12,2-2 확률,확률의 계산,연속 시행,연속하여 꺼내는 경우의 확률(2) 꺼낸 것을 다시 넣지 않는 경우,조건에 순서를 포함하는 경우|조건에 순서를 포함하지 않는 경우,2,12,12.png,M2_PROB_C037|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_043,12,2-2 확률,확률의 계산,연속 시행,연속하여 꺼내는 경우의 확률,꺼낸 후 다시 넣는 경우,1,4,12.png,M2_PROB_C036|M2_PROB_C037,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_044,12,2-2 확률,확률의 계산,게임 확률,게임에서 이길 확률,승부가 결정될 확률|한 사람이 이길 확률|현재 상황이 주어진 경우,3,15,12.png,M2_PROB_C038|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_045,12,2-2 확률,확률의 계산,문제 맞힘,문제를 맞힐 확률,확률이 주어진 경우|임의로 선택한 경우,2,15,12.png,M2_PROB_C039|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_046,13,2-2 확률,확률의 계산,명중률,명중률,모두 맞히거나 모두 못 맞히는 경우|일부분 맞힐 경우,2,11,13.png,M2_PROB_C040|M2_PROB_C035|M2_PROB_C030,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_047,13,2-2 확률,확률의 계산,가위바위보,가위바위보에서의 확률,승부가 날 확률 구하기|가위바위보에서의 확률,2,13,13.png,M2_PROB_C041|M2_PROB_C035,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_048,13,2-2 확률,확률의 계산,위치 확률,수직선에서 위치에 대한 확률,위치가 주어진 경우|조건이 주어진 경우,2,4,13.png,M2_PROB_C042|M2_PROB_C001,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_049,13,2-2 확률,확률의 계산,도형·좌표 확률,도형 또는 좌표평면에서의 확률,도형의 변을 이동하는 경우|도형을 만드는 경우|좌표평면에서의 도형,3,11,13.png,M2_PROB_C042|M2_PROB_C019,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_050,14,2-2 확률,확률의 계산,평면도형 확률,평면도형에서의 확률(넓이를 이용한 확률),주어진 수가 나올 확률|색칠된 부분을 맞힐 확률|나온 수들의 조건이 주어진 경우|응용,4,24,14.png,M2_PROB_C042|M2_PROB_C023,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_PROB_RAW_051,14,2-2 확률,확률의 계산,대진표 확률,대진표에서의 확률,우승할 확률 구하기|조건이 주어진 경우,2,3,14.png,M2_PROB_C041|M2_PROB_C022,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
