raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_ALG_TRIG_FUNC_RAW_049,6,6.png,삼각함수의 뜻과 성질,"sin, cos, tan 중 하나가 주어질 때 나머지 값 구하기 - 기본 개념 판별",H2_ALG_TRIG_FUNC_C049,11,identity_transform|quadrant_sign|trig_value,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_050,6,6.png,삼각함수의 뜻과 성질,"sin, cos, tan 중 하나가 주어질 때 나머지 값 구하기 - 식 계산 및 변형",H2_ALG_TRIG_FUNC_C050,11,identity_transform|quadrant_sign|trig_value,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_051,6,6.png,삼각함수의 뜻과 성질,"sin, cos, tan 중 하나가 주어질 때 나머지 값 구하기 - 조건·그래프 적용",H2_ALG_TRIG_FUNC_C051,10,identity_transform|quadrant_sign|trig_value,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_052,6,6.png,삼각함수의 뜻과 성질,"sin, cos, tan 중 하나가 주어질 때 나머지 값 구하기 - 보기형·최종 검산",H2_ALG_TRIG_FUNC_C052,10,identity_transform|quadrant_sign|trig_value,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_053,7,7.png,삼각함수의 뜻과 성질,조건을 만족하는 삼각함수 값 구하기 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C053,9,condition_translation|identity_transform|casework,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_054,7,7.png,삼각함수의 뜻과 성질,조건을 만족하는 삼각함수 값 구하기 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C054,9,condition_translation|identity_transform|casework,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_055,7,7.png,삼각함수의 뜻과 성질,조건을 만족하는 삼각함수 값 구하기 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C055,9,condition_translation|identity_transform|casework,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_056,7,7.png,삼각함수의 뜻과 성질,조건을 만족하는 삼각함수 값 구하기 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C056,9,condition_translation|identity_transform|casework,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_057,8,8.png,삼각함수의 뜻과 성질,각의 변환을 이용한 삼각함수 값 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C057,10,angle_transformation|reference_angle|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_058,8,8.png,삼각함수의 뜻과 성질,각의 변환을 이용한 삼각함수 값 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C058,10,angle_transformation|reference_angle|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_059,8,8.png,삼각함수의 뜻과 성질,각의 변환을 이용한 삼각함수 값 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C059,9,angle_transformation|reference_angle|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_060,8,8.png,삼각함수의 뜻과 성질,각의 변환을 이용한 삼각함수 값 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C060,9,angle_transformation|reference_angle|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_061,9,9.png,삼각함수의 뜻과 성질,삼각함수 식의 값과 등식 변형 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C061,7,trig_expression|identity_transform|algebraic_simplification,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_062,9,9.png,삼각함수의 뜻과 성질,삼각함수 식의 값과 등식 변형 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C062,7,trig_expression|identity_transform|algebraic_simplification,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_063,9,9.png,삼각함수의 뜻과 성질,삼각함수 식의 값과 등식 변형 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C063,7,trig_expression|identity_transform|algebraic_simplification,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_064,9,9.png,삼각함수의 뜻과 성질,삼각함수 식의 값과 등식 변형 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C064,7,trig_expression|identity_transform|algebraic_simplification,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_065,9,9.png,삼각함수의 그래프,주기함수의 뜻과 주기 판별 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C065,5,periodic_function|period_judgment|function_graph,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_066,9,9.png,삼각함수의 그래프,주기함수의 뜻과 주기 판별 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C066,4,periodic_function|period_judgment|function_graph,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_067,9,9.png,삼각함수의 그래프,주기함수의 뜻과 주기 판별 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C067,4,periodic_function|period_judgment|function_graph,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_068,9,9.png,삼각함수의 그래프,주기함수의 뜻과 주기 판별 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C068,4,periodic_function|period_judgment|function_graph,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_069,10,10.png,삼각함수의 그래프,y=sin x 그래프의 성질 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C069,10,sine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_070,10,10.png,삼각함수의 그래프,y=sin x 그래프의 성질 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C070,10,sine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_071,10,10.png,삼각함수의 그래프,y=sin x 그래프의 성질 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C071,10,sine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_072,10,10.png,삼각함수의 그래프,y=sin x 그래프의 성질 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C072,10,sine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_073,10,10.png,삼각함수의 그래프,y=cos x 그래프의 성질 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C073,10,cosine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_074,10,10.png,삼각함수의 그래프,y=cos x 그래프의 성질 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C074,10,cosine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_075,10,10.png,삼각함수의 그래프,y=cos x 그래프의 성질 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C075,9,cosine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_076,10,10.png,삼각함수의 그래프,y=cos x 그래프의 성질 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C076,9,cosine_graph|period_amplitude|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_077,11,11.png,삼각함수의 그래프,y=tan x 그래프의 성질 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C077,7,tangent_graph|asymptote|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_078,11,11.png,삼각함수의 그래프,y=tan x 그래프의 성질 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C078,7,tangent_graph|asymptote|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_079,11,11.png,삼각함수의 그래프,y=tan x 그래프의 성질 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C079,7,tangent_graph|asymptote|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_080,11,11.png,삼각함수의 그래프,y=tan x 그래프의 성질 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C080,7,tangent_graph|asymptote|periodicity,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_081,12,12.png,삼각함수의 그래프,sin 그래프의 평행이동과 대칭이동 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C081,12,sine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_082,12,12.png,삼각함수의 그래프,sin 그래프의 평행이동과 대칭이동 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C082,12,sine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_083,12,12.png,삼각함수의 그래프,sin 그래프의 평행이동과 대칭이동 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C083,11,sine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_084,12,12.png,삼각함수의 그래프,sin 그래프의 평행이동과 대칭이동 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C084,11,sine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_085,13,13.png,삼각함수의 그래프,cos 그래프의 평행이동과 대칭이동 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C085,11,cosine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_086,13,13.png,삼각함수의 그래프,cos 그래프의 평행이동과 대칭이동 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C086,10,cosine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_087,13,13.png,삼각함수의 그래프,cos 그래프의 평행이동과 대칭이동 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C087,10,cosine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_088,13,13.png,삼각함수의 그래프,cos 그래프의 평행이동과 대칭이동 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C088,10,cosine_graph_transform|translation|reflection,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_089,14,14.png,삼각함수의 그래프,tan 그래프의 평행이동과 대칭이동 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C089,9,tangent_graph_transform|translation|asymptote,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_090,14,14.png,삼각함수의 그래프,tan 그래프의 평행이동과 대칭이동 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C090,8,tangent_graph_transform|translation|asymptote,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_091,14,14.png,삼각함수의 그래프,tan 그래프의 평행이동과 대칭이동 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C091,8,tangent_graph_transform|translation|asymptote,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_092,14,14.png,삼각함수의 그래프,tan 그래프의 평행이동과 대칭이동 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C092,8,tangent_graph_transform|translation|asymptote,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_093,14,14.png,삼각함수의 그래프,y=a sin b(x-c)+d 그래프 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C093,12,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_094,14,14.png,삼각함수의 그래프,y=a sin b(x-c)+d 그래프 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C094,12,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_095,14,14.png,삼각함수의 그래프,y=a sin b(x-c)+d 그래프 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C095,11,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_096,14,14.png,삼각함수의 그래프,y=a sin b(x-c)+d 그래프 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C096,11,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_097,15,15.png,삼각함수의 그래프,y=a cos b(x-c)+d 그래프 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C097,10,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_098,15,15.png,삼각함수의 그래프,y=a cos b(x-c)+d 그래프 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C098,10,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_099,15,15.png,삼각함수의 그래프,y=a cos b(x-c)+d 그래프 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C099,10,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_100,15,15.png,삼각함수의 그래프,y=a cos b(x-c)+d 그래프 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C100,10,graph_transform|amplitude_period|phase_shift,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_101,16,16.png,삼각함수의 그래프,삼각함수 그래프의 최대·최소 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C101,11,trig_max_min|range_judgment|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_102,16,16.png,삼각함수의 그래프,삼각함수 그래프의 최대·최소 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C102,11,trig_max_min|range_judgment|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_103,16,16.png,삼각함수의 그래프,삼각함수 그래프의 최대·최소 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C103,11,trig_max_min|range_judgment|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_104,16,16.png,삼각함수의 그래프,삼각함수 그래프의 최대·최소 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C104,10,trig_max_min|range_judgment|graph_property,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_105,17,17.png,삼각함수의 그래프,삼각함수 그래프와 매개변수 조건 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C105,9,parameter_condition|graph_property|condition_translation,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_106,17,17.png,삼각함수의 그래프,삼각함수 그래프와 매개변수 조건 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C106,9,parameter_condition|graph_property|condition_translation,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_107,17,17.png,삼각함수의 그래프,삼각함수 그래프와 매개변수 조건 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C107,9,parameter_condition|graph_property|condition_translation,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_108,17,17.png,삼각함수의 그래프,삼각함수 그래프와 매개변수 조건 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C108,8,parameter_condition|graph_property|condition_translation,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_109,18,18.png,삼각함수의 그래프,절댓값과 그래프 변형 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C109,7,absolute_value_graph|graph_transform|range_judgment,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_110,18,18.png,삼각함수의 그래프,절댓값과 그래프 변형 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C110,7,absolute_value_graph|graph_transform|range_judgment,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_111,18,18.png,삼각함수의 그래프,절댓값과 그래프 변형 - 조건·그래프 적용,H2_ALG_TRIG_FUNC_C111,7,absolute_value_graph|graph_transform|range_judgment,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_112,18,18.png,삼각함수의 그래프,절댓값과 그래프 변형 - 보기형·최종 검산,H2_ALG_TRIG_FUNC_C112,6,absolute_value_graph|graph_transform|range_judgment,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_113,18,18.png,삼각방정식과 삼각부등식,그래프를 이용한 삼각방정식의 해 - 기본 개념 판별,H2_ALG_TRIG_FUNC_C113,10,trig_equation|graph_intersection|solution_count,normalized_from_image_tree
H2_ALG_TRIG_FUNC_RAW_114,18,18.png,삼각방정식과 삼각부등식,그래프를 이용한 삼각방정식의 해 - 식 계산 및 변형,H2_ALG_TRIG_FUNC_C114,9,trig_equation|graph_intersection|solution_count,normalized_from_image_tree
