raw_section_id,source_orders,chapter,domain,subdomain,task_group,representative_leaf_examples,source_image_range,preservation_status
M2_NE_RAW_018,[6],수와 식,유리수와 순환소수,순환소수의 계산,순환소수의 대소관계,"[""대소관계 판별"", ""대소관계 응용""]",006.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_019,[6],수와 식,유리수와 순환소수,순환소수의 계산,순환소수를 포함한 식의 계산,"[""순환소수의 사칙연산"", ""순환소수 연산의 응용"", ""순환소수 활용의 연산""]",006.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_020,[6],수와 식,유리수와 순환소수,순환소수의 계산,순환소수를 포함한 부등식의 계산,"[""부등식을 만족하는 정수"", ""부등식을 만족하는 순환소수""]",006.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_021,[7],수와 식,유리수와 순환소수,순환소수 조건,순환소수를 포함한 등식에서 미지수의 값 구하기,"[""등식이 주어진 경우 하나의 미지수 구하기"", ""등식이 주어지지 않은 경우 하나의 미지수 구하기"", ""등식이 주어진 경우 두 개 이상의 미지수 구하기"", ""등식이 주어지지 않은 경우 두 개 이상의 미지수 구하기""]",007.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_022,[7],수와 식,유리수와 순환소수,오류 역추적,분자 또는 분모를 잘못 보고 소수로 나타낸 경우,"[""분자 혹은 분모만 잘못 보고 나타낸 순환소수가 주어진 경우"", ""분자와 분모를 잘못 보고 나타낸 순환소수가 모두 주어진 경우""]",007.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_023,[7],수와 식,유리수와 순환소수,오류 역추적,잘못 계산한 경우 어떤 수/바르게 계산한 값 구하기,"[""잘못 계산한 값이 주어진 경우"", ""잘못 계산한 값과의 차이가 주어진 경우""]",007.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_024,[8],수와 식,유리수와 순환소수,순환소수 조건,(순환소수)×x가 유한소수 또는 자연수가 되도록 하는 x의 값 구하기,"[""자연수가 되도록 하는 경우"", ""유한소수가 되도록 하는 경우""]",008.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_025,[8],수와 식,유리수와 순환소수,순환소수의 이해,순환소수의 이해,"[""순환소수에 대한 설명"", ""주어진 순환소수에 대한 설명""]",008.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_026,[8],수와 식,유리수와 순환소수,소수와 유리수의 관계,유리수와 순환소수의 관계-소수의 이해,"[""유리수 판별"", ""주어진 설명의 옳고 그름 판별""]",008.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_027,[9],수와 식,식의 계산,지수법칙,지수법칙(1) - 거듭제곱의 곱셈,"[""한 문자에 대한 거듭제곱의 곱셈"", ""두 개 이상의 문자에 대한 거듭제곱의 곱셈"", ""자연수에 대한 거듭제곱의 곱셈"", ""-1에 대한 거듭제곱의 곱셈"", ""거듭제곱의 곱셈 응용""]",009.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_028,[10],수와 식,식의 계산,지수법칙,지수법칙(2) - 거듭제곱의 거듭제곱,"[""한 문자에 대한 거듭제곱의 거듭제곱"", ""두 개 이상의 문자에 대한 거듭제곱의 거듭제곱"", ""한 자연수에 대한 거듭제곱의 거듭제곱"", ""자연수의 제곱수의 거듭제곱"", ""두 자연수에 대한 거듭제곱의 거듭제곱""]",010.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_029,[10],수와 식,식의 계산,지수법칙,지수법칙(3) - 거듭제곱의 나눗셈,"[""문자에 대한 거듭제곱의 나눗셈"", ""자연수에 대한 거듭제곱의 나눗셈"", ""분수꼴의 나눗셈""]",010.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_030,[11],수와 식,식의 계산,지수법칙,지수법칙(4) - 곱의 거듭제곱,"[""한 문자에 대한 곱의 거듭제곱"", ""두 문자에 대한 곱의 거듭제곱"", ""세 문자에 대한 곱의 거듭제곱"", ""자연수에 대한 곱의 거듭제곱""]",011.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_031,[11],수와 식,식의 계산,지수법칙,지수법칙(5) - 몫의 거듭제곱,"[""한 문자에 대한 몫의 거듭제곱"", ""두 개 이상의 문자에 대한 몫의 거듭제곱"", ""분수의 거듭제곱""]",011.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_032,[11],수와 식,식의 계산,지수법칙,지수법칙(6) - 종합,"[""곱셈과 나눗셈의 혼합계산"", ""지수법칙이 포함된 여러가지 식"", ""주어진 규칙 적용""]",011.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_033,[12],수와 식,식의 계산,지수법칙,거듭제곱의 대소비교,"[""거듭제곱의 대소비교"", ""거듭제곱의 대소비교의 활용""]",012.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_034,[12],수와 식,식의 계산,지수법칙,지수법칙을 이용한 실생활 문제,"[""저장용량"", ""거리와 속력"", ""시간 당 증가"", ""일정한 길이로 등분"", ""같은 양으로 분배"", ""접은 종이의 두께""]",012.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_035,[13],수와 식,식의 계산,지수법칙 응용,지수법칙의 응용(1) - 같은 수의 덧셈식,"[""같은 수의 덧셈식 간단히 하기"", ""분수 꼴의 형태"", ""지수법칙이 포함된 여러가지 식"", ""같은 수의 덧셈식 응용""]",013.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_036,[13],수와 식,식의 계산,지수법칙 응용,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1),"[""한 자연수에 대하여 나타내기"", ""한 자연수에 대하여 식을 나타내기"", ""여러 자연수에 대하여 나타내기""]",013.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_037,[13],수와 식,식의 계산,지수법칙 응용,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2),"[""한 자연수에 대하여 나타내기"", ""여러 자연수에 대하여 나타내기""]",013.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_038,[14],수와 식,식의 계산,지수법칙 응용,지수법칙의 응용(4) - 지수법칙과 일의 자리수,"[""일의 자리 숫자 구하기"", ""일의 자리 숫자의 응용"", ""기호로 정의된 경우""]",014.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_039,[14],수와 식,식의 계산,지수법칙 응용,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수,"[""자연수의 자릿수 구하기"", ""자연수의 자릿수 응용""]",014.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_040,[15],수와 식,식의 계산,지수법칙 응용,지수에 미지수가 포함된 방정식의 풀이,"[""거듭제곱의 거듭제곱"", ""거듭제곱의 나눗셈"", ""곱의 거듭제곱"", ""몫의 거듭제곱"", ""혼합계산"", ""나열된 수의 곱"", ""같은 수의 덧셈식""]",015.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_041,[16],수와 식,식의 계산,단항식의 곱셈과 나눗셈,단항식의 곱셈,"[""한 문자에 대한 곱셈"", ""여러 문자에 대한 곱셈"", ""여러 문자의 곱에 대한 곱셈"", ""분수꼴을 포함한 곱셈""]",016.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_042,[16],수와 식,식의 계산,단항식의 곱셈과 나눗셈,단항식의 나눗셈,"[""역수 구하기"", ""한 문자에 대한 나눗셈"", ""여러 문자에 대한 나눗셈"", ""계산식에 미지수가 포함된 경우""]",016.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_043,[17],수와 식,식의 계산,단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈의 혼합 계산,"[""한 문자에 대한 혼합 계산"", ""여러 문자에 대한 혼합 계산"", ""계산식에 미지수가 포함된 경우"", ""혼합계산의 활용""]",017.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_044,[17],수와 식,식의 계산,단항식의 곱셈과 나눗셈,단항식의 계산에서 빈 칸에 알맞은 식 구하기,"[""단항식의 곱셈"", ""단항식의 나눗셈"", ""단항식의 혼합 계산"", ""응용""]",017.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_045,[18],수와 식,식의 계산,단항식의 활용,도형에서의 단항식의 계산(1) - 평면도형,"[""삼각형에 대한 계산"", ""사각형에 대한 계산"", ""여러 도형에 대한 계산""]",018.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_046,[18],수와 식,식의 계산,단항식의 활용,도형에서의 단항식의 계산(2) - 입체도형,"[""기둥의 계산"", ""뿔의 계산"", ""회전체의 계산"", ""두 개 이상의 입체도형""]",018.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_047,[18],수와 식,식의 계산,단항식의 활용,단항식의 곱셈과 나눗셈의 활용,"[""단항식 계산 활용"", ""수량 관계를 단항식으로 해석""]",018.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_048,[19],수와 식,식의 계산,다항식의 덧셈과 뺄셈,다항식의 덧셈과 뺄셈,"[""다항식의 덧셈과 뺄셈"", ""분수꼴의 다항식을 포함한 계산"", ""다항식의 덧셈과 뺄셈 응용"", ""다항식의 덧셈과 뺄셈 활용""]",019.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_049,[19],수와 식,식의 계산,다항식의 덧셈과 뺄셈,이차식 찾기,"[""한 문자에 대한 식"", ""두 문자에 대한 식""]",019.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_050,[19],수와 식,식의 계산,다항식의 덧셈과 뺄셈,이차식의 덧셈과 뺄셈,"[""한 미지수에 대한 계산"", ""두 미지수에 대한 계산"", ""이차식의 덧셈과 뺄셈 응용"", ""이차식의 덧셈과 뺄셈 활용""]",019.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_051,[20],수와 식,식의 계산,다항식의 덧셈과 뺄셈,여러 가지 괄호가 있는 식의 계산,"[""한 미지수에 대한 중괄호 포함 계산"", ""두 미지수에 대한 중괄호 포함 계산"", ""한 미지수에 대한 대괄호 포함 계산"", ""두 미지수에 대한 대괄호 포함 계산""]",020.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_052,[20],수와 식,식의 계산,다항식의 덧셈과 뺄셈,모르는(어떤) 다항식 구하기(1) - 다항식의 덧셈과 뺄셈 이용,"[""한 문자에 대한 계산"", ""두 문자에 대한 계산""]",020.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_053,[20],수와 식,식의 계산,다항식의 덧셈과 뺄셈,다항식의 덧셈/뺄셈에서 빈 칸에 알맞은 식 구하기,"[""한 문자에 대한 계산"", ""두 문자에 대한 계산"", ""응용""]",020.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_054,[21],수와 식,식의 계산,다항식의 덧셈과 뺄셈,잘못 계산한 식에서 바른 답 구하기,"[""한 문자에 대한 계산"", ""두 문자에 대한 계산""]",021.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_055,[21],수와 식,식의 계산,다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈,"[""한 문자에 대한 계산"", ""두 문자에 대한 계산"", ""단항식과 다항식의 곱셈 응용""]",021.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_056,[21],수와 식,식의 계산,다항식의 곱셈과 나눗셈,다항식과 단항식의 나눗셈,"[""한 문자에 대한 계산"", ""두 문자에 대한 계산"", ""단항식과 다항식의 나눗셈 응용""]",021.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_057,[22],수와 식,식의 계산,다항식의 곱셈과 나눗셈,모르는(어떤) 다항식 구하기(2) - 곱셈과 나눗셈 이용,"[""어떤 식 구하기"", ""바르게 계산한 식 구하기""]",022.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_058,[22],수와 식,식의 계산,다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈/나눗셈에서 빈 칸에 알맞은 식 구하기,"[""□ 안에 알맞은 식 구하기"", ""응용""]",022.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_059,[22],수와 식,식의 계산,다항식의 곱셈과 나눗셈,사칙연산이 혼합된 계산,"[""사칙연산이 혼합된 계산"", ""분수꼴의 다항식"", ""혼합계산의 응용""]",022.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_060,[22],수와 식,식의 계산,다항식의 활용,도형에서의 다항식의 계산(1) - 평면도형,"[""삼각형"", ""사각형"", ""도형 내부의 도형""]",022.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_061,[23],수와 식,식의 계산,다항식의 활용,도형에서의 다항식의 계산(2) - 입체도형,"[""기둥에 대한 계산"", ""뿔에 대한 계산"", ""입체도형의 계산 응용""]",023.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_062,[23],수와 식,식의 계산,다항식의 활용,다항식과 단항식의 곱셈과 나눗셈의 활용,"[""다항식과 단항식의 곱셈과 나눗셈의 활용""]",023.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_063,[23],수와 식,식의 계산,식의 값과 대입,식의 값,"[""식의 덧셈 또는 뺄셈"", ""단항식과 다항식의 곱이 포함된 경우"", ""단항식과 다항식의 나눗셈이 포함된 경우"", ""곱셈, 나눗셈의 혼합계산"", ""분수꼴의 식""]",023.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_064,[23],수와 식,식의 계산,식의 값과 대입,식의 대입,"[""식으로 주어진 경우"", ""식의 계산으로 주어진 경우"", ""식의 대입의 응용""]",023.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_065,[24],수와 식,식의 계산,등식의 변형,등식을 변형하여 한 문자에 대하여 풀기,"[""등식을 변형하여 풀기"", ""등식의 변형 응용""]",024.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_066,[24],수와 식,식의 계산,등식의 변형,등식을 변형하여 다른 식에 대입하기,"[""간단한 등식"", ""복잡한 등식"", ""식의 대입의 응용""]",024.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_067,[24],수와 식,식의 계산,등식의 변형,"등식을 변형하여 식의 값 구하기(1) - x, y에 대한 등식이 주어질 때","[""간단한 등식"", ""분수꼴을 포함한 등식""]",024.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_068,[24],수와 식,식의 계산,등식의 변형,등식을 변형하여 식의 값 구하기(2) - 비례식이 주어질 때,"[""비례식이 주어진 경우"", ""복잡한 비례식이 주어진 경우""]",024.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_069,[25],수와 식,식의 계산,등식의 변형,등식을 변형하여 식의 값 구하기(3) - 세 문자에 대한 식이 주어질 때,"[""세 문자에 대한 등식"", ""비례식이 주어진 경우""]",025.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_070,[25],수와 식,식의 계산,등식의 변형,등식의 변형의 실생활 활용,"[""관계식이 주어진 경우"", ""비례식이 주어진 경우""]",025.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M2_NE_RAW_071,[25],수와 식,식의 계산,등식의 변형,등식의 변형의 도형 활용,"[""삼각형"", ""사각형"", ""도형 내부의 도형"", ""입체도형""]",025.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
