raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_CALC1_INT_RAW_011,2,2.png,부정적분,"부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우",H2_CALC1_INT_C011,6,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",normalized_from_image_tree
H2_CALC1_INT_RAW_012,2,2.png,부정적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우,H2_CALC1_INT_C012,5,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",normalized_from_image_tree
H2_CALC1_INT_RAW_013,2,2.png,부정적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우,H2_CALC1_INT_C013,5,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",normalized_from_image_tree
H2_CALC1_INT_RAW_014,2,2.png,부정적분,부정적분의 계산 - 부정적분에 관한 개념 문제,H2_CALC1_INT_C014,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_015,2,2.png,부정적분,부정적분의 계산 - 함수 y=x^n의 부정적분,H2_CALC1_INT_C015,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_016,2,2.png,부정적분,부정적분의 계산 - 문자가 1개인 경우 (1),H2_CALC1_INT_C016,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_017,2,2.png,부정적분,부정적분의 계산 - 문자가 1개인 경우 (2),H2_CALC1_INT_C017,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_018,2,2.png,부정적분,부정적분의 계산 - 문자가 2개인 경우,H2_CALC1_INT_C018,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_019,2,2.png,부정적분,부정적분의 계산 - 두 함수의 합 또는 차가 주어진 경우,H2_CALC1_INT_C019,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_020,2,2.png,부정적분,부정적분의 계산 - 두 함수의 곱이 주어진 경우,H2_CALC1_INT_C020,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_021,2,2.png,부정적분,부정적분의 계산 - 합(차)와 곱이 동시에 주어진 경우,H2_CALC1_INT_C021,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_022,2,2.png,부정적분,부정적분의 계산 - 분자가 이차식인 유리함수,H2_CALC1_INT_C022,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_023,2,2.png,부정적분,부정적분의 계산 - 분자가 삼차식인 유리함수,H2_CALC1_INT_C023,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_024,2,2.png,부정적분,부정적분의 계산 - 분자가 사차식 이상인 유리함수,H2_CALC1_INT_C024,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_025,2,2.png,부정적분,부정적분의 계산 - 절댓값 또는 부호 조건이 포함된 경우,H2_CALC1_INT_C025,5,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_026,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 다항식과 함수값이 주어진 경우,H2_CALC1_INT_C026,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_027,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 잘못 적분(미분)한 식을 바로잡아 함수 구하기,H2_CALC1_INT_C027,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_028,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 유리식이 주어진 경우,H2_CALC1_INT_C028,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_029,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 도함수 식에 미정계수가 포함된 경우,H2_CALC1_INT_C029,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_030,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 도함수의 그래프에 추가 조건이 주어진 경우,H2_CALC1_INT_C030,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_031,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 도함수의 그래프가 연속인 경우,H2_CALC1_INT_C031,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_032,3,3.png,부정적분,도함수가 주어질 때 함수 구하기 - 도함수의 그래프가 불연속인 경우,H2_CALC1_INT_C032,5,"[""function_reconstruction"", ""derivative_graph"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_033,3,3.png,부정적분,함수와 부정적분 사이의 관계식이 주어질 때 함수 구하기 - 상수항이 부정적분 밖에 있는 경우,H2_CALC1_INT_C033,5,"[""function_reconstruction"", ""integral_equation"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_034,3,3.png,부정적분,함수와 부정적분 사이의 관계식이 주어질 때 함수 구하기 - 상수항이 부정적분 안에 있는 경우,H2_CALC1_INT_C034,5,"[""function_reconstruction"", ""integral_equation"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_035,3,3.png,부정적분,함수와 부정적분 사이의 관계식이 주어질 때 함수 구하기 - 함수값이 함께 주어진 경우,H2_CALC1_INT_C035,4,"[""function_reconstruction"", ""integral_equation"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_036,3,3.png,부정적분,함수와 부정적분 사이의 관계식이 주어질 때 함수 구하기 - f(x)의 식을 직접 추론해야 하는 경우,H2_CALC1_INT_C036,4,"[""function_reconstruction"", ""integral_equation"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_037,4,4.png,부정적분의 활용,부정적분과 함수의 연속성 - 도함수의 식이 주어진 경우,H2_CALC1_INT_C037,4,"[""continuity"", ""indefinite_integral"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_038,4,4.png,부정적분의 활용,부정적분과 함수의 연속성 - 도함수의 그래프가 주어진 경우,H2_CALC1_INT_C038,4,"[""continuity"", ""indefinite_integral"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_039,4,4.png,부정적분의 활용,부정적분과 함수의 연속성 - 도함수 식에 미정계수가 포함된 경우,H2_CALC1_INT_C039,4,"[""continuity"", ""indefinite_integral"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_040,4,4.png,부정적분의 활용,부정적분과 접선의 기울기 - 접선의 기울기와 접점 좌표가 주어진 경우,H2_CALC1_INT_C040,5,"[""tangent_slope"", ""indefinite_integral"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_041,4,4.png,부정적분의 활용,부정적분과 접선의 기울기 - 접선의 기울기와 최댓값/최솟값이 주어진 경우,H2_CALC1_INT_C041,5,"[""tangent_slope"", ""indefinite_integral"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_042,4,4.png,부정적분의 활용,부정적분과 접선의 기울기 - 미정계수가 있는 경우,H2_CALC1_INT_C042,5,"[""tangent_slope"", ""indefinite_integral"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_043,4,4.png,부정적분의 활용,부정적분과 미분계수 - f(x)-f(a) 꼴의 극한이 주어진 경우,H2_CALC1_INT_C043,4,"[""derivative_limit"", ""indefinite_integral"", ""limit_form""]",normalized_from_image_tree
H2_CALC1_INT_RAW_044,4,4.png,부정적분의 활용,부정적분과 미분계수 - 대칭형 극한식이 주어진 경우,H2_CALC1_INT_C044,4,"[""derivative_limit"", ""indefinite_integral"", ""limit_form""]",normalized_from_image_tree
H2_CALC1_INT_RAW_045,4,4.png,부정적분의 활용,부정적분과 미분계수 - 변형된 미분계수 극한식이 주어진 경우,H2_CALC1_INT_C045,4,"[""derivative_limit"", ""indefinite_integral"", ""limit_form""]",normalized_from_image_tree
H2_CALC1_INT_RAW_046,4,4.png,부정적분의 활용,부정적분과 미분계수 - 도함수와 적분을 함께 활용하는 경우,H2_CALC1_INT_C046,4,"[""derivative_limit"", ""indefinite_integral"", ""limit_form""]",normalized_from_image_tree
H2_CALC1_INT_RAW_047,5,5.png,부정적분의 활용,"부정적분과 도함수의 정의를 이용하여 함수 구하기 - F(x), f(x), f'(x)가 포함된 등식이 주어진 경우",H2_CALC1_INT_C047,5,"[""function_reconstruction"", ""derivative_definition"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_048,5,5.png,부정적분의 활용,부정적분과 도함수의 정의를 이용하여 함수 구하기 - 그 외의 등식이 주어진 경우,H2_CALC1_INT_C048,5,"[""function_reconstruction"", ""derivative_definition"", ""indefinite_integral""]",normalized_from_image_tree
H2_CALC1_INT_RAW_049,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 이차함수의 극대·극소,H2_CALC1_INT_C049,5,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_050,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 삼차함수의 극대·극소: 도함수 식이 주어진 경우,H2_CALC1_INT_C050,5,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_051,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 삼차함수의 극대·극소: 도함수 그래프가 주어진 경우,H2_CALC1_INT_C051,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_052,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 삼차함수의 극대·극소: 부정적분이 주어진 경우,H2_CALC1_INT_C052,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_053,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 식이나 그래프가 주어지지 않은 경우,H2_CALC1_INT_C053,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_054,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 미분불가능한 점이 있는 경우,H2_CALC1_INT_C054,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_055,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 극값이 주어진 경우 (1) 식이 주어졌을 때,H2_CALC1_INT_C055,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_056,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 극값이 주어진 경우 (2) 도함수 그래프 이용,H2_CALC1_INT_C056,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_057,5,5.png,부정적분의 활용,부정적분과 극대·극소 - 사차함수의 극값이 주어진 경우,H2_CALC1_INT_C057,4,"[""extrema"", ""indefinite_integral"", ""derivative_graph""]",normalized_from_image_tree
H2_CALC1_INT_RAW_058,5,5.png,부정적분의 활용,부정적분의 활용 - 실생활 활용 (1) 관계식이 일차식인 경우,H2_CALC1_INT_C058,4,"[""application"", ""indefinite_integral"", ""modeling""]",normalized_from_image_tree
H2_CALC1_INT_RAW_059,5,5.png,부정적분의 활용,부정적분의 활용 - 실생활 활용 (2) 관계식이 이차식인 경우,H2_CALC1_INT_C059,4,"[""application"", ""indefinite_integral"", ""modeling""]",normalized_from_image_tree
H2_CALC1_INT_RAW_060,5,5.png,부정적분의 활용,부정적분의 활용 - 부정적분 모델링 활용,H2_CALC1_INT_C060,4,"[""application"", ""indefinite_integral"", ""modeling""]",normalized_from_image_tree
H2_CALC1_INT_RAW_061,6,6.png,정적분,정적분의 정의를 이용한 계산,H2_CALC1_INT_C061,6,"[""definite_integral_definition"", ""riemann_sum"", ""definition""]",normalized_from_image_tree
H2_CALC1_INT_RAW_062,6,6.png,정적분,적분과 미분의 관계 - 정적분과 미분의 관계,H2_CALC1_INT_C062,6,"[""ftc"", ""definite_integral_definition"", ""derivative_antiderivative""]",normalized_from_image_tree
H2_CALC1_INT_RAW_063,6,6.png,정적분,미적분의 기본정리 - 피적분함수가 주어진 정적분의 계산,H2_CALC1_INT_C063,5,"[""ftc"", ""integral_calculation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_064,6,6.png,정적분,미적분의 기본정리 - 미정계수의 결정 (1) 피적분함수에 미정계수가 있을 때,H2_CALC1_INT_C064,5,"[""ftc"", ""integral_calculation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_065,6,6.png,정적분,미적분의 기본정리 - 미정계수의 결정 (2) 적분구간에 미정계수가 있을 때,H2_CALC1_INT_C065,4,"[""ftc"", ""integral_calculation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_066,6,6.png,정적분,미적분의 기본정리 - 피적분함수의 식을 추론해야 하는 경우,H2_CALC1_INT_C066,4,"[""ftc"", ""integral_calculation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_067,6,6.png,정적분,미적분의 기본정리의 활용 - 도형이 주어진 경우,H2_CALC1_INT_C067,4,"[""ftc_application"", ""definite_integral"", ""geometry_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_068,6,6.png,정적분,미적분의 기본정리의 활용 - 부등식에서의 활용,H2_CALC1_INT_C068,4,"[""ftc_application"", ""definite_integral"", ""geometry_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_069,6,6.png,정적분,미적분의 기본정리의 활용 - 접선의 기울기가 주어졌을 때의 활용,H2_CALC1_INT_C069,4,"[""ftc_application"", ""definite_integral"", ""geometry_application""]",normalized_from_image_tree
H2_CALC1_INT_RAW_070,7,7.png,정적분의 계산,정적분의 계산 (1) 적분구간이 같은 경우 - 적분구간이 같은 식이 주어진 경우,H2_CALC1_INT_C070,5,"[""definite_calc"", ""interval_matching"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_071,7,7.png,정적분의 계산,정적분의 계산 (1) 적분구간이 같은 경우 - 식을 변형하여 적분구간을 같게 하는 경우,H2_CALC1_INT_C071,5,"[""definite_calc"", ""interval_matching"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_072,7,7.png,정적분의 계산,정적분의 계산 (2) 피적분함수가 같은 경우 - 피적분함수가 같은 정적분이 2개 주어진 경우,H2_CALC1_INT_C072,5,"[""definite_calc"", ""same_integrand"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_073,7,7.png,정적분의 계산,정적분의 계산 (2) 피적분함수가 같은 경우 - 피적분함수가 같은 정적분이 3개 이상 주어진 경우,H2_CALC1_INT_C073,4,"[""definite_calc"", ""same_integrand"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_074,7,7.png,정적분의 계산,정적분의 계산 (3) 구간에 따라 다르게 정의된 함수 - 함수의 식이 주어진 경우,H2_CALC1_INT_C074,5,"[""piecewise_integral"", ""definite_calc"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_075,7,7.png,정적분의 계산,정적분의 계산 (3) 구간에 따라 다르게 정의된 함수 - 주어진 식에 미정계수가 있는 경우,H2_CALC1_INT_C075,5,"[""piecewise_integral"", ""definite_calc"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_076,7,7.png,정적분의 계산,정적분의 계산 (3) 구간에 따라 다르게 정의된 함수 - 함수의 그래프가 주어진 경우,H2_CALC1_INT_C076,5,"[""piecewise_integral"", ""definite_calc"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_077,7,7.png,정적분의 계산,정적분의 계산 (3) 구간에 따라 다르게 정의된 함수 - 함수를 추론해야 하는 경우,H2_CALC1_INT_C077,5,"[""piecewise_integral"", ""definite_calc"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_078,8,8.png,정적분의 계산,정적분의 계산 (4) 절댓값 기호를 포함한 함수 - 일차함수의 절댓값이 포함된 경우 (1),H2_CALC1_INT_C078,6,"[""abs_integral"", ""definite_calc"", ""sign_split""]",normalized_from_image_tree
H2_CALC1_INT_RAW_079,8,8.png,정적분의 계산,정적분의 계산 (4) 절댓값 기호를 포함한 함수 - 일차함수의 절댓값이 포함된 경우 (2) 함수나 적분구간에 미지수가 있을 때,H2_CALC1_INT_C079,5,"[""abs_integral"", ""definite_calc"", ""sign_split""]",normalized_from_image_tree
H2_CALC1_INT_RAW_080,8,8.png,정적분의 계산,정적분의 계산 (4) 절댓값 기호를 포함한 함수 - 이차함수의 절댓값이 포함된 경우,H2_CALC1_INT_C080,5,"[""abs_integral"", ""definite_calc"", ""sign_split""]",normalized_from_image_tree
H2_CALC1_INT_RAW_081,8,8.png,정적분의 계산,정적분의 계산 (4) 절댓값 기호를 포함한 함수 - 삼차함수 이상의 절댓값이 포함된 경우,H2_CALC1_INT_C081,5,"[""abs_integral"", ""definite_calc"", ""sign_split""]",normalized_from_image_tree
H2_CALC1_INT_RAW_082,8,8.png,정적분의 계산,정적분의 계산 (4) 절댓값 기호를 포함한 함수 - 임의의 함수에 절댓값이 있는 경우,H2_CALC1_INT_C082,5,"[""abs_integral"", ""definite_calc"", ""sign_split""]",normalized_from_image_tree
H2_CALC1_INT_RAW_083,8,8.png,정적분의 계산,정적분의 계산 (5) - 함수와 그래프에 대한 조건이 주어진 경우,H2_CALC1_INT_C083,5,"[""definite_calc"", ""application"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_084,8,8.png,정적분의 계산,정적분의 계산 (5) - 정적분의 실생활 활용 문제,H2_CALC1_INT_C084,5,"[""definite_calc"", ""application"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_INT_RAW_085,8,8.png,정적분의 계산,우함수·기함수의 정적분 (1) 피적분함수가 주어진 경우 - 적분구간이 대칭인 경우 (1) 피적분함수가 주어진 경우,H2_CALC1_INT_C085,5,"[""even_odd_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_086,8,8.png,정적분의 계산,우함수·기함수의 정적분 (1) 피적분함수가 주어진 경우 - 적분구간이 대칭인 경우 (2) 피적분함수에 미지수가 있는 경우,H2_CALC1_INT_C086,5,"[""even_odd_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_087,8,8.png,정적분의 계산,우함수·기함수의 정적분 (1) 피적분함수가 주어진 경우 - 적분구간에 미지수가 있는 경우,H2_CALC1_INT_C087,4,"[""even_odd_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_088,8,8.png,정적분의 계산,우함수·기함수의 정적분 (1) 피적분함수가 주어진 경우 - 피적분함수를 보고 우함수인지 기함수인지 판단하기,H2_CALC1_INT_C088,4,"[""even_odd_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_089,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 우함수와 기함수의 정적분의 성질,H2_CALC1_INT_C089,5,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_090,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 우함수와 기함수의 정적분의 값 구하기,H2_CALC1_INT_C090,5,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_091,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 정적분의 값이 미지수로 주어진 경우,H2_CALC1_INT_C091,5,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_092,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 다항함수의 식을 추론해야 하는 경우,H2_CALC1_INT_C092,5,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_093,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 함수방정식이 주어진 경우,H2_CALC1_INT_C093,4,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_094,9,9.png,정적분의 계산,우함수·기함수의 정적분 (2) 피적분함수가 주어지지 않은 경우 - 그래프에 관한 조건이 주어진 경우,H2_CALC1_INT_C094,4,"[""even_odd_integral"", ""symmetry"", ""function_reconstruction""]",normalized_from_image_tree
H2_CALC1_INT_RAW_095,9,9.png,정적분의 계산,주기함수의 정적분 - 함수의 식이 주어진 경우,H2_CALC1_INT_C095,5,"[""periodic_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_096,9,9.png,정적분의 계산,주기함수의 정적분 - 함수의 식이 주어지지 않은 경우,H2_CALC1_INT_C096,5,"[""periodic_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_097,9,9.png,정적분의 계산,주기함수의 정적분 - x=a에 대칭이라는 조건이 주어진 경우,H2_CALC1_INT_C097,4,"[""periodic_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_098,9,9.png,정적분의 계산,주기함수의 정적분 - 직선 x=a에 대칭임을 나타내는 등식이 주어진 경우,H2_CALC1_INT_C098,4,"[""periodic_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_099,9,9.png,정적분의 계산,주기함수의 정적분 - 대칭 이동이 포함된 함수의 정적분,H2_CALC1_INT_C099,4,"[""periodic_integral"", ""symmetry"", ""definite_calc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_100,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (1) 아래끝과 위끝이 상수인 경우 - 등식에 정적분이 1개인 경우 (1) 피적분함수에 문자 1개,H2_CALC1_INT_C100,6,"[""integral_equation"", ""definite_integral"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_101,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (1) 아래끝과 위끝이 상수인 경우 - 등식에 정적분이 1개인 경우 (2) 피적분함수에 문자 2개,H2_CALC1_INT_C101,5,"[""integral_equation"", ""definite_integral"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_102,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (1) 아래끝과 위끝이 상수인 경우 - 등식에 정적분이 2개 이상인 경우,H2_CALC1_INT_C102,5,"[""integral_equation"", ""definite_integral"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_INT_RAW_103,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (2) 아래끝 또는 위끝에 변수가 있는 경우 - 정적분으로 정의된 함수의 미분,H2_CALC1_INT_C103,5,"[""integral_equation"", ""integral_defined_function"", ""ftc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_104,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (2) 아래끝 또는 위끝에 변수가 있는 경우 - 피적분함수 식에 미정계수가 있는 경우,H2_CALC1_INT_C104,5,"[""integral_equation"", ""integral_defined_function"", ""ftc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_105,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (2) 아래끝 또는 위끝에 변수가 있는 경우 - 피적분함수 식이 주어지지 않은 경우,H2_CALC1_INT_C105,5,"[""integral_equation"", ""integral_defined_function"", ""ftc""]",normalized_from_image_tree
H2_CALC1_INT_RAW_106,10,10.png,정적분을 포함한 등식,정적분을 포함한 등식 (2) 아래끝 또는 위끝에 변수가 있는 경우 - 다항식으로 주어진 경우 (1) 적분구간이 모두 문자,H2_CALC1_INT_C106,5,"[""integral_equation"", ""integral_defined_function"", ""ftc""]",normalized_from_image_tree
