raw_section_id,source_orders,chapter,domain,subdomain,task_group,representative_leaf_examples,source_declared_topic_count,source_declared_detail_count,source_image_range,preservation_status
M3_REAL_RAW_011,[5],3-1 실수와 그 계산,제곱근과 실수,√a²의 성질,√a²의 성질,"[""±√(양수)²을 근호를 사용하지 않고 나타내기"", ""±√(음수)²을 근호를 사용하지 않고 나타내기"", ""√a²의 성질을 이용하여 ±√(±a)²을 근호를 사용하지 않고 나타내기"", ""√a²의 성질을 이용하여 ±√(±na)²을 근호를 사용하지 않고 나타내기""]",4,27,5.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_012,[5],3-1 실수와 그 계산,제곱근과 실수,√a² 포함 식,√a²꼴을 포함한 식 간단히 하기,"[""√a²꼴을 포함한 식을 간단히 하기"", ""√a², √b²꼴을 포함한 식 간단히 하기"", ""√a²꼴을 포함한 식의 활용""]",3,19,5.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_013,[6],3-1 실수와 그 계산,제곱근과 실수,√(a-b)² 포함 식,√(a-b)²꼴을 포함한 식 간단히 하기,"[""미지수가 한 개인 경우 식을 간단히 하기: 항 2개 이하"", ""미지수가 한 개인 경우 식을 간단히 하기: 항 3개 이상"", ""미지수가 두 개인 경우 식을 간단히 하기"", ""미지수가 세 개인 경우 식을 간단히 하기"", ""근호를 포함하는 방정식의 해 또는 해의 범위 구하기"", ""√(a-b)²꼴을 포함한 식의 활용""]",6,38,6.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_014,[6],3-1 실수와 그 계산,제곱근과 실수,자연수 조건,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기,"[""√Ax가 자연수가 되도록 하는 가장 작은 자연수 x"", ""√Ax가 자연수가 되도록 하는 자연수 x의 범위가 주어진 경우"", ""√Ax가 자연수가 되도록 하는 n자리 자연수 x"", ""√(na-b)의 꼴로 주어진 경우"", ""√Ax가 자연수가 되도록 하는 자연수 x의 값의 활용""]",5,34,6.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_015,[7],3-1 실수와 그 계산,제곱근과 실수,자연수 조건,"√Axy가 자연수가 되도록 하는 자연수 x,y의 값 구하기","[""√Axy가 자연수가 되도록 하는 자연수 x,y의 값 구하기""]",1,4,7.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_016,[7],3-1 실수와 그 계산,제곱근과 실수,자연수 조건,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기,"[""√A/x가 자연수가 되도록 하는 가장 작은 자연수 x"", ""√A/x가 자연수가 되도록 하는 자연수 x"", ""√(n/a)=b의 꼴로 주어진 경우"", ""두 개 이상의 수가 모두 자연수가 되도록 하는 수"", ""√A/x가 자연수가 되도록 하는 자연수 x의 값의 활용""]",5,20,7.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_017,[7],3-1 실수와 그 계산,제곱근과 실수,자연수 조건,√(A+x)가 자연수가 되도록 하는 자연수 x의 값 구하기,"[""√A+x가 자연수가 되도록 하는 가장 작은 자연수 x"", ""√A+x가 자연수가 되도록 하는 자연수 x"", ""두 개 이상의 수가 모두 자연수가 되도록 하는 수""]",3,11,7.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_018,[8],3-1 실수와 그 계산,제곱근과 실수,자연수 조건,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x의 값 구하기,"[""√(A-x)가 자연수(정수)가 되도록 하는 자연수 x"", ""관계식이 주어진 경우"", ""두 수의 연산이 모두 자연수(정수)가 되도록 하는 수"", ""두 개 이상의 수가 모두 자연수가 되도록 하는 수의 활용""]",4,20,8.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_019,[8],3-1 실수와 그 계산,제곱근과 실수,대소 관계,제곱근의 대소 관계,"[""두 수의 대소 비교"", ""세 개 이상의 수의 대소 비교"", ""문자로 표현된 수들의 대소 비교""]",3,23,8.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_020,[8],3-1 실수와 그 계산,제곱근과 실수,성질과 대소 관계,제곱근의 성질과 대소 관계,"[""제곱근의 성질을 이용하여 식을 간단히 하기"", ""문자를 사용한 수의 대소 비교""]",2,8,8.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_021,[9],3-1 실수와 그 계산,제곱근과 실수,부등식,제곱근을 포함한 부등식,"[""부등식을 만족시키는 수 구하기"", ""부등식 n<√ax<m을 만족시키는 수 구하기"", ""부등식 n<√(ax+b)<m을 만족시키는 수 구하기"", ""부등식 √n<x<√m을 만족시키는 수 구하기"", ""부등식 -n<√ax<m을 만족시키는 수 구하기"", ""부등식을 만족시키는 수의 개수 구하기"", ""두 부등식을 만족시키는 수 구하기"", ""부등식을 만족시키는 수의 활용""]",8,61,9.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_022,[9],3-1 실수와 그 계산,제곱근과 실수,자연수 개수,√x 이하의 자연수 구하기,"[""√x 이하의 자연수의 개수"", ""새로운 기호에 의해 정의된 경우""]",2,13,9.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_023,[10],3-1 실수와 그 계산,유리수와 무리수,구분,유리수와 무리수의 구분,"[""수에서 유리수와 무리수의 판별"", ""도형에서 유리수와 무리수의 판별"", ""순환소수가 아닌 무한소수"", ""무리수가 되도록 하는 수"", ""유리수, 무리수의 연산의 판별""]",5,28,10.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_024,[10],3-1 실수와 그 계산,유리수와 무리수,무리수의 이해,무리수의 이해,"[""유리수와 무리수의 이해""]",1,7,10.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_025,[10],3-1 실수와 그 계산,유리수와 무리수,실수,실수의 이해,"[""실수의 이해"", ""실수의 분류""]",2,11,10.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_026,[10],3-1 실수와 그 계산,유리수와 무리수,제곱근표,제곱근표를 이용하여 제곱근의 값 구하기,"[""제곱근표를 이용하여 제곱근의 값 구하기"", ""제곱근표를 이용하여 근호 안에 들어갈 수 구하기""]",2,9,10.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_027,[11],3-1 실수와 그 계산,실수의 대소 관계,수직선,무리수를 수직선 위에 나타내기,"[""정사각형의 한 변의 길이가 1인 경우"", ""한 눈금의 길이가 1인 모눈종이 위에 수직선과 1개의 직각삼각형이 있는 경우"", ""한 눈금의 길이가 1인 모눈종이 위에 수직선과 2개의 직각삼각형이 있는 경우"", ""여러 개의 정사각형에서 점에 대응하는 수"", ""정사각형의 넓이가 주어진 경우"", ""한 눈금의 길이가 1인 모눈이 주어진 경우"", ""수직선 위에서 움직이는 도형""]",7,48,11.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_028,[11],3-1 실수와 그 계산,실수의 대소 관계,수직선,실수와 수직선,"[""실수와 수직선의 이해""]",1,7,11.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_029,[11],3-1 실수와 그 계산,실수의 대소 관계,수직선 점,수직선에서 무리수에 대응하는 점 찾기,"[""수직선에서 수에 대응하는 점"", ""수직선 위의 점에 대응하는 수"", ""수직선에서 수에 대응하는 점이 포함된 구간""]",3,14,11.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_030,[12],3-1 실수와 그 계산,실수의 대소 관계,대소 관계,실수의 대소 관계,"[""두 수의 대소 비교"", ""세 수 이상의 대소 비교"", ""도형에서의 대소 비교""]",3,17,12.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_031,[12],3-1 실수와 그 계산,실수의 대소 관계,수직선 대소,수직선에서 실수의 대소 관계,"[""두 점이 나타내는 수의 대소 비교"", ""n개의 점이 나타내는 수의 대소 비교"", ""네 개 이상의 점이 나타내는 수의 대소 비교""]",3,13,12.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_032,[12],3-1 실수와 그 계산,실수의 대소 관계,사이의 수,두 실수 사이의 수,"[""두 수 사이에 있는 수"", ""두 수 사이에 수에 대한 이해"", ""두 수 사이에 있는 수의 활용""]",3,21,12.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_033,[13],3-1 실수와 그 계산,근호 포함 식의 계산,곱셈,제곱근의 곱셈,"[""두 제곱근의 곱"", ""세 제곱근의 곱""]",2,21,13.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_034,[13],3-1 실수와 그 계산,근호 포함 식의 계산,근호 변형,근호가 있는 식의 변형(1) √a²b,"[""√a²b를 a√b의 꼴로 나타내기"", ""곱의 결과를 a√b의 꼴로 나타내기"", ""√a²b=a√b의 활용""]",3,27,13.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_035,[13],3-1 실수와 그 계산,근호 포함 식의 계산,근호 변형,근호가 있는 식의 변형(2) a√b,"[""a√b를 √a²b의 꼴로 나타내기"", ""곱의 결과를 √a²b의 꼴로 나타내기"", ""수의 대소 비교"", ""식을 만족시키는 미지수의 값"", ""a√b=√a²b의 활용""]",5,27,13.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_036,[14],3-1 실수와 그 계산,근호 포함 식의 계산,나눗셈,제곱근의 나눗셈,"[""항이 두 개인 나눗셈 계산하기"", ""항이 세 개인 나눗셈 계산하기"", ""몇 배인지 구하기"", ""제곱근의 나눗셈의 활용""]",4,37,14.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_037,[14],3-1 실수와 그 계산,근호 포함 식의 계산,근호 변형,근호가 있는 식의 변형(3) √b/a²,"[""√a/b를 √(a/b²)의 꼴로 나타내기"", ""√(a/b²)를 √a/b의 꼴로 나타내기"", ""√x.xx(소수 꼴)을 √a/b의 꼴로 나타내기"", ""수의 대소 비교"", ""ab=n을 이용한 제곱근 식의 변형""]",5,26,14.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_038,[15],3-1 실수와 그 계산,근호 포함 식의 계산,제곱근표,제곱근표에 없는 제곱근의 값 구하기,"[""주어진 값을 이용하여 자연수의 제곱근의 값 구하기"", ""주어진 값을 이용하여 소수의 제곱근의 값 구하기"", ""제곱근표를 이용하여 제곱근의 값 구하기"", ""제곱근표 또는 주어진 값을 이용하여 구할 수 있는 값의 판별"", ""제곱근표에 없는 제곱근의 값의 활용""]",5,29,15.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_039,[15],3-1 실수와 그 계산,근호 포함 식의 계산,문자 표현,문자를 이용한 제곱근의 표현,"[""√a=x, √(10a)=y일 때 주어진 수를 문자로 나타내기"", ""√a=x, √b=y일 때 주어진 수를 문자로 나타내기""]",2,14,15.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_040,[15],3-1 실수와 그 계산,근호 포함 식의 계산,분모 유리화,분모의 유리화,"[""분모의 유리화하기"", ""식을 만족시키는 미지수의 값 구하기"", ""분모의 유리화의 활용""]",3,31,15.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_041,[16],3-1 실수와 그 계산,근호 포함 식의 계산,곱셈과 나눗셈,제곱근의 곱셈과 나눗셈의 혼합 계산,"[""곱셈과 나눗셈의 혼합 계산"", ""곱셈과 나눗셈의 혼합 계산의 활용""]",2,21,16.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_042,[16],3-1 실수와 그 계산,근호 포함 식의 계산,도형 활용,제곱근의 곱셈과 나눗셈의 도형에의 활용(1) 넓이/부피,"[""평면도형에서 변의 길이/높이/넓이 구하기"", ""입체도형에서 변의 길이/높이/부피 구하기"", ""두 평면도형 사이의 넓이 관계 활용"", ""도형의 두 변을 한 변으로 하는 도형의 넓이가 각각 주어진 경우"", ""두 도형의 넓이의 합과 넓이가 같은 도형"", ""좌표평면 위에서 도형의 넓이""]",6,41,16.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_043,[17],3-1 실수와 그 계산,근호 포함 식의 계산,도형 활용,제곱근의 곱셈과 나눗셈의 도형에의 활용(2) 대각선의 길이,"[""평면도형의 대각선의 길이 구하기"", ""평면도형에서 대각선의 길이가 주어진 경우"", ""입체도형의 대각선의 길이 구하기"", ""대각선의 길이가 주어진 입체도형의 변의 길이 구하기"", ""평면도형에서 대각선의 길이의 활용"", ""입체도형에서 대각선의 길이의 활용""]",6,21,17.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_044,[17],3-1 실수와 그 계산,근호 포함 식의 계산,도형 활용,제곱근의 곱셈과 나눗셈의 도형에의 활용(3) 정삼각형에서 높이와 넓이,"[""정삼각형의 높이와 넓이"", ""정삼각형의 변의 길이, 높이와 넓이의 활용""]",2,20,17.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_045,[17],3-1 실수와 그 계산,근호 포함 식의 계산,덧셈과 뺄셈,제곱근의 덧셈과 뺄셈,"[""근호 안의 수가 모두 같은 경우의 계산"", ""근호 안의 수가 다른 경우의 계산"", ""√(A²)=|A|를 이용한 계산"", ""제곱근의 덧셈과 뺄셈의 활용""]",4,23,17.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_046,[18],3-1 실수와 그 계산,근호 포함 식의 계산,덧셈과 뺄셈,√a²b=a√b를 이용한 제곱근의 덧셈과 뺄셈,"[""근호 안의 수가 모두 같은 경우의 계산"", ""근호 안의 수가 다른 경우의 계산"", ""식을 만족시키는 미지수의 값 구하기"", ""√a²b=a√b를 이용한 덧셈과 뺄셈의 활용""]",4,28,18.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_047,[18],3-1 실수와 그 계산,근호 포함 식의 계산,분모 유리화,분모의 유리화를 이용한 덧셈과 뺄셈,"[""근호 안의 수가 모두 같은 경우의 계산"", ""근호 안의 수가 다른 경우의 계산"", ""식의 값 구하기"", ""제곱근의 값이 주어진 경우""]",4,21,18.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_048,[18],3-1 실수와 그 계산,근호 포함 식의 계산,분배법칙,분배법칙을 이용한 제곱근의 덧셈과 뺄셈,"[""괄호를 풀어 계산하기"", ""분배법칙을 이용하는 부분을 포함한 식의 계산"", ""분배법칙을 이용한 제곱근의 덧셈과 뺄셈의 활용""]",3,11,18.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_049,[19],3-1 실수와 그 계산,근호 포함 식의 계산,분배법칙과 유리화,분배법칙을 이용한 분모의 유리화,"[""분자가 다항식인 분수식의 분모의 유리화""]",1,6,19.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_050,[19],3-1 실수와 그 계산,근호 포함 식의 계산,복잡한 식,근호를 포함한 복잡한 식의 계산,"[""제곱근 식의 혼합 계산"", ""분모의 유리화를 포함한 제곱근 식의 혼합 계산"", ""분수식을 포함한 제곱근 식의 혼합 계산"", ""식의 값 구하기"", ""미지수 사이의 관계가 주어진 경우""]",5,34,19.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_051,[19],3-1 실수와 그 계산,근호 포함 식의 계산,새로운 기호,새로운 기호로 정의된 연산에서 근호를 포함한 식의 계산,"[""하나의 새로운 기호로 정의된 연산을 이용한 계산"", ""두 개 이상의 새로운 기호로 정의된 연산을 이용한 계산""]",2,6,19.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_052,[20],3-1 실수와 그 계산,근호 포함 식의 계산,유리수 조건,제곱근의 계산 결과가 유리수가 될 조건,"[""식의 계산 결과가 유리수가 되도록 하는 미지수 구하기"", ""식의 계산 결과가 유리수가 되도록 하는 미지수와 그 때 식의 값"", ""동시/부등식을 만족시킬 조건"", ""두 식의 계산 결과가 모두 유리수가 될 조건""]",4,28,20.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_053,[20],3-1 실수와 그 계산,근호 포함 식의 계산,정수 부분과 소수 부분,무리수의 정수 부분과 소수 부분,"[""정수 부분과 소수 부분 구하기"", ""정수 부분 또는 소수부분이 주어진 경우"", ""미지수를 사용한 식으로 나타내기"", ""정수 부분의 자릿수 구하기"", ""가우스 기호를 이용한 식의 값""]",5,41,20.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_054,[20],3-1 실수와 그 계산,근호 포함 식의 계산,문자 표현,제곱근의 사칙연산에서 문자를 이용한 제곱근의 표현,"[""문자를 이용하여 나타내기""]",1,5,20.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_055,[21],3-1 실수와 그 계산,근호 포함 식의 계산,관계식,문자의 관계식을 이용한 식의 계산,"[""두 문자 사이의 관계식이 주어진 경우""]",1,4,21.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_056,[21],3-1 실수와 그 계산,근호 포함 식의 계산,도형 활용,제곱근의 덧셈과 뺄셈의 도형에의 활용,"[""평면도형에서 변의 길이/높이/둘레의 길이"", ""입체도형에서 변의 길이/부피/겉넓이"", ""붙어 있는 도형"", ""한 도형을 여러 개의 도형으로 나눈 경우"", ""최단 거리""]",5,40,21.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_057,[21],3-1 실수와 그 계산,근호 포함 식의 계산,수직선 활용,제곱근의 덧셈과 뺄셈의 수직선에의 활용,"[""점이 나타내는 수 구하기"", ""선분의 길이 구하기"", ""움직이는 도형"", ""중점에 대응하는 수 구하기""]",4,27,21.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_058,[22],3-1 실수와 그 계산,근호 포함 식의 계산,실수 대소 관계,제곱근의 덧셈과 뺄셈을 이용한 두 실수의 대소 관계,"[""두 수의 대소 비교하기""]",1,11,22.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
M3_REAL_RAW_059,[22],3-1 실수와 그 계산,근호 포함 식의 계산,실수 대소 관계,제곱근의 덧셈과 뺄셈을 이용한 세 실수의 대소 관계,"[""세 수의 대소 비교하기"", ""3개 이상의 수의 대소 비교하기""]",2,11,22.png,source_images_preserved_by_user; curated_summary_not_full_leaf_ocr
