item_id,source_id,source_title,source_file,source_chapter,source_unit,source_step,source_theme_range,source_question_no,engine_subject,engine_unit_id,engine_unit_name,matched_problem_type_id,type_name,variant_id,variant_tags,skill_tags,error_tags,prerequisite_concepts,difficulty,diagnosis_weight,mapping_status,review_note
sibal_alg_t23_27_step1_q001,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q001,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q012,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q012,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q013,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q013,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q014,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q014,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q015,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q015,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q016,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q016,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q017,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q017,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q018,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q018,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q019,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q019,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q020,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q020,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q021,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q021,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q022,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q022,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q023,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q023,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q024,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q024,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q025,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q025,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q026,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q026,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q027,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q027,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t23_27_step1_q028,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 23~27,STEP1,T23_27,STEP1-T23_27-Q028,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_ARITH_GEO,등차수열과 등비수열,SIBAL_ALG_T23_27_ARITH_GEO,arithmetic_sequence; geometric_sequence; general_term,일반항 구하기; 공차/공비 조건 해석; 수열 조건식 정리,공차/공비 혼동; 일반항 공식 적용 오류; 초항 조건 누락,일차식 계산; 지수법칙; 규칙성 인식,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t28_31_step1_q001,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 28~31,STEP1,T28_31,STEP1-T28_31-Q001,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_SUM,수열의 합,SIBAL_ALG_T28_31_SUM,sigma; partial_sum; sequence_sum,시그마 성질 적용; 부분합과 일반항 연결; 합 공식 선택,시그마 범위 오류; 부분합-일반항 관계 혼동; 공식 선택 오류,다항식 계산; 등차/등비수열; 식 변형,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t28_31_step1_q002,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 28~31,STEP1,T28_31,STEP1-T28_31-Q002,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_SUM,수열의 합,SIBAL_ALG_T28_31_SUM,sigma; partial_sum; sequence_sum,시그마 성질 적용; 부분합과 일반항 연결; 합 공식 선택,시그마 범위 오류; 부분합-일반항 관계 혼동; 공식 선택 오류,다항식 계산; 등차/등비수열; 식 변형,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t28_31_step1_q003,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 28~31,STEP1,T28_31,STEP1-T28_31-Q003,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_SUM,수열의 합,SIBAL_ALG_T28_31_SUM,sigma; partial_sum; sequence_sum,시그마 성질 적용; 부분합과 일반항 연결; 합 공식 선택,시그마 범위 오류; 부분합-일반항 관계 혼동; 공식 선택 오류,다항식 계산; 등차/등비수열; 식 변형,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t28_31_step1_q004,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 수열.pdf,Chapter 3 수열,STEP1 Theme 28~31,STEP1,T28_31,STEP1-T28_31-Q004,대수,ALG_SEQUENCE,대수 > 수열,ALG_SEQ_PT_SUM,수열의 합,SIBAL_ALG_T28_31_SUM,sigma; partial_sum; sequence_sum,시그마 성질 적용; 부분합과 일반항 연결; 합 공식 선택,시그마 범위 오류; 부분합-일반항 관계 혼동; 공식 선택 오류,다항식 계산; 등차/등비수열; 식 변형,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
