item_id,source_id,book_id,source_subject,source_unit_id,source_unit_name,source_subunit_order,source_subunit_name,source_question_no,problem_pdf_file,problem_pdf_page,solution_pdf_file,solution_ref_status,target_curriculum_subject,target_domain_id,target_domain_name,engine_unit_id,engine_unit_name,matched_problem_type_id,matched_problem_type_name,concept_ids,engine_type_default_difficulty,item_difficulty,mapping_status,review_status,variant_id,variant_tags,near_duplicate_group,duplicate_of,diversity_weight,diagnosis_weight,skill_tags,error_tags,prerequisite_tags,storage_policy,created_at
SIDAE_SU1_MORE_ALG_Q037,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,3,자연수가 되는 경우: 지수,037,2027 시대인재 기출MORE 지수와 로그.pdf,11,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,1.0,1.0,exponent|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q038,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,3,자연수가 되는 경우: 지수,038,2027 시대인재 기출MORE 지수와 로그.pdf,11,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,1.0,1.0,exponent|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q039,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,3,자연수가 되는 경우: 지수,039,2027 시대인재 기출MORE 지수와 로그.pdf,12,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent|mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,0.7,1.0,exponent|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q040,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,040,2027 시대인재 기출MORE 지수와 로그.pdf,12,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item|basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,0.7,0.8,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q041,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,041,2027 시대인재 기출MORE 지수와 로그.pdf,12,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item|basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,0.7,0.8,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q042,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,042,2027 시대인재 기출MORE 지수와 로그.pdf,12,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item|basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,0.7,0.8,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q043,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,043,2027 시대인재 기출MORE 지수와 로그.pdf,13,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item|basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,0.7,0.8,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q044,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,044,2027 시대인재 기출MORE 지수와 로그.pdf,13,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT002,수열의 일반항 - 기본 개념 판별 - 식 계산·조건 적용,"[""H2_ALG_SEQ_C001""]",core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item|condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,0.7,0.9,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q045,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,045,2027 시대인재 기출MORE 지수와 로그.pdf,13,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT002,수열의 일반항 - 기본 개념 판별 - 식 계산·조건 적용,"[""H2_ALG_SEQ_C001""]",core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item|condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,0.7,0.9,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q046,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,046,2027 시대인재 기출MORE 지수와 로그.pdf,14,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT002,수열의 일반항 - 기본 개념 판별 - 식 계산·조건 적용,"[""H2_ALG_SEQ_C001""]",core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item|condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,0.7,0.9,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q047,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,047,2027 시대인재 기출MORE 지수와 로그.pdf,14,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT002,수열의 일반항 - 기본 개념 판별 - 식 계산·조건 적용,"[""H2_ALG_SEQ_C001""]",core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item|condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,0.7,0.9,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q048,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,048,2027 시대인재 기출MORE 지수와 로그.pdf,14,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT002,수열의 일반항 - 기본 개념 판별 - 식 계산·조건 적용,"[""H2_ALG_SEQ_C001""]",core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item|condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,0.7,0.9,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q049,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,049,2027 시대인재 기출MORE 지수와 로그.pdf,14,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item|mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,0.7,1.0,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q050,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,050,2027 시대인재 기출MORE 지수와 로그.pdf,15,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item|mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,0.7,1.0,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q051,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,051,2027 시대인재 기출MORE 지수와 로그.pdf,15,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item|mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,0.7,1.0,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q052,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,4,제곱근의 활용,052,2027 시대인재 기출MORE 지수와 로그.pdf,15,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT003,수열의 일반항 - 기본 개념 판별 - 응용·보기형 검산,"[""H2_ALG_SEQ_C001""]",advanced,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item|mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,0.7,1.0,algebra_item|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q092,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,8,정수가 되는 경우: 로그,092,2027 시대인재 기출MORE 지수와 로그.pdf,26,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_ALG_SEQ_PT001_08_basic_concept_form,,0.7,0.8,log|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q093,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG,지수와 로그,8,정수가 되는 경우: 로그,093,2027 시대인재 기출MORE 지수와 로그.pdf,26,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FOUNDATION,지수·로그 기초,H2_ALGEBRA_SEQUENCE,수열,H2_ALG_SEQ_PT001,수열의 일반항 - 기본 개념 판별 - 기본 판별,"[""H2_ALG_SEQ_C001""]",basic,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,log|basic_concept_form,H2_ALG_SEQ_PT001_08_basic_concept_form,,0.7,0.8,log|condition_check|answer_validation,"[""sequence_meaning"", ""general_term"", ""term_value""]",basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
