item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QFUNC_150_S04_Q027,027,7,45,이차함수 y=ax²의 식 구하기,M3_QFUNC_PT032,y=ax²의 식 구하기 - 조건 종합,choice:3,68,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT032::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q028,028,7,45,이차함수 y=ax²의 식 구하기,M3_QFUNC_PT032,y=ax²의 식 구하기 - 조건 종합,choice:5,60,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT032::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q029,029,8,45,이차함수 y=ax²의 식 구하기,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:2,62,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q030,030,8,45,이차함수 y=ax²+q의 그래프가 지나는 점,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,450,55,advanced,graph_or_geometry_diagram,True,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q031,031,8,45,이차함수 y=ax²+q의 그래프가 지나는 점,M3_QFUNC_PT035,y=ax²+q의 그래프 - 그래프 해석,-80,74,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT035::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q032,032,8,46,이차함수 y=ax²+q의 그래프가 지나는 점,M3_QFUNC_PT036,y=ax²+q의 그래프 - 조건 종합,-4,77,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT036::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q033,033,9,46,이차함수 y=ax²+q의 그래프가 지나는 점,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:5,71,advanced,graph_or_geometry_diagram,True,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q034,034,9,46,이차함수 y=ax²+q의 그래프의 성질,M3_QFUNC_PT036,y=ax²+q의 그래프 - 조건 종합,choice:4,84,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT036::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q035,035,9,46,이차함수 y=ax²+q의 그래프의 성질,M3_QFUNC_PT036,y=ax²+q의 그래프 - 조건 종합,choice:1,77,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT036::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q036,036,9,46,이차함수 y=ax²+q의 그래프의 성질,M3_QFUNC_PT036,y=ax²+q의 그래프 - 조건 종합,"choices:1,4",78,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT036::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q037,037,10,46,이차함수 y=ax²+q의 그래프의 성질,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,choice:1,73,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q038,038,10,46,이차함수 y=a(x-p)²의 그래프가 지나는 점,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,-16,83,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q039,039,10,47,이차함수 y=a(x-p)²의 그래프가 지나는 점,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,1,83,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q040,040,10,47,이차함수 y=a(x-p)²의 그래프가 지나는 점,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,choice:2,78,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q041,041,11,47,이차함수 y=a(x-p)²의 그래프가 지나는 점,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,choice:3,75,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q042,042,11,47,이차함수 y=a(x-p)²의 그래프의 성질,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,"choices:1,4",75,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q043,043,11,47,이차함수 y=a(x-p)²의 그래프의 성질,M3_QFUNC_PT040,y=a(x-p)²의 그래프 - 조건 종합,"choices:1,4",71,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT040::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q044,044,11,47,이차함수 y=a(x-p)²의 그래프의 성질,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:5,76,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q045,045,12,47,이차함수 y=a(x-p)²의 그래프의 성질,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:4,73,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q046,046,12,47,이차함수 y=a(x-p)²+q의 그래프,M3_QFUNC_PT042,y=a(x-p)²+q의 그래프 - 계산 수행,choice:2,82,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT042::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q047,047,12,48,이차함수 y=a(x-p)²+q의 그래프,M3_QFUNC_PT043,y=a(x-p)²+q의 그래프 - 그래프 해석,choice:5,79,core,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT043::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q048,048,12,48,이차함수 y=a(x-p)²+q의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT042,y=a(x-p)²+q의 그래프 - 계산 수행,choice:1,73,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT042::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q049,049,13,48,이차함수 y=a(x-p)²+q의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,3,75,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q050,050,13,48,이차함수 y=a(x-p)²+q의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,1,72,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q051,051,13,48,이차함수 y=a(x-p)²+q의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,-1,72,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q052,052,13,48,이차함수 y=a(x-p)²+q의 그래프가 지나는 사분면,M3_QFUNC_PT048,"p,q의 부호와 그래프 위치 - 조건 종합",choice:2,74,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT048::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q053,053,14,48,이차함수 y=a(x-p)²+q의 그래프가 지나는 사분면,M3_QFUNC_PT048,"p,q의 부호와 그래프 위치 - 조건 종합",label:제4사분면,69,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT048::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q054,054,14,48,이차함수 y=a(x-p)²+q의 그래프가 지나는 사분면,M3_QFUNC_PT048,"p,q의 부호와 그래프 위치 - 조건 종합",choice:5,86,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT048::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q055,055,14,49,이차함수 y=a(x-p)²+q의 그래프가 지나는 점,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,5/4,69,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q056,056,14,49,이차함수 y=a(x-p)²+q의 그래프가 지나는 점,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,10,80,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q057,057,15,49,이차함수 y=a(x-p)²+q의 그래프가 지나는 점,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,6,78,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q058,058,15,49,이차함수 y=a(x-p)²+q의 그래프가 지나는 점,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,17,52,advanced,graph_or_geometry_diagram,True,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q059,059,15,49,이차함수 y=a(x-p)²+q의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,9,73,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q060,060,15,50,이차함수 y=a(x-p)²+q의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,4,73,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q061,061,16,50,이차함수 y=a(x-p)²+q의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,choice:4,75,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q062,062,16,50,이차함수 y=a(x-p)²+q의 그래프의 성질,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,choice:5,84,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q063,063,16,50,이차함수 y=a(x-p)²+q의 그래프의 성질,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,"choices:1,3",87,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q064,064,16,50,이차함수 y=a(x-p)²+q의 그래프의 성질,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,choice:5,78,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q065,065,17,50,이차함수 y=a(x-p)²+q의 그래프의 성질,M3_QFUNC_PT044,y=a(x-p)²+q의 그래프 - 조건 종합,choice:5,71,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT044::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q066,066,17,50,"이차함수 y=a(x-p)²+q의 그래프에서 a, p, q의 부호",M3_QFUNC_PT048,"p,q의 부호와 그래프 위치 - 조건 종합",choice:4,73,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT048::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q067,067,18,51,"이차함수 y=a(x-p)²+q의 그래프에서 a, p, q의 부호",M3_QFUNC_PT048,"p,q의 부호와 그래프 위치 - 조건 종합",choice:5,78,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT048::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q068,068,18,51,"이차함수 y=a(x-p)²+q의 그래프에서 a, p, q의 부호",M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:4,56,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q069,069,18,51,"이차함수 y=a(x-p)²+q의 그래프에서 a, p, q의 부호",M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:5,71,advanced,graph_or_geometry_diagram,True,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q070,070,18,51,이차함수 y=a(x-p)²+q의 그래프의 식 구하기,M3_QFUNC_PT083,꼭짓점과 한 점으로 이차함수식 구하기 - 그래프 해석,9,76,core,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT083::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q071,071,19,51,이차함수 y=a(x-p)²+q의 그래프의 식 구하기,M3_QFUNC_PT082,꼭짓점과 한 점으로 이차함수식 구하기 - 계산 수행,2,74,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT082::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q072,072,19,51,이차함수 y=a(x-p)²+q의 그래프의 식 구하기,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,81,62,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q073,073,19,52,이차함수 y=ax²+bx+c의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,11/4,53,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q074,074,19,52,이차함수 y=ax²+bx+c의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT118,축 조건으로 계수 구하기 - 계산 수행,-1,72,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT118::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q075,075,20,52,이차함수 y=ax²+bx+c의 그래프의 꼭짓점과 축의 방정식,M3_QFUNC_PT121,꼭짓점 조건으로 계수 구하기 - 계산 수행,5,80,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT121::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q076,076,20,52,이차함수 y=ax²+bx+c의 그래프가 축과 만나는 점,M3_QFUNC_PT077,이차함수의 x절편 - 그래프 해석,choice:5,83,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT077::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q077,077,20,52,이차함수 y=ax²+bx+c의 그래프가 축과 만나는 점,M3_QFUNC_PT076,이차함수의 x절편 - 계산 수행,choice:3,74,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT076::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q078,078,20,52,이차함수 y=ax²+bx+c의 그래프가 축과 만나는 점,M3_QFUNC_PT076,이차함수의 x절편 - 계산 수행,choice:2,71,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT076::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q079,079,21,53,이차함수 y=ax²+bx+c의 그래프가 축과 만나는 점,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,6,49,advanced,word_problem,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q080,080,21,53,이차함수 y=ax²+bx+c의 그래프가 지나는 사분면,M3_QFUNC_PT170,계수 조건으로 그래프 성질 판단 - 그래프 해석,choice:5,85,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT170::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q081,081,21,53,이차함수 y=ax²+bx+c의 그래프가 지나는 사분면,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:4,62,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q082,082,21,53,이차함수 y=ax²+bx+c의 그래프가 지나는 사분면,M3_QFUNC_PT175,이차함수 고난도 종합 - 계산 수행,choice:3,57,advanced,symbolic_or_verbal,False,0.84,M3_QFUNC_PT175::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q083,083,22,53,이차함수 y=ax²+bx+c의 그래프가 지나는 사분면,M3_QFUNC_PT169,계수 조건으로 그래프 성질 판단 - 계산 수행,choice:5,72,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT169::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q084,084,22,53,이차함수 y=ax²+bx+c의 그래프가 지나는 점,M3_QFUNC_PT079,그래프 위의 점과 미지수 좌표 - 계산 수행,choice:1,79,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT079::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q085,085,22,54,이차함수 y=ax²+bx+c의 그래프가 지나는 점,M3_QFUNC_PT079,그래프 위의 점과 미지수 좌표 - 계산 수행,choice:1,83,advanced,symbolic_or_verbal,False,0.9,M3_QFUNC_PT079::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q086,086,22,54,이차함수 y=ax²+bx+c의 그래프가 지나는 점,M3_QFUNC_PT080,그래프 위의 점과 미지수 좌표 - 그래프 해석,361,53,basic,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT080::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q087,087,23,54,이차함수 y=ax²+bx+c의 그래프가 지나는 점,M3_QFUNC_PT136,매개변수 조건 문제 - 계산 수행,1/72,49,standard,word_problem,False,0.9,M3_QFUNC_PT136::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q088,088,23,54,이차함수 y=ax²+bx+c의 그래프의 평행이동,M3_QFUNC_PT154,일반형에서 그래프 정보 구하기 - 계산 수행,4,58,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT154::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q089,089,23,54,이차함수 y=ax²+bx+c의 그래프의 평행이동,M3_QFUNC_PT154,일반형에서 그래프 정보 구하기 - 계산 수행,choice:2,70,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT154::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q090,090,23,55,이차함수 y=ax²+bx+c의 그래프의 평행이동,M3_QFUNC_PT154,일반형에서 그래프 정보 구하기 - 계산 수행,29,61,basic,symbolic_or_verbal,False,0.9,M3_QFUNC_PT154::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q091,091,24,55,이차함수 y=ax²+bx+c의 그래프의 평행이동,M3_QFUNC_PT173,이차함수 활용 문제 - 그래프 해석,15,78,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT173::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q092,092,24,55,이차함수 y=ax²+bx+c의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT101,이차함수의 증가와 감소 - 그래프 해석,-3,65,advanced,graph_or_geometry_diagram,True,0.9,M3_QFUNC_PT101::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q093,093,24,55,이차함수 y=ax²+bx+c의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,choice:2,82,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q094,094,24,55,이차함수 y=ax²+bx+c의 그래프에서 증가·감소하는 범위,M3_QFUNC_PT100,이차함수의 증가와 감소 - 계산 수행,choice:1,72,standard,symbolic_or_verbal,False,0.9,M3_QFUNC_PT100::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q095,095,25,55,이차함수 y=ax²+bx+c의 그래프의 성질,M3_QFUNC_PT155,일반형에서 그래프 정보 구하기 - 그래프 해석,"choices:2,3",79,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT155::M3_QFUNC_CROSS_SET
M3_QFUNC_150_S04_Q096,096,25,55,이차함수 y=ax²+bx+c의 그래프의 성질,M3_QFUNC_PT155,일반형에서 그래프 정보 구하기 - 그래프 해석,choice:3,76,core,symbolic_or_verbal,False,0.9,M3_QFUNC_PT155::M3_QFUNC_CROSS_SET
