problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M1_PF_PT011,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,자연수의 약수와 배수: 약수/배수 여부 판별 - 빈칸·과정 완성,자연수의 약수와 배수 범주의 '자연수의 약수와 배수: 약수/배수 여부 판별' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C003""]",medium,"[""divisor_multiple_basic"", ""divisor_listing"", ""빈칸_과정_완성""]",[3],M1_PF_RAW_003,curated_problem_type_from_raw_taxonomy
M1_PF_PT012,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,자연수의 약수와 배수: 약수/배수 여부 판별 - 활용·설명 판단,자연수의 약수와 배수 범주의 '자연수의 약수와 배수: 약수/배수 여부 판별' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C003""]",medium,"[""divisor_multiple_basic"", ""divisor_listing"", ""활용_설명_판단""]",[3],M1_PF_RAW_003,curated_problem_type_from_raw_taxonomy
M1_PF_PT013,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,"배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별 - 기본 판별","자연수의 약수와 배수 범주의 '배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.","[""M1_PF_C004""]",basic,"[""divisibility_rule"", ""digit_condition"", ""기본_판별""]",[4],M1_PF_RAW_004,curated_problem_type_from_raw_taxonomy
M1_PF_PT014,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,"배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별 - 조건 계산","자연수의 약수와 배수 범주의 '배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.","[""M1_PF_C004""]",medium,"[""divisibility_rule"", ""digit_condition"", ""조건_계산""]",[4],M1_PF_RAW_004,curated_problem_type_from_raw_taxonomy
M1_PF_PT015,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,"배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별 - 빈칸·과정 완성","자연수의 약수와 배수 범주의 '배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.","[""M1_PF_C004""]",medium,"[""divisibility_rule"", ""digit_condition"", ""빈칸_과정_완성""]",[4],M1_PF_RAW_004,curated_problem_type_from_raw_taxonomy
M1_PF_PT016,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,"배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별 - 활용·설명 판단","자연수의 약수와 배수 범주의 '배수판별법을 이용한 수 찾기: 2,3,4,5,6,9의 배수 판별' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.","[""M1_PF_C004""]",medium,"[""divisibility_rule"", ""digit_condition"", ""활용_설명_판단""]",[4],M1_PF_RAW_004,curated_problem_type_from_raw_taxonomy
M1_PF_PT017,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C005""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[5],M1_PF_RAW_005,curated_problem_type_from_raw_taxonomy
M1_PF_PT018,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C005""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[5],M1_PF_RAW_005,curated_problem_type_from_raw_taxonomy
M1_PF_PT019,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C005""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[5],M1_PF_RAW_005,curated_problem_type_from_raw_taxonomy
M1_PF_PT020,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C005""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[5],M1_PF_RAW_005,curated_problem_type_from_raw_taxonomy
M1_PF_PT021,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C006""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[6],M1_PF_RAW_006,curated_problem_type_from_raw_taxonomy
M1_PF_PT022,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C006""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[6],M1_PF_RAW_006,curated_problem_type_from_raw_taxonomy
M1_PF_PT023,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C006""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[6],M1_PF_RAW_006,curated_problem_type_from_raw_taxonomy
M1_PF_PT024,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C006""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[6],M1_PF_RAW_006,curated_problem_type_from_raw_taxonomy
M1_PF_PT025,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C007""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[7],M1_PF_RAW_007,curated_problem_type_from_raw_taxonomy
M1_PF_PT026,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C007""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[7],M1_PF_RAW_007,curated_problem_type_from_raw_taxonomy
M1_PF_PT027,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C007""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[7],M1_PF_RAW_007,curated_problem_type_from_raw_taxonomy
M1_PF_PT028,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C007""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[7],M1_PF_RAW_007,curated_problem_type_from_raw_taxonomy
M1_PF_PT029,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C008""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[8],M1_PF_RAW_008,curated_problem_type_from_raw_taxonomy
M1_PF_PT030,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C008""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[8],M1_PF_RAW_008,curated_problem_type_from_raw_taxonomy
M1_PF_PT031,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C008""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[8],M1_PF_RAW_008,curated_problem_type_from_raw_taxonomy
M1_PF_PT032,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C008""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[8],M1_PF_RAW_008,curated_problem_type_from_raw_taxonomy
M1_PF_PT033,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C009""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[9],M1_PF_RAW_009,curated_problem_type_from_raw_taxonomy
M1_PF_PT034,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C009""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[9],M1_PF_RAW_009,curated_problem_type_from_raw_taxonomy
M1_PF_PT035,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C009""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[9],M1_PF_RAW_009,curated_problem_type_from_raw_taxonomy
M1_PF_PT036,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수와 합성수 구분 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 소수와 합성수 구분' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C009""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[9],M1_PF_RAW_009,curated_problem_type_from_raw_taxonomy
M1_PF_PT037,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C010""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[10],M1_PF_RAW_010,curated_problem_type_from_raw_taxonomy
M1_PF_PT038,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C010""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[10],M1_PF_RAW_010,curated_problem_type_from_raw_taxonomy
M1_PF_PT039,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C010""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[10],M1_PF_RAW_010,curated_problem_type_from_raw_taxonomy
M1_PF_PT040,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 자연수의 약수로 소수 판별 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 자연수의 약수로 소수 판별' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C010""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[10],M1_PF_RAW_010,curated_problem_type_from_raw_taxonomy
M1_PF_PT041,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C011""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[11],M1_PF_RAW_011,curated_problem_type_from_raw_taxonomy
M1_PF_PT042,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C011""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[11],M1_PF_RAW_011,curated_problem_type_from_raw_taxonomy
M1_PF_PT043,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C011""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[11],M1_PF_RAW_011,curated_problem_type_from_raw_taxonomy
M1_PF_PT044,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 범위 안의 소수 개수 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 범위 안의 소수 개수' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C011""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[11],M1_PF_RAW_011,curated_problem_type_from_raw_taxonomy
M1_PF_PT045,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 기본 판별,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C012""]",basic,"[""prime_composite"", ""prime_judgement"", ""기본_판별""]",[12],M1_PF_RAW_012,curated_problem_type_from_raw_taxonomy
M1_PF_PT046,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 조건 계산,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C012""]",medium,"[""prime_composite"", ""prime_judgement"", ""조건_계산""]",[12],M1_PF_RAW_012,curated_problem_type_from_raw_taxonomy
M1_PF_PT047,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 빈칸·과정 완성,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C012""]",medium,"[""prime_composite"", ""prime_judgement"", ""빈칸_과정_완성""]",[12],M1_PF_RAW_012,curated_problem_type_from_raw_taxonomy
M1_PF_PT048,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,소수와 합성수의 구분: 소수·합성수의 조건 만족 - 활용·설명 판단,소수와 합성수 범주의 '소수와 합성수의 구분: 소수·합성수의 조건 만족' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C012""]",medium,"[""prime_composite"", ""prime_judgement"", ""활용_설명_판단""]",[12],M1_PF_RAW_012,curated_problem_type_from_raw_taxonomy
M1_PF_PT049,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현 - 기본 판별,소인수분해 범주의 '거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현' 유형을 기본 판별 수준으로 진단한다. 정의와 기준을 직접 확인하여 답을 고르는 유형이다.,"[""M1_PF_C013""]",basic,"[""power_notation"", ""exponent_base"", ""기본_판별""]",[13],M1_PF_RAW_013,curated_problem_type_from_raw_taxonomy
M1_PF_PT050,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현 - 조건 계산,소인수분해 범주의 '거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현' 유형을 조건 계산 수준으로 진단한다. 주어진 조건을 식으로 정리하고 필요한 값을 계산하는 유형이다.,"[""M1_PF_C013""]",medium,"[""power_notation"", ""exponent_base"", ""조건_계산""]",[13],M1_PF_RAW_013,curated_problem_type_from_raw_taxonomy
M1_PF_PT051,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현 - 빈칸·과정 완성,소인수분해 범주의 '거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현' 유형을 빈칸·과정 완성 수준으로 진단한다. 풀이 과정의 빈칸이나 표를 완성하며 절차를 점검하는 유형이다.,"[""M1_PF_C013""]",medium,"[""power_notation"", ""exponent_base"", ""빈칸_과정_완성""]",[13],M1_PF_RAW_013,curated_problem_type_from_raw_taxonomy
M1_PF_PT052,중1,중학수학 1-1,M1_PRIME_FACTORIZATION,소인수분해,거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현 - 활용·설명 판단,소인수분해 범주의 '거듭제곱: 같은 인수의 곱을 거듭제곱으로 표현' 유형을 활용·설명 판단 수준으로 진단한다. 문장제·도형·실생활 조건을 소인수분해 관점으로 해석하는 유형이다.,"[""M1_PF_C013""]",advanced,"[""power_notation"", ""exponent_base"", ""활용_설명_판단""]",[13],M1_PF_RAW_013,curated_problem_type_from_raw_taxonomy
