problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,status
M1_BG_PT032,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,두 쌍의 평행선에서 각도 구하기,두 쌍의 평행선에서 각도 구하기,"[""M1_BG_C021"", ""M1_BG_C023""]",advanced,"[""parallel_lines"", ""multiple_parallel""]",[4],curated_problem_type_from_raw_taxonomy
M1_BG_PT033,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,평행선과 삼각형 모양에서 각도 구하기,평행선과 삼각형 모양에서 각도 구하기,"[""M1_BG_C021"", ""M1_BG_C023""]",advanced,"[""parallel_lines"", ""triangle_angle""]",[4],curated_problem_type_from_raw_taxonomy
M1_BG_PT034,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,평행선과 꺾인 직선에서 각도 구하기,평행선과 꺾인 직선에서 각도 구하기,"[""M1_BG_C023""]",advanced,"[""broken_line_parallel"", ""auxiliary_line""]",[4],curated_problem_type_from_raw_taxonomy
M1_BG_PT035,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,평행선에서 복합 각도 활용하기,평행선에서 복합 각도 활용하기,"[""M1_BG_C023""]",advanced,"[""parallel_lines"", ""angle_reasoning""]",[4],curated_problem_type_from_raw_taxonomy
M1_BG_PT036,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,종이를 접었을 때 각의 크기 구하기,종이를 접었을 때 각의 크기 구하기,"[""M1_BG_C024""]",advanced,"[""paper_folding"", ""angle_symmetry""]",[4],curated_problem_type_from_raw_taxonomy
M1_BG_PT037,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,작도의 뜻과 기본 절차 판단하기,작도의 뜻과 기본 절차 판단하기,"[""M1_BG_C025""]",basic,"[""construction"", ""ruler_compass""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT038,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,길이가 같은 선분 작도하기,길이가 같은 선분 작도하기,"[""M1_BG_C026""]",core,"[""construction"", ""equal_segment""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT039,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,크기가 같은 각 작도하기,크기가 같은 각 작도하기,"[""M1_BG_C027""]",advanced,"[""construction"", ""equal_angle""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT040,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,동위각을 이용하여 평행선 작도하기,동위각을 이용하여 평행선 작도하기,"[""M1_BG_C028"", ""M1_BG_C020""]",advanced,"[""construction_parallel"", ""corresponding_angles""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT041,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,엇각을 이용하여 평행선 작도하기,엇각을 이용하여 평행선 작도하기,"[""M1_BG_C028"", ""M1_BG_C020""]",advanced,"[""construction_parallel"", ""alternate_angles""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT042,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형의 대변과 대각 관계 판단하기,삼각형의 대변과 대각 관계 판단하기,"[""M1_BG_C029""]",core,"[""triangle_side_angle_relation"", ""triangle_basic""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT043,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형의 세 변의 길이 관계 판단하기,삼각형의 세 변의 길이 관계 판단하기,"[""M1_BG_C029""]",core,"[""triangle_inequality"", ""triangle_construction""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT044,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형 작도하기,삼각형 작도하기,"[""M1_BG_C030""]",core,"[""triangle_construction"", ""SSS_SAS_ASA""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT045,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형이 정해질 조건 판단하기,삼각형이 정해질 조건 판단하기,"[""M1_BG_C031""]",core,"[""triangle_determination"", ""uniqueness""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT046,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형이 하나로 정해지지 않는 경우 판단하기,삼각형이 하나로 정해지지 않는 경우 판단하기,"[""M1_BG_C031""]",advanced,"[""triangle_determination"", ""insufficient_condition""]",[5],curated_problem_type_from_raw_taxonomy
M1_BG_PT047,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,도형의 합동 판단하기,도형의 합동 판단하기,"[""M1_BG_C032""]",basic,"[""congruence"", ""shape_size""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT048,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,합동인 도형의 성질 활용하기,합동인 도형의 성질 활용하기,"[""M1_BG_C032""]",core,"[""congruence"", ""corresponding_parts""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT049,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,합동인 삼각형 찾기,합동인 삼각형 찾기,"[""M1_BG_C033""]",core,"[""triangle_congruence"", ""matching""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT050,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,삼각형이 합동이 되기 위해 추가될 조건 찾기,삼각형이 합동이 되기 위해 추가될 조건 찾기,"[""M1_BG_C033""]",advanced,"[""triangle_congruence"", ""additional_condition""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT051,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,SSS 합동조건 판별하기,SSS 합동조건 판별하기,"[""M1_BG_C033""]",core,"[""SSS_congruence"", ""triangle_congruence""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT052,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,SAS 합동조건 판별하기,SAS 합동조건 판별하기,"[""M1_BG_C033""]",core,"[""SAS_congruence"", ""included_angle""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT053,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,ASA 합동조건 판별하기,ASA 합동조건 판별하기,"[""M1_BG_C033""]",core,"[""ASA_congruence"", ""included_side""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT054,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,정삼각형에서 삼각형 합동 활용하기,정삼각형에서 삼각형 합동 활용하기,"[""M1_BG_C034"", ""M1_BG_C033""]",advanced,"[""congruence_application"", ""equilateral_triangle""]",[6],curated_problem_type_from_raw_taxonomy
M1_BG_PT055,중1,M1_BASIC_GEOMETRY,기본 도형과 작도,직사각형에서 삼각형 합동 활용하기,직사각형에서 삼각형 합동 활용하기,"[""M1_BG_C034"", ""M1_BG_C033""]",advanced,"[""congruence_application"", ""rectangle""]",[6],curated_problem_type_from_raw_taxonomy
