problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_ALG_TRIG_FUNC_PT011,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 동경으로 나타내기 - 보기형·최종 검산 - 조건 적용,"일반각과 호도법 범주의 '일반각을 동경으로 나타내기 - 보기형·최종 검산' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C004,application,general_angle|terminal_side|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_004,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT012,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 동경으로 나타내기 - 보기형·최종 검산 - 혼합 검산,"일반각과 호도법 범주의 '일반각을 동경으로 나타내기 - 보기형·최종 검산' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C004,challenge,general_angle|terminal_side|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_004,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT013,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 기본 개념 판별 - 기본 판별,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 기본 개념 판별' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C005,core,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_005,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT014,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 기본 개념 판별 - 조건 적용,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 기본 개념 판별' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C005,application,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_005,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT015,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 기본 개념 판별 - 혼합 검산,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 기본 개념 판별' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C005,challenge,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_005,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT016,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형 - 기본 판별,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C006,core,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_006,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT017,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형 - 조건 적용,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C006,application,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_006,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT018,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형 - 혼합 검산,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 식 계산 및 변형' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C006,challenge,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_006,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT019,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용 - 기본 판별,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C007,core,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_007,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT020,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용 - 조건 적용,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C007,application,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_007,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT021,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용 - 혼합 검산,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 조건·그래프 적용' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C007,challenge,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_007,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT022,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산 - 기본 판별,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C008,core,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_008,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT023,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산 - 조건 적용,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C008,application,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_008,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT024,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산 - 혼합 검산,"일반각과 호도법 범주의 '일반각을 일반각 꼴로 나타내기 - 보기형·최종 검산' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C008,challenge,general_angle|periodic_angle|angle_representation,1,H2_ALG_TRIG_FUNC_RAW_008,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT025,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 기본 개념 판별 - 기본 판별,"일반각과 호도법 범주의 '사분면의 각 판별 - 기본 개념 판별' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C009,core,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_009,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT026,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 기본 개념 판별 - 조건 적용,"일반각과 호도법 범주의 '사분면의 각 판별 - 기본 개념 판별' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C009,application,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_009,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT027,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 기본 개념 판별 - 혼합 검산,"일반각과 호도법 범주의 '사분면의 각 판별 - 기본 개념 판별' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C009,challenge,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_009,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT028,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 식 계산 및 변형 - 기본 판별,"일반각과 호도법 범주의 '사분면의 각 판별 - 식 계산 및 변형' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C010,core,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_010,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT029,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 식 계산 및 변형 - 조건 적용,"일반각과 호도법 범주의 '사분면의 각 판별 - 식 계산 및 변형' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C010,application,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_010,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT030,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 식 계산 및 변형 - 혼합 검산,"일반각과 호도법 범주의 '사분면의 각 판별 - 식 계산 및 변형' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C010,challenge,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_010,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT031,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 조건·그래프 적용 - 기본 판별,"일반각과 호도법 범주의 '사분면의 각 판별 - 조건·그래프 적용' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C011,core,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_011,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT032,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 조건·그래프 적용 - 조건 적용,"일반각과 호도법 범주의 '사분면의 각 판별 - 조건·그래프 적용' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C011,application,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_011,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT033,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 조건·그래프 적용 - 혼합 검산,"일반각과 호도법 범주의 '사분면의 각 판별 - 조건·그래프 적용' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C011,challenge,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_011,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT034,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 보기형·최종 검산 - 기본 판별,"일반각과 호도법 범주의 '사분면의 각 판별 - 보기형·최종 검산' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C012,core,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_012,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT035,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 보기형·최종 검산 - 조건 적용,"일반각과 호도법 범주의 '사분면의 각 판별 - 보기형·최종 검산' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C012,application,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_012,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT036,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,사분면의 각 판별 - 보기형·최종 검산 - 혼합 검산,"일반각과 호도법 범주의 '사분면의 각 판별 - 보기형·최종 검산' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C012,challenge,quadrant_angle|sign_judgment|angle_range,1,H2_ALG_TRIG_FUNC_RAW_012,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT037,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,호도법과 라디안 변환 - 기본 개념 판별 - 기본 판별,"일반각과 호도법 범주의 '호도법과 라디안 변환 - 기본 개념 판별' 유형을 진단한다. 각의 단위, 부호, 정의, 주기, 삼각형 조건을 구분하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C013,core,radian_measure|degree_radian_conversion|pi_unit,2,H2_ALG_TRIG_FUNC_RAW_013,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT038,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,호도법과 라디안 변환 - 기본 개념 판별 - 조건 적용,"일반각과 호도법 범주의 '호도법과 라디안 변환 - 기본 개념 판별' 유형을 진단한다. 삼각함수 값, 그래프, 방정식·부등식, 법칙 적용 조건을 식으로 적용하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C013,application,radian_measure|degree_radian_conversion|pi_unit,2,H2_ALG_TRIG_FUNC_RAW_013,curated_problem_type_from_raw_taxonomy
H2_ALG_TRIG_FUNC_PT039,고2,대수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,호도법과 라디안 변환 - 기본 개념 판별 - 혼합 검산,"일반각과 호도법 범주의 '호도법과 라디안 변환 - 기본 개념 판별' 유형을 진단한다. 구간, 해의 개수, 그래프 교점, 도형 조건, 보기형 문항을 끝까지 검산하는 진단을 통해 학생이 일반각, 호도법, 삼각함수 그래프, 삼각방정식·부등식, 사인법칙·코사인법칙을 정확히 처리하는지 확인한다.",H2_ALG_TRIG_FUNC_C013,challenge,radian_measure|degree_radian_conversion|pi_unit,2,H2_ALG_TRIG_FUNC_RAW_013,curated_problem_type_from_raw_taxonomy
