problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M2_LE_PT011,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수의 조건이 주어진 경우,미지수가 자연수인 일차방정식의 해 구하기 범주의 '미지수의 조건이 주어진 경우' 유형을 진단한다.,M2_LE_C004,core,linear_equation_two_variables|condition_handling|number_word_problem|work_rate,2,M2_LE_RAW_004,curated_problem_type_from_raw_taxonomy
M2_LE_PT012,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해의 개수가 주어진 경우,미지수가 자연수인 일차방정식의 해 구하기 범주의 '해의 개수가 주어진 경우' 유형을 진단한다.,M2_LE_C004,advanced,linear_equation_two_variables|solution_check|number_word_problem|count_problem,2,M2_LE_RAW_004,curated_problem_type_from_raw_taxonomy
M2_LE_PT013,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수 구하기,해 또는 계수가 문자로 주어질 때 범주의 '미지수 구하기' 유형을 진단한다.,M2_LE_C005,basic,linear_equation_two_variables|number_word_problem|work_rate,2,M2_LE_RAW_005,curated_problem_type_from_raw_taxonomy
M2_LE_PT014,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해에 대한 조건이 주어진 경우,해 또는 계수가 문자로 주어질 때 범주의 '해에 대한 조건이 주어진 경우' 유형을 진단한다.,M2_LE_C005,core,linear_equation_two_variables|solution_check|condition_handling|number_word_problem,2,M2_LE_RAW_005,curated_problem_type_from_raw_taxonomy
M2_LE_PT015,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,다른 해 구하기,해 또는 계수가 문자로 주어질 때 범주의 '다른 해 구하기' 유형을 진단한다.,M2_LE_C005,advanced,linear_equation_two_variables|solution_check|number_word_problem|work_rate,2,M2_LE_RAW_005,curated_problem_type_from_raw_taxonomy
M2_LE_PT016,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수가 2개인 일차방정식의 활용,미지수가 2개인 일차방정식의 활용 범주의 '미지수가 2개인 일차방정식의 활용' 유형을 진단한다.,M2_LE_C006,core,linear_equation_two_variables|word_problem_modeling|number_word_problem|work_rate,3,M2_LE_RAW_006,curated_problem_type_from_raw_taxonomy
M2_LE_PT017,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,새로운 기호가 주어진 경우,미지수가 2개인 일차방정식의 활용 범주의 '새로운 기호가 주어진 경우' 유형을 진단한다.,M2_LE_C006,advanced,linear_equation_two_variables|number_word_problem|work_rate,3,M2_LE_RAW_006,curated_problem_type_from_raw_taxonomy
M2_LE_PT018,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,식으로 나타내기 응용,미지수가 2개인 일차방정식의 활용 범주의 '식으로 나타내기 응용' 유형을 진단한다.,M2_LE_C006,advanced,linear_equation_two_variables|number_word_problem|work_rate,3,M2_LE_RAW_006,curated_problem_type_from_raw_taxonomy
M2_LE_PT019,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,일차방정식의 성질,일차방정식의 성질 범주의 '일차방정식의 성질' 유형을 진단한다.,M2_LE_C007,basic,linear_equation_two_variables|work_rate,3,M2_LE_RAW_007,curated_problem_type_from_raw_taxonomy
M2_LE_PT020,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,등식 변형 원리,일차방정식의 성질 범주의 '등식 변형 원리' 유형을 진단한다.,M2_LE_C007,core,linear_equation_two_variables|work_rate,3,M2_LE_RAW_007,curated_problem_type_from_raw_taxonomy
M2_LE_PT021,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식 세우기,연립방정식 세우기 범주의 '연립방정식 세우기' 유형을 진단한다.,M2_LE_C008,basic,simultaneous_equation,3,M2_LE_RAW_008,curated_problem_type_from_raw_taxonomy
M2_LE_PT022,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,문장 조건에서 두 식 세우기,연립방정식 세우기 범주의 '문장 조건에서 두 식 세우기' 유형을 진단한다.,M2_LE_C008,core,simultaneous_equation|condition_handling,3,M2_LE_RAW_008,curated_problem_type_from_raw_taxonomy
M2_LE_PT023,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,두 조건을 동시에 만족하는 식,연립방정식 세우기 범주의 '두 조건을 동시에 만족하는 식' 유형을 진단한다.,M2_LE_C008,advanced,simultaneous_equation|condition_handling,3,M2_LE_RAW_008,curated_problem_type_from_raw_taxonomy
M2_LE_PT024,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 판단,연립방정식의 해 판단과 해 구하기 범주의 '연립방정식의 해 판단' 유형을 진단한다.,M2_LE_C009,basic,simultaneous_equation|solution_check,3,M2_LE_RAW_009,curated_problem_type_from_raw_taxonomy
M2_LE_PT025,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 구하기,연립방정식의 해 판단과 해 구하기 범주의 '연립방정식의 해 구하기' 유형을 진단한다.,M2_LE_C009,core,simultaneous_equation|solution_check,3,M2_LE_RAW_009,curated_problem_type_from_raw_taxonomy
M2_LE_PT026,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,순서쌍 검산,연립방정식의 해 판단과 해 구하기 범주의 '순서쌍 검산' 유형을 진단한다.,M2_LE_C009,advanced,simultaneous_equation,3,M2_LE_RAW_009,curated_problem_type_from_raw_taxonomy
M2_LE_PT027,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,대입법을 이용한 풀이 과정,대입법 풀이 범주의 '대입법을 이용한 풀이 과정' 유형을 진단한다.,M2_LE_C010,basic,simultaneous_equation|substitution_method,4,M2_LE_RAW_010,curated_problem_type_from_raw_taxonomy
M2_LE_PT028,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식 풀기,대입법 풀이 범주의 '연립방정식 풀기' 유형을 진단한다.,M2_LE_C010,core,simultaneous_equation,4,M2_LE_RAW_010,curated_problem_type_from_raw_taxonomy
M2_LE_PT029,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 미지수 구하기,대입법 풀이 범주의 '연립방정식의 미지수 구하기' 유형을 진단한다.,M2_LE_C010,advanced,simultaneous_equation|number_word_problem,4,M2_LE_RAW_010,curated_problem_type_from_raw_taxonomy
M2_LE_PT030,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,가감법을 이용한 풀이 과정,가감법 풀이 범주의 '가감법을 이용한 풀이 과정' 유형을 진단한다.,M2_LE_C011,basic,simultaneous_equation|elimination_method,4,M2_LE_RAW_011,curated_problem_type_from_raw_taxonomy
M2_LE_PT031,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,가감법의 이용,가감법 풀이 범주의 '가감법의 이용' 유형을 진단한다.,M2_LE_C011,core,simultaneous_equation|elimination_method,4,M2_LE_RAW_011,curated_problem_type_from_raw_taxonomy
M2_LE_PT032,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,가감법으로 미지수 구하기,가감법 풀이 범주의 '가감법으로 미지수 구하기' 유형을 진단한다.,M2_LE_C011,advanced,simultaneous_equation|elimination_method|number_word_problem,4,M2_LE_RAW_011,curated_problem_type_from_raw_taxonomy
M2_LE_PT033,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 또는 해의 연산: 대입법 이용,해 또는 해에 대한 조건 범주의 '연립방정식의 해 또는 해의 연산: 대입법 이용' 유형을 진단한다.,M2_LE_C010|M2_LE_C011|M2_LE_C015|M2_LE_C016,basic,simultaneous_equation|substitution_method|solution_check,5,M2_LE_RAW_012,curated_problem_type_from_raw_taxonomy
M2_LE_PT034,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 구하기 또는 해의 연산: 가감법 이용,해 또는 해에 대한 조건 범주의 '연립방정식의 해 구하기 또는 해의 연산: 가감법 이용' 유형을 진단한다.,M2_LE_C010|M2_LE_C011|M2_LE_C015|M2_LE_C016,core,simultaneous_equation|elimination_method|solution_check,5,M2_LE_RAW_012,curated_problem_type_from_raw_taxonomy
M2_LE_PT035,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,표를 이용한 연립방정식의 계산,해 또는 해에 대한 조건 범주의 '표를 이용한 연립방정식의 계산' 유형을 진단한다.,M2_LE_C010|M2_LE_C011|M2_LE_C015|M2_LE_C016,advanced,simultaneous_equation,5,M2_LE_RAW_012,curated_problem_type_from_raw_taxonomy
M2_LE_PT036,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,문자가 3개인 연립방정식,문자가 3개인 연립방정식 범주의 '문자가 3개인 연립방정식' 유형을 진단한다.,M2_LE_C010|M2_LE_C011,basic,simultaneous_equation|parameter_condition,5,M2_LE_RAW_013,curated_problem_type_from_raw_taxonomy
M2_LE_PT037,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,세 식에서 두 문자 소거,문자가 3개인 연립방정식 범주의 '세 식에서 두 문자 소거' 유형을 진단한다.,M2_LE_C010|M2_LE_C011,core,simultaneous_equation|parameter_condition,5,M2_LE_RAW_013,curated_problem_type_from_raw_taxonomy
M2_LE_PT038,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,세 미지수 해 검산,문자가 3개인 연립방정식 범주의 '세 미지수 해 검산' 유형을 진단한다.,M2_LE_C010|M2_LE_C011,advanced,simultaneous_equation|solution_check|number_word_problem,5,M2_LE_RAW_013,curated_problem_type_from_raw_taxonomy
M2_LE_PT039,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,괄호가 있는 연립방정식의 풀이,괄호가 있는 연립방정식의 풀이 범주의 '괄호가 있는 연립방정식의 풀이' 유형을 진단한다.,M2_LE_C012,basic,simultaneous_equation|parentheses,5,M2_LE_RAW_014,curated_problem_type_from_raw_taxonomy
M2_LE_PT040,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,괄호가 1개인 연립방정식,괄호가 있는 연립방정식의 풀이 범주의 '괄호가 1개인 연립방정식' 유형을 진단한다.,M2_LE_C012,core,simultaneous_equation|parentheses,5,M2_LE_RAW_014,curated_problem_type_from_raw_taxonomy
M2_LE_PT041,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,괄호가 2개인 연립방정식,괄호가 있는 연립방정식의 풀이 범주의 '괄호가 2개인 연립방정식' 유형을 진단한다.,M2_LE_C012,advanced,simultaneous_equation|parentheses,5,M2_LE_RAW_014,curated_problem_type_from_raw_taxonomy
M2_LE_PT042,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,계수가 분수인 연립방정식 풀기,계수가 분수인 연립방정식 범주의 '계수가 분수인 연립방정식 풀기' 유형을 진단한다.,M2_LE_C012,basic,simultaneous_equation|fraction_coefficient|number_word_problem,6,M2_LE_RAW_015,curated_problem_type_from_raw_taxonomy
M2_LE_PT043,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,분모 제거 후 풀이,계수가 분수인 연립방정식 범주의 '분모 제거 후 풀이' 유형을 진단한다.,M2_LE_C012,core,simultaneous_equation,6,M2_LE_RAW_015,curated_problem_type_from_raw_taxonomy
M2_LE_PT044,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,응용,계수가 분수인 연립방정식 범주의 '응용' 유형을 진단한다.,M2_LE_C012,advanced,simultaneous_equation,6,M2_LE_RAW_015,curated_problem_type_from_raw_taxonomy
M2_LE_PT045,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,계수가 소수인 연립방정식 풀기,계수가 소수인 연립방정식 범주의 '계수가 소수인 연립방정식 풀기' 유형을 진단한다.,M2_LE_C012,basic,simultaneous_equation|decimal_coefficient|number_word_problem,6,M2_LE_RAW_016,curated_problem_type_from_raw_taxonomy
M2_LE_PT046,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,같은 해를 가진 연립방정식 고르기,계수가 소수인 연립방정식 범주의 '같은 해를 가진 연립방정식 고르기' 유형을 진단한다.,M2_LE_C012,core,simultaneous_equation|solution_check,6,M2_LE_RAW_016,curated_problem_type_from_raw_taxonomy
M2_LE_PT047,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,소수 계수의 정수화,계수가 소수인 연립방정식 범주의 '소수 계수의 정수화' 유형을 진단한다.,M2_LE_C012,advanced,simultaneous_equation|decimal_coefficient|number_word_problem,6,M2_LE_RAW_016,curated_problem_type_from_raw_taxonomy
M2_LE_PT048,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,계수가 순환소수인 연립방정식의 풀이,계수가 순환소수인 경우 범주의 '계수가 순환소수인 연립방정식의 풀이' 유형을 진단한다.,M2_LE_C012,basic,simultaneous_equation|decimal_coefficient|repeating_decimal|number_word_problem,6,M2_LE_RAW_017,curated_problem_type_from_raw_taxonomy
M2_LE_PT049,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해의 연산,계수가 순환소수인 경우 범주의 '연립방정식의 해의 연산' 유형을 진단한다.,M2_LE_C012,core,simultaneous_equation|solution_check,6,M2_LE_RAW_017,curated_problem_type_from_raw_taxonomy
M2_LE_PT050,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,순환소수를 분수로 바꾸기,계수가 순환소수인 경우 범주의 '순환소수를 분수로 바꾸기' 유형을 진단한다.,M2_LE_C012,advanced,simultaneous_equation|fraction_coefficient|decimal_coefficient|repeating_decimal,6,M2_LE_RAW_017,curated_problem_type_from_raw_taxonomy
M2_LE_PT051,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,비례식을 포함한 연립방정식의 풀이,비례식 포함 연립방정식 범주의 '비례식을 포함한 연립방정식의 풀이' 유형을 진단한다.,M2_LE_C012,basic,simultaneous_equation|proportion,6,M2_LE_RAW_018,curated_problem_type_from_raw_taxonomy
M2_LE_PT052,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,비례식 정리 후 풀이,비례식 포함 연립방정식 범주의 '비례식 정리 후 풀이' 유형을 진단한다.,M2_LE_C012,core,simultaneous_equation|proportion,6,M2_LE_RAW_018,curated_problem_type_from_raw_taxonomy
M2_LE_PT053,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해의 연산,비례식 포함 연립방정식 범주의 '해의 연산' 유형을 진단한다.,M2_LE_C012,advanced,simultaneous_equation|solution_check,6,M2_LE_RAW_018,curated_problem_type_from_raw_taxonomy
M2_LE_PT054,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,두 문자에 대한 연립방정식,분모에 문자가 있는 경우 범주의 '두 문자에 대한 연립방정식' 유형을 진단한다.,M2_LE_C013,basic,simultaneous_equation|parameter_condition,6,M2_LE_RAW_019,curated_problem_type_from_raw_taxonomy
M2_LE_PT055,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,세 문자에 대한 연립방정식,분모에 문자가 있는 경우 범주의 '세 문자에 대한 연립방정식' 유형을 진단한다.,M2_LE_C013,core,simultaneous_equation|parameter_condition,6,M2_LE_RAW_019,curated_problem_type_from_raw_taxonomy
M2_LE_PT056,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,분모가 0이 되지 않는 조건,분모에 문자가 있는 경우 범주의 '분모가 0이 되지 않는 조건' 유형을 진단한다.,M2_LE_C013,advanced,simultaneous_equation|condition_handling,6,M2_LE_RAW_019,curated_problem_type_from_raw_taxonomy
M2_LE_PT057,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,C가 상수인 경우,A=B=C 꼴의 방정식 풀이 범주의 'C가 상수인 경우' 유형을 진단한다.,M2_LE_C014,basic,simultaneous_equation|number_word_problem,7,M2_LE_RAW_020,curated_problem_type_from_raw_taxonomy
M2_LE_PT058,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,C가 식인 경우,A=B=C 꼴의 방정식 풀이 범주의 'C가 식인 경우' 유형을 진단한다.,M2_LE_C014,core,simultaneous_equation,7,M2_LE_RAW_020,curated_problem_type_from_raw_taxonomy
M2_LE_PT059,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,두 등식으로 분리하기,A=B=C 꼴의 방정식 풀이 범주의 '두 등식으로 분리하기' 유형을 진단한다.,M2_LE_C014,advanced,simultaneous_equation,7,M2_LE_RAW_020,curated_problem_type_from_raw_taxonomy
M2_LE_PT060,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해의 일부가 주어진 경우,해를 알 때 미지수 값 구하기 범주의 '해의 일부가 주어진 경우' 유형을 진단한다.,M2_LE_C015|M2_LE_C016,basic,simultaneous_equation|solution_check|condition_handling|work_rate,7,M2_LE_RAW_021,curated_problem_type_from_raw_taxonomy
M2_LE_PT061,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해가 주어진 경우,해를 알 때 미지수 값 구하기 범주의 '해가 주어진 경우' 유형을 진단한다.,M2_LE_C015|M2_LE_C016,core,simultaneous_equation|solution_check|condition_handling,7,M2_LE_RAW_021,curated_problem_type_from_raw_taxonomy
M2_LE_PT062,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해의 조건이 주어진 경우,해를 알 때 미지수 값 구하기 범주의 '해의 조건이 주어진 경우' 유형을 진단한다.,M2_LE_C015|M2_LE_C016,advanced,simultaneous_equation|solution_check|condition_handling,7,M2_LE_RAW_021,curated_problem_type_from_raw_taxonomy
M2_LE_PT063,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수를 포함한 연립방정식,해와 조건식: 일차방정식 조건 범주의 '미지수를 포함한 연립방정식' 유형을 진단한다.,M2_LE_C016,core,simultaneous_equation|solution_check|condition_handling|number_word_problem,7,M2_LE_RAW_022,curated_problem_type_from_raw_taxonomy
M2_LE_PT064,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수를 포함한 일차방정식,해와 조건식: 일차방정식 조건 범주의 '미지수를 포함한 일차방정식' 유형을 진단한다.,M2_LE_C016,advanced,linear_equation_two_variables|simultaneous_equation|solution_check|condition_handling,7,M2_LE_RAW_022,curated_problem_type_from_raw_taxonomy
M2_LE_PT065,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수를 포함한 연립방정식과 일차방정식,해와 조건식: 일차방정식 조건 범주의 '미지수를 포함한 연립방정식과 일차방정식' 유형을 진단한다.,M2_LE_C016,advanced,linear_equation_two_variables|simultaneous_equation|solution_check|condition_handling,7,M2_LE_RAW_022,curated_problem_type_from_raw_taxonomy
M2_LE_PT066,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,"x,y값의 비 또는 배수 관계","해와 조건식: x,y 조건식 범주의 'x,y값의 비 또는 배수 관계' 유형을 진단한다.",M2_LE_C016,core,simultaneous_equation|solution_check|condition_handling|number_word_problem,8,M2_LE_RAW_023,curated_problem_type_from_raw_taxonomy
M2_LE_PT067,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,"x,y값의 합 또는 차","해와 조건식: x,y 조건식 범주의 'x,y값의 합 또는 차' 유형을 진단한다.",M2_LE_C016,advanced,simultaneous_equation|solution_check|condition_handling,8,M2_LE_RAW_023,curated_problem_type_from_raw_taxonomy
M2_LE_PT068,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,x값과 y값 사이의 관계,"해와 조건식: x,y 조건식 범주의 'x값과 y값 사이의 관계' 유형을 진단한다.",M2_LE_C016,advanced,simultaneous_equation|solution_check|condition_handling,8,M2_LE_RAW_023,curated_problem_type_from_raw_taxonomy
M2_LE_PT069,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,x의 계수 또는 y의 계수 오류,계수 또는 상수항을 잘못 보고 구한 해 범주의 'x의 계수 또는 y의 계수 오류' 유형을 진단한다.,M2_LE_C018,core,simultaneous_equation|solution_check|condition_handling|number_word_problem,8,M2_LE_RAW_024,curated_problem_type_from_raw_taxonomy
M2_LE_PT070,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,미지수를 서로 바꾸어 본 경우,계수 또는 상수항을 잘못 보고 구한 해 범주의 '미지수를 서로 바꾸어 본 경우' 유형을 진단한다.,M2_LE_C018,advanced,simultaneous_equation|solution_check|condition_handling|number_word_problem,8,M2_LE_RAW_024,curated_problem_type_from_raw_taxonomy
M2_LE_PT071,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,잘못 본 해를 이용한 원래값 찾기,계수 또는 상수항을 잘못 보고 구한 해 범주의 '잘못 본 해를 이용한 원래값 찾기' 유형을 진단한다.,M2_LE_C018,advanced,simultaneous_equation|solution_check|condition_handling|misread_equation,8,M2_LE_RAW_024,curated_problem_type_from_raw_taxonomy
M2_LE_PT072,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해가 서로 같은 경우,해가 같은 두 연립방정식에서 미지수 값 범주의 '해가 서로 같은 경우' 유형을 진단한다.,M2_LE_C015|M2_LE_C016|M2_LE_C018,basic,simultaneous_equation|solution_check|condition_handling,8,M2_LE_RAW_025,curated_problem_type_from_raw_taxonomy
M2_LE_PT073,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해 사이에 조건이 주어진 경우,해가 같은 두 연립방정식에서 미지수 값 범주의 '해 사이에 조건이 주어진 경우' 유형을 진단한다.,M2_LE_C015|M2_LE_C016|M2_LE_C018,core,simultaneous_equation|solution_check|condition_handling,8,M2_LE_RAW_025,curated_problem_type_from_raw_taxonomy
M2_LE_PT074,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,공통해를 이용한 계수 구하기,해가 같은 두 연립방정식에서 미지수 값 범주의 '공통해를 이용한 계수 구하기' 유형을 진단한다.,M2_LE_C015|M2_LE_C016|M2_LE_C018,advanced,simultaneous_equation|solution_check|condition_handling|number_word_problem,8,M2_LE_RAW_025,curated_problem_type_from_raw_taxonomy
M2_LE_PT075,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 구하기,해가 무수히 많은 경우 범주의 '연립방정식의 해 구하기' 유형을 진단한다.,M2_LE_C017,basic,simultaneous_equation|solution_check|number_word_problem,9,M2_LE_RAW_026,curated_problem_type_from_raw_taxonomy
M2_LE_PT076,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 미지수 구하기,해가 무수히 많은 경우 범주의 '연립방정식의 미지수 구하기' 유형을 진단한다.,M2_LE_C017,core,simultaneous_equation|solution_check|number_word_problem,9,M2_LE_RAW_026,curated_problem_type_from_raw_taxonomy
M2_LE_PT077,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해가 무수히 많은 연립방정식 고르기,해가 무수히 많은 경우 범주의 '해가 무수히 많은 연립방정식 고르기' 유형을 진단한다.,M2_LE_C017,advanced,simultaneous_equation|solution_check|infinite_solutions|number_word_problem,9,M2_LE_RAW_026,curated_problem_type_from_raw_taxonomy
M2_LE_PT078,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 해 구하기,해가 없는 경우 범주의 '연립방정식의 해 구하기' 유형을 진단한다.,M2_LE_C017,basic,simultaneous_equation|solution_check|number_word_problem,9,M2_LE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_LE_PT079,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,해가 없는 연립방정식 고르기,해가 없는 경우 범주의 '해가 없는 연립방정식 고르기' 유형을 진단한다.,M2_LE_C017,core,simultaneous_equation|solution_check|no_solution|number_word_problem,9,M2_LE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_LE_PT080,중2,M2_LINEAR_EQUATION,일차방정식·연립일차방정식,연립방정식의 미지수 구하기,해가 없는 경우 범주의 '연립방정식의 미지수 구하기' 유형을 진단한다.,M2_LE_C017,advanced,simultaneous_equation|solution_check|number_word_problem,9,M2_LE_RAW_027,curated_problem_type_from_raw_taxonomy
