problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,status
M1_PG_PT020,중1,M1_PLANE_GEOMETRY,평면도형의 성질,다각형의 특정 내각 크기 구하기,다각형의 특정 내각 크기 구하기,"[""M1_PG_C010""]",core,"[""polygon_interior_angle"", ""angle_calculation""]",[4],curated_problem_type_from_raw_taxonomy
M1_PG_PT021,중1,M1_PLANE_GEOMETRY,평면도형의 성질,다각형의 외각의 합 활용하기,다각형의 외각의 합 활용하기,"[""M1_PG_C011""]",core,"[""polygon_exterior_sum"", ""360""]","[4, 5]",curated_problem_type_from_raw_taxonomy
M1_PG_PT022,중1,M1_PLANE_GEOMETRY,평면도형의 성질,외각 조건으로 미지수 또는 다각형 구하기,외각 조건으로 미지수 또는 다각형 구하기,"[""M1_PG_C011"", ""M1_PG_C030""]",advanced,"[""polygon_exterior_sum"", ""angle_equation""]",[5],curated_problem_type_from_raw_taxonomy
M1_PG_PT023,중1,M1_PLANE_GEOMETRY,평면도형의 성질,정다각형의 한 외각 구하기,정다각형의 한 외각 구하기,"[""M1_PG_C012""]",core,"[""regular_polygon"", ""exterior_angle""]",[5],curated_problem_type_from_raw_taxonomy
M1_PG_PT024,중1,M1_PLANE_GEOMETRY,평면도형의 성질,정다각형의 한 내각 구하기,정다각형의 한 내각 구하기,"[""M1_PG_C012""]",core,"[""regular_polygon"", ""interior_angle""]",[5],curated_problem_type_from_raw_taxonomy
M1_PG_PT025,중1,M1_PLANE_GEOMETRY,평면도형의 성질,한 내각·한 외각 조건으로 정다각형 찾기,한 내각·한 외각 조건으로 정다각형 찾기,"[""M1_PG_C012"", ""M1_PG_C030""]",advanced,"[""regular_polygon"", ""reverse_reasoning""]",[5],curated_problem_type_from_raw_taxonomy
M1_PG_PT026,중1,M1_PLANE_GEOMETRY,평면도형의 성질,정다각형을 빈틈없이 붙이기,정다각형을 빈틈없이 붙이기,"[""M1_PG_C013""]",advanced,"[""regular_polygon_tiling"", ""360_around_point""]",[6],curated_problem_type_from_raw_taxonomy
M1_PG_PT027,중1,M1_PLANE_GEOMETRY,평면도형의 성질,작도 가능 조건 판단하기,작도 가능 조건 판단하기,"[""M1_PG_C014""]",basic,"[""construction"", ""condition_judgement""]","[6, 7]",curated_problem_type_from_raw_taxonomy
M1_PG_PT028,중1,M1_PLANE_GEOMETRY,평면도형의 성질,세 변이 주어진 삼각형 작도하기,세 변이 주어진 삼각형 작도하기,"[""M1_PG_C015""]",core,"[""construction"", ""SSS""]","[7, 8]",curated_problem_type_from_raw_taxonomy
M1_PG_PT029,중1,M1_PLANE_GEOMETRY,평면도형의 성질,세 변 조건에서 삼각형 작도 가능성 판단하기,세 변 조건에서 삼각형 작도 가능성 판단하기,"[""M1_PG_C015""]",core,"[""triangle_inequality"", ""SSS"", ""construction""]","[7, 8]",curated_problem_type_from_raw_taxonomy
M1_PG_PT030,중1,M1_PLANE_GEOMETRY,평면도형의 성질,두 변과 끼인각으로 삼각형 작도하기,두 변과 끼인각으로 삼각형 작도하기,"[""M1_PG_C016""]",core,"[""construction"", ""SAS"", ""included_angle""]","[7, 8]",curated_problem_type_from_raw_taxonomy
M1_PG_PT031,중1,M1_PLANE_GEOMETRY,평면도형의 성질,한 변과 양 끝각으로 삼각형 작도하기,한 변과 양 끝각으로 삼각형 작도하기,"[""M1_PG_C017""]",core,"[""construction"", ""ASA""]","[7, 8]",curated_problem_type_from_raw_taxonomy
M1_PG_PT032,중1,M1_PLANE_GEOMETRY,평면도형의 성질,삼각형이 하나로 결정되는 조건 고르기,삼각형이 하나로 결정되는 조건 고르기,"[""M1_PG_C018""]",core,"[""triangle_determination"", ""uniqueness""]",[8],curated_problem_type_from_raw_taxonomy
M1_PG_PT033,중1,M1_PLANE_GEOMETRY,평면도형의 성질,삼각형이 하나로 결정되지 않는 조건 찾기,삼각형이 하나로 결정되지 않는 조건 찾기,"[""M1_PG_C018""]",advanced,"[""triangle_determination"", ""insufficient_condition""]",[8],curated_problem_type_from_raw_taxonomy
M1_PG_PT034,중1,M1_PLANE_GEOMETRY,평면도형의 성질,삼각형 합동조건 판별하기,삼각형 합동조건 판별하기,"[""M1_PG_C019""]",core,"[""triangle_congruence"", ""SSS_SAS_ASA""]",[8],curated_problem_type_from_raw_taxonomy
M1_PG_PT035,중1,M1_PLANE_GEOMETRY,평면도형의 성질,대응변·대응각 찾기,대응변·대응각 찾기,"[""M1_PG_C019"", ""M1_PG_C020""]",core,"[""corresponding_parts"", ""congruence""]",[8],curated_problem_type_from_raw_taxonomy
M1_PG_PT036,중1,M1_PLANE_GEOMETRY,평면도형의 성질,합동조건을 이용하여 미지수 구하기,합동조건을 이용하여 미지수 구하기,"[""M1_PG_C020"", ""M1_PG_C030""]",advanced,"[""congruence_application"", ""unknown_length_angle""]",[8],curated_problem_type_from_raw_taxonomy
M1_PG_PT037,중1,M1_PLANE_GEOMETRY,평면도형의 성질,원의 둘레 구하기,원의 둘레 구하기,"[""M1_PG_C021""]",core,"[""circle_circumference"", ""formula""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT038,중1,M1_PLANE_GEOMETRY,평면도형의 성질,원의 넓이 구하기,원의 넓이 구하기,"[""M1_PG_C022""]",core,"[""circle_area"", ""formula""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT039,중1,M1_PLANE_GEOMETRY,평면도형의 성질,원의 둘레 또는 넓이로 반지름 구하기,원의 둘레 또는 넓이로 반지름 구하기,"[""M1_PG_C021"", ""M1_PG_C022"", ""M1_PG_C030""]",advanced,"[""circle_formula_reverse"", ""radius""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT040,중1,M1_PLANE_GEOMETRY,평면도형의 성질,중심각 비율 구하기,중심각 비율 구하기,"[""M1_PG_C023""]",core,"[""sector_ratio"", ""central_angle""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT041,중1,M1_PLANE_GEOMETRY,평면도형의 성질,부채꼴의 호의 길이 구하기,부채꼴의 호의 길이 구하기,"[""M1_PG_C023"", ""M1_PG_C024""]",core,"[""sector_arc_length"", ""formula""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT042,중1,M1_PLANE_GEOMETRY,평면도형의 성질,호의 길이 조건으로 중심각 또는 반지름 구하기,호의 길이 조건으로 중심각 또는 반지름 구하기,"[""M1_PG_C024"", ""M1_PG_C030""]",advanced,"[""sector_arc_length"", ""reverse_reasoning""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT043,중1,M1_PLANE_GEOMETRY,평면도형의 성질,부채꼴의 넓이 구하기,부채꼴의 넓이 구하기,"[""M1_PG_C023"", ""M1_PG_C025""]",core,"[""sector_area"", ""formula""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT044,중1,M1_PLANE_GEOMETRY,평면도형의 성질,부채꼴 넓이 조건으로 중심각 또는 반지름 구하기,부채꼴 넓이 조건으로 중심각 또는 반지름 구하기,"[""M1_PG_C025"", ""M1_PG_C030""]",advanced,"[""sector_area"", ""reverse_reasoning""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT045,중1,M1_PLANE_GEOMETRY,평면도형의 성질,호의 길이를 이용하여 부채꼴의 넓이 구하기,호의 길이를 이용하여 부채꼴의 넓이 구하기,"[""M1_PG_C026""]",advanced,"[""sector_arc_area_relation""]",[9],curated_problem_type_from_raw_taxonomy
M1_PG_PT046,중1,M1_PLANE_GEOMETRY,평면도형의 성질,원과 부채꼴이 결합된 둘레 구하기,원과 부채꼴이 결합된 둘레 구하기,"[""M1_PG_C027""]",advanced,"[""composite_perimeter"", ""arc_length""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT047,중1,M1_PLANE_GEOMETRY,평면도형의 성질,다각형과 원호가 결합된 둘레 구하기,다각형과 원호가 결합된 둘레 구하기,"[""M1_PG_C027"", ""M1_PG_C029""]",advanced,"[""composite_perimeter"", ""geometry_decomposition""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT048,중1,M1_PLANE_GEOMETRY,평면도형의 성질,색칠한 부분의 둘레에서 포함되는 경계 판단하기,색칠한 부분의 둘레에서 포함되는 경계 판단하기,"[""M1_PG_C027"", ""M1_PG_C029""]",advanced,"[""composite_perimeter"", ""boundary_selection""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT049,중1,M1_PLANE_GEOMETRY,평면도형의 성질,부채꼴이 포함된 색칠한 부분의 넓이 구하기,부채꼴이 포함된 색칠한 부분의 넓이 구하기,"[""M1_PG_C025"", ""M1_PG_C028""]",advanced,"[""composite_area"", ""sector_area""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT050,중1,M1_PLANE_GEOMETRY,평면도형의 성질,원과 다각형의 차로 색칠한 부분의 넓이 구하기,원과 다각형의 차로 색칠한 부분의 넓이 구하기,"[""M1_PG_C022"", ""M1_PG_C028"", ""M1_PG_C029""]",advanced,"[""composite_area"", ""subtract_parts""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT051,중1,M1_PLANE_GEOMETRY,평면도형의 성질,동심원 또는 반원·사분원을 이용한 넓이 구하기,동심원 또는 반원·사분원을 이용한 넓이 구하기,"[""M1_PG_C028"", ""M1_PG_C029""]",advanced,"[""composite_area"", ""circle_parts""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT052,중1,M1_PLANE_GEOMETRY,평면도형의 성질,복합도형을 나누어 넓이 구하기,복합도형을 나누어 넓이 구하기,"[""M1_PG_C028"", ""M1_PG_C029""]",advanced,"[""geometry_decomposition"", ""area""]","[10, 11]",curated_problem_type_from_raw_taxonomy
M1_PG_PT053,중1,M1_PLANE_GEOMETRY,평면도형의 성질,각도 조건을 식으로 세워 해결하기,각도 조건을 식으로 세워 해결하기,"[""M1_PG_C006"", ""M1_PG_C030""]",advanced,"[""geometry_equation"", ""angle_equation""]","[2, 3, 4, 5]",curated_problem_type_from_raw_taxonomy
M1_PG_PT054,중1,M1_PLANE_GEOMETRY,평면도형의 성질,길이·넓이 조건을 식으로 세워 해결하기,길이·넓이 조건을 식으로 세워 해결하기,"[""M1_PG_C027"", ""M1_PG_C028"", ""M1_PG_C030""]",advanced,"[""geometry_equation"", ""length_area_equation""]","[9, 10, 11]",curated_problem_type_from_raw_taxonomy
