problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_CALC1_INT_PT018,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 정의 - 두 부정적분의 관계 활용하기 - 응용·검산,"부정적분 범주의 '부정적분의 정의 - 두 부정적분의 관계 활용하기' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C006""]",advanced,"[""indefinite_integral"", ""antiderivative"", ""definition""]",[1],H2_CALC1_INT_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT019,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C007""]",basic,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT020,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C007""]",core,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT021,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 없는 식이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C007""]",advanced,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT022,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C008""]",basic,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT023,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C008""]",core,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT024,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계 (1) - 미정계수가 포함된 식이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C008""]",advanced,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT025,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C009""]",basic,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT026,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C009""]",core,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT027,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 적분 결과와 도함수를 함께 비교하는 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C009""]",advanced,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT028,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C010""]",basic,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT029,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C010""]",core,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT030,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계 (2) - 합성된 식에서 적분과 미분의 관계를 이용하는 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C010""]",advanced,"[""indefinite_integral"", ""derivative_antiderivative"", ""equation""]",[1],H2_CALC1_INT_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT031,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,"부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우 - 기본 판별","부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C011""]",basic,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT032,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,"부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우 - 계산·조건 적용","부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C011""]",core,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT033,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,"부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우 - 응용·검산","부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - f(x), f'(x), F(x)가 같이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C011""]",advanced,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT034,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C012""]",basic,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT035,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C012""]",core,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT036,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 함수값 조건이 함께 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C012""]",advanced,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT037,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우 - 기본 판별,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C013""]",basic,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT038,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우 - 계산·조건 적용,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C013""]",core,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT039,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우 - 응용·검산,"부정적분 범주의 '부정적분과 미분의 관계를 이용하여 함수 구하기 - 여러 가지 부정적분과 미분 관계식이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C013""]",advanced,"[""function_reconstruction"", ""indefinite_integral"", ""derivative_antiderivative""]",[2],H2_CALC1_INT_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT040,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 부정적분에 관한 개념 문제 - 기본 판별,"부정적분 범주의 '부정적분의 계산 - 부정적분에 관한 개념 문제' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C014""]",basic,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT041,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 부정적분에 관한 개념 문제 - 계산·조건 적용,"부정적분 범주의 '부정적분의 계산 - 부정적분에 관한 개념 문제' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C014""]",core,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT042,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 부정적분에 관한 개념 문제 - 응용·검산,"부정적분 범주의 '부정적분의 계산 - 부정적분에 관한 개념 문제' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C014""]",advanced,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT043,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 함수 y=x^n의 부정적분 - 기본 판별,"부정적분 범주의 '부정적분의 계산 - 함수 y=x^n의 부정적분' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C015""]",basic,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT044,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 함수 y=x^n의 부정적분 - 계산·조건 적용,"부정적분 범주의 '부정적분의 계산 - 함수 y=x^n의 부정적분' 유형을 계산·조건 적용 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C015""]",core,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT045,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 함수 y=x^n의 부정적분 - 응용·검산,"부정적분 범주의 '부정적분의 계산 - 함수 y=x^n의 부정적분' 유형을 응용·검산 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C015""]",advanced,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC1_INT_PT046,고2,미적분1,H2_CALCULUS1_INTEGRATION,적분,부정적분의 계산 - 문자가 1개인 경우 (1) - 기본 판별,"부정적분 범주의 '부정적분의 계산 - 문자가 1개인 경우 (1)' 유형을 기본 판별 수준으로 진단한다. 적분 계산, 대칭성 판단, 적분구간 분할, 넓이·속도 해석을 단계별로 확인한다.","[""H2_CALC1_INT_C016""]",basic,"[""integral_calculation"", ""indefinite_integral"", ""algebraic_manipulation""]",[2],H2_CALC1_INT_RAW_016,curated_problem_type_from_raw_taxonomy
