problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M3_TRIG_PT011,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직각삼각형의 닮음과 삼각비 - 계산·해석,직각삼각형의 닮음과 삼각비 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C004,standard,trigonometric_ratio|right_triangle|similarity,4,M3_TRIG_RAW_004,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT012,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직각삼각형의 닮음과 삼각비 - 복합 적용,직각삼각형의 닮음과 삼각비 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C004,advanced,trigonometric_ratio|right_triangle|similarity,4,M3_TRIG_RAW_004,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT013,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 방정식과 삼각비의 값 - 기본 판별,직선의 방정식과 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C005,core,trigonometric_ratio|coordinate_geometry|line_slope,5,M3_TRIG_RAW_005,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT014,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 방정식과 삼각비의 값 - 계산·해석,직선의 방정식과 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C005,standard,trigonometric_ratio|coordinate_geometry|line_slope,5,M3_TRIG_RAW_005,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT015,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 방정식과 삼각비의 값 - 복합 적용,직선의 방정식과 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C005,advanced,trigonometric_ratio|coordinate_geometry|line_slope,5,M3_TRIG_RAW_005,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT016,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평면도형에서의 삼각비의 값 - 기본 판별,평면도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C006,core,trigonometric_ratio|plane_geometry,6,M3_TRIG_RAW_006,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT017,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평면도형에서의 삼각비의 값 - 계산·해석,평면도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C006,standard,trigonometric_ratio|plane_geometry,6,M3_TRIG_RAW_006,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT018,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평면도형에서의 삼각비의 값 - 복합 적용,평면도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C006,advanced,trigonometric_ratio|plane_geometry,6,M3_TRIG_RAW_006,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT019,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서의 삼각비의 값 - 기본 판별,입체도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C007,core,trigonometric_ratio|solid_geometry,7,M3_TRIG_RAW_007,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT020,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서의 삼각비의 값 - 계산·해석,입체도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C007,standard,trigonometric_ratio|solid_geometry,7,M3_TRIG_RAW_007,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT021,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서의 삼각비의 값 - 복합 적용,입체도형에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C007,advanced,trigonometric_ratio|solid_geometry,7,M3_TRIG_RAW_007,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT022,중3,M3_TRIGONOMETRIC_RATIO,삼각비,원에서의 삼각비의 값 - 기본 판별,원에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C008,core,trigonometric_ratio|circle_geometry,8,M3_TRIG_RAW_008,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT023,중3,M3_TRIGONOMETRIC_RATIO,삼각비,원에서의 삼각비의 값 - 계산·해석,원에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C008,standard,trigonometric_ratio|circle_geometry,8,M3_TRIG_RAW_008,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT024,중3,M3_TRIGONOMETRIC_RATIO,삼각비,원에서의 삼각비의 값 - 복합 적용,원에서의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C008,advanced,trigonometric_ratio|circle_geometry,8,M3_TRIG_RAW_008,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT025,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 - 기본 판별","특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C009,core,trigonometric_ratio|special_angles,9,M3_TRIG_RAW_009,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT026,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 - 계산·해석","특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C009,standard,trigonometric_ratio|special_angles,9,M3_TRIG_RAW_009,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT027,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 - 복합 적용","특수한 각(30˚, 45˚, 60˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C009,advanced,trigonometric_ratio|special_angles,9,M3_TRIG_RAW_009,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT028,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 각의 크기 구하기 - 기본 판별,특수한 각의 삼각비를 이용하여 각의 크기 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C010,core,trigonometric_ratio|special_angles|angle_determination,10,M3_TRIG_RAW_010,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT029,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 각의 크기 구하기 - 계산·해석,특수한 각의 삼각비를 이용하여 각의 크기 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C010,standard,trigonometric_ratio|special_angles|angle_determination,10,M3_TRIG_RAW_010,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT030,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 각의 크기 구하기 - 복합 적용,특수한 각의 삼각비를 이용하여 각의 크기 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C010,advanced,trigonometric_ratio|special_angles|angle_determination,10,M3_TRIG_RAW_010,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT031,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 변의 길이 구하기 - 기본 판별,특수한 각의 삼각비를 이용하여 변의 길이 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C011,core,trigonometric_ratio|special_angles|length_calculation,11,M3_TRIG_RAW_011,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT032,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 변의 길이 구하기 - 계산·해석,특수한 각의 삼각비를 이용하여 변의 길이 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C011,standard,trigonometric_ratio|special_angles|length_calculation,11,M3_TRIG_RAW_011,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT033,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 변의 길이 구하기 - 복합 적용,특수한 각의 삼각비를 이용하여 변의 길이 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C011,advanced,trigonometric_ratio|special_angles|length_calculation,11,M3_TRIG_RAW_011,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT034,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 - 기본 판별,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C012,core,trigonometric_ratio|solid_geometry|special_angles,12,M3_TRIG_RAW_012,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT035,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 - 계산·해석,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C012,standard,trigonometric_ratio|solid_geometry|special_angles,12,M3_TRIG_RAW_012,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT036,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 - 복합 적용,특수한 각의 삼각비를 이용하여 입체도형에서의 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C012,advanced,trigonometric_ratio|solid_geometry|special_angles,12,M3_TRIG_RAW_012,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT037,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 기본 판별,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C013,core,trigonometric_ratio|special_angles|ratio_conversion,13,M3_TRIG_RAW_013,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT038,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 계산·해석,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C013,standard,trigonometric_ratio|special_angles|ratio_conversion,13,M3_TRIG_RAW_013,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT039,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 복합 적용,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C013,advanced,trigonometric_ratio|special_angles|ratio_conversion,13,M3_TRIG_RAW_013,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT040,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 기울기와 삼각비의 값 - 기본 판별,직선의 기울기와 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C014,core,trigonometric_ratio|coordinate_geometry|line_slope,14,M3_TRIG_RAW_014,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT041,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 기울기와 삼각비의 값 - 계산·해석,직선의 기울기와 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C014,standard,trigonometric_ratio|coordinate_geometry|line_slope,14,M3_TRIG_RAW_014,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT042,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직선의 기울기와 삼각비의 값 - 복합 적용,직선의 기울기와 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C014,advanced,trigonometric_ratio|coordinate_geometry|line_slope,14,M3_TRIG_RAW_014,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT043,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비의 도형에의 활용 - 기본 판별,특수한 각의 삼각비의 도형에의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C015,core,trigonometric_ratio|special_angles,15,M3_TRIG_RAW_015,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT044,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비의 도형에의 활용 - 계산·해석,특수한 각의 삼각비의 도형에의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C015,standard,trigonometric_ratio|special_angles,15,M3_TRIG_RAW_015,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT045,중3,M3_TRIGONOMETRIC_RATIO,삼각비,특수한 각의 삼각비의 도형에의 활용 - 복합 적용,특수한 각의 삼각비의 도형에의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C015,advanced,trigonometric_ratio|special_angles,15,M3_TRIG_RAW_015,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT046,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사분원을 이용한 삼각비의 값 - 기본 판별,사분원을 이용한 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C016,core,trigonometric_ratio|quarter_circle|unit_quadrant,16,M3_TRIG_RAW_016,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT047,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사분원을 이용한 삼각비의 값 - 계산·해석,사분원을 이용한 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C016,standard,trigonometric_ratio|quarter_circle|unit_quadrant,16,M3_TRIG_RAW_016,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT048,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사분원을 이용한 삼각비의 값 - 복합 적용,사분원을 이용한 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C016,advanced,trigonometric_ratio|quarter_circle|unit_quadrant,16,M3_TRIG_RAW_016,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT049,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(0˚, 90˚)의 삼각비의 값 - 기본 판별","특수한 각(0˚, 90˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C017,core,trigonometric_ratio|special_angles,17,M3_TRIG_RAW_017,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT050,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(0˚, 90˚)의 삼각비의 값 - 계산·해석","특수한 각(0˚, 90˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C017,standard,trigonometric_ratio|special_angles,17,M3_TRIG_RAW_017,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT051,중3,M3_TRIGONOMETRIC_RATIO,삼각비,"특수한 각(0˚, 90˚)의 삼각비의 값 - 복합 적용","특수한 각(0˚, 90˚)의 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.",M3_TRIG_C017,advanced,trigonometric_ratio|special_angles,17,M3_TRIG_RAW_017,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT052,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계 - 기본 판별,삼각비의 값의 대소 관계 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C018,core,trigonometric_ratio|trig_monotonicity,18,M3_TRIG_RAW_018,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT053,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계 - 계산·해석,삼각비의 값의 대소 관계 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C018,standard,trigonometric_ratio|trig_monotonicity,18,M3_TRIG_RAW_018,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT054,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계 - 복합 적용,삼각비의 값의 대소 관계 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C018,advanced,trigonometric_ratio|trig_monotonicity,18,M3_TRIG_RAW_018,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT055,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계를 이용한 식의 계산 - 기본 판별,삼각비의 값의 대소 관계를 이용한 식의 계산 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C019,core,trigonometric_ratio|trig_monotonicity,19,M3_TRIG_RAW_019,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT056,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,삼각비의 값의 대소 관계를 이용한 식의 계산 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C019,standard,trigonometric_ratio|trig_monotonicity,19,M3_TRIG_RAW_019,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT057,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 값의 대소 관계를 이용한 식의 계산 - 복합 적용,삼각비의 값의 대소 관계를 이용한 식의 계산 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C019,advanced,trigonometric_ratio|trig_monotonicity,19,M3_TRIG_RAW_019,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT058,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(1); 삼각비의 값 - 기본 판별,삼각비의 표(1); 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C020,core,trigonometric_ratio|trig_table,20,M3_TRIG_RAW_020,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT059,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(1); 삼각비의 값 - 계산·해석,삼각비의 표(1); 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C020,standard,trigonometric_ratio|trig_table,20,M3_TRIG_RAW_020,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT060,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(1); 삼각비의 값 - 복합 적용,삼각비의 표(1); 삼각비의 값 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C020,advanced,trigonometric_ratio|trig_table,20,M3_TRIG_RAW_020,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT061,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(2); 각의 크기 - 기본 판별,삼각비의 표(2); 각의 크기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C021,core,trigonometric_ratio|trig_table|angle_determination,21,M3_TRIG_RAW_021,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT062,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(2); 각의 크기 - 계산·해석,삼각비의 표(2); 각의 크기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C021,standard,trigonometric_ratio|trig_table|angle_determination,21,M3_TRIG_RAW_021,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT063,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(2); 각의 크기 - 복합 적용,삼각비의 표(2); 각의 크기 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C021,advanced,trigonometric_ratio|trig_table|angle_determination,21,M3_TRIG_RAW_021,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT064,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(3); 변의 길이 - 기본 판별,삼각비의 표(3); 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C022,core,trigonometric_ratio|trig_table|length_calculation,22,M3_TRIG_RAW_022,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT065,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(3); 변의 길이 - 계산·해석,삼각비의 표(3); 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C022,standard,trigonometric_ratio|trig_table|length_calculation,22,M3_TRIG_RAW_022,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT066,중3,M3_TRIGONOMETRIC_RATIO,삼각비,삼각비의 표(3); 변의 길이 - 복합 적용,삼각비의 표(3); 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C022,advanced,trigonometric_ratio|trig_table|length_calculation,22,M3_TRIG_RAW_022,restored_canonical_problem_type_from_patch150_contract
