problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M2_GEOM_PT011,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,다각형의 내각과 외각 - 계산·추론,"기본 각 관계 범주의 '다각형의 내각과 외각' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C003,core,angle_relation|parallel_lines|angle_chasing,1|2,M2_GEOM_RAW_003,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT012,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,대응 순서 오류,"삼각형의 합동 범주의 '합동인 도형의 대응 관계' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C004,basic,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2,M2_GEOM_RAW_004,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT013,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,합동인 도형의 대응 관계 - 조건 적용,"삼각형의 합동 범주의 '합동인 도형의 대응 관계' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C004,core,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2,M2_GEOM_RAW_004,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT014,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,합동인 도형의 대응 관계 - 계산·추론,"삼각형의 합동 범주의 '합동인 도형의 대응 관계' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C004,standard,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2,M2_GEOM_RAW_004,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT015,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,SSA를 합동 조건으로 오인,"삼각형의 합동 범주의 '삼각형의 합동 조건 SSS·SAS·ASA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C005,core,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2|3,M2_GEOM_RAW_005,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT016,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 합동 조건 SSS·SAS·ASA - 조건 적용,"삼각형의 합동 범주의 '삼각형의 합동 조건 SSS·SAS·ASA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C005,standard,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2|3,M2_GEOM_RAW_005,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT017,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 합동 조건 SSS·SAS·ASA - 계산·추론,"삼각형의 합동 범주의 '삼각형의 합동 조건 SSS·SAS·ASA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C005,advanced,angle_relation|parallel_lines|angle_chasing|triangle_congruence,2|3,M2_GEOM_RAW_005,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT018,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,결론을 먼저 쓰고 근거 부족,"삼각형의 합동 범주의 '합동 증명의 순서' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C006,standard,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3,M2_GEOM_RAW_006,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT019,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,합동 증명의 순서 - 조건 적용,"삼각형의 합동 범주의 '합동 증명의 순서' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C006,advanced,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3,M2_GEOM_RAW_006,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT020,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,합동 증명의 순서 - 계산·추론,"삼각형의 합동 범주의 '합동 증명의 순서' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C006,basic,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3,M2_GEOM_RAW_006,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT021,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,같은 변과 같은 각 대응 오류,"삼각형의 성질 범주의 '이등변삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C007,advanced,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3|4,M2_GEOM_RAW_007,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT022,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,이등변삼각형의 성질 - 조건 적용,"삼각형의 성질 범주의 '이등변삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C007,basic,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3|4,M2_GEOM_RAW_007,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT023,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,이등변삼각형의 성질 - 계산·추론,"삼각형의 성질 범주의 '이등변삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C007,core,angle_relation|parallel_lines|angle_chasing|triangle_congruence,3|4,M2_GEOM_RAW_007,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT024,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,성질과 조건 구분 실패,"삼각형의 성질 범주의 '이등변삼각형이 되는 조건' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C008,basic,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4,M2_GEOM_RAW_008,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT025,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,이등변삼각형이 되는 조건 - 조건 적용,"삼각형의 성질 범주의 '이등변삼각형이 되는 조건' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C008,core,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4,M2_GEOM_RAW_008,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT026,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,이등변삼각형이 되는 조건 - 계산·추론,"삼각형의 성질 범주의 '이등변삼각형이 되는 조건' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C008,standard,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4,M2_GEOM_RAW_008,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT027,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,빗변을 일반 변으로 착각,"삼각형의 성질 범주의 '직각삼각형의 합동 조건 RHS·RHA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C009,core,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4|5,M2_GEOM_RAW_009,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT028,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,직각삼각형의 합동 조건 RHS·RHA - 조건 적용,"삼각형의 성질 범주의 '직각삼각형의 합동 조건 RHS·RHA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C009,standard,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4|5,M2_GEOM_RAW_009,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT029,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,직각삼각형의 합동 조건 RHS·RHA - 계산·추론,"삼각형의 성질 범주의 '직각삼각형의 합동 조건 RHS·RHA' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C009,advanced,angle_relation|parallel_lines|angle_chasing|triangle_congruence,4|5,M2_GEOM_RAW_009,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT030,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,60° 성질 누락,"삼각형의 성질 범주의 '정삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C010,standard,angle_relation|parallel_lines|angle_chasing,5,M2_GEOM_RAW_010,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT031,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,정삼각형의 성질 - 조건 적용,"삼각형의 성질 범주의 '정삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C010,advanced,angle_relation|parallel_lines|angle_chasing,5,M2_GEOM_RAW_010,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT032,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,정삼각형의 성질 - 계산·추론,"삼각형의 성질 범주의 '정삼각형의 성질' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C010,basic,angle_relation|parallel_lines|angle_chasing,5,M2_GEOM_RAW_010,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT033,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,수직 조건만 보고 거리 같음 사용,"삼각형의 외심 범주의 '선분의 수직이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C011,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,5|6,M2_GEOM_RAW_011,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT034,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,선분의 수직이등분선과 거리 - 조건 적용,"삼각형의 외심 범주의 '선분의 수직이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C011,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,5|6,M2_GEOM_RAW_011,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT035,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,선분의 수직이등분선과 거리 - 계산·추론,"삼각형의 외심 범주의 '선분의 수직이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C011,core,angle_relation|parallel_lines|angle_chasing|triangle_center,5|6,M2_GEOM_RAW_011,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT036,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심을 각의 이등분선 교점으로 착각,"삼각형의 외심 범주의 '삼각형의 외심과 외접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C012,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,6,M2_GEOM_RAW_012,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT037,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 외심과 외접원 - 조건 적용,"삼각형의 외심 범주의 '삼각형의 외심과 외접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C012,core,angle_relation|parallel_lines|angle_chasing|triangle_center,6,M2_GEOM_RAW_012,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT038,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 외심과 외접원 - 계산·추론,"삼각형의 외심 범주의 '삼각형의 외심과 외접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C012,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,6,M2_GEOM_RAW_012,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT039,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,반지름 길이 관계 누락,"삼각형의 외심 범주의 '외심을 이용한 길이와 각 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C013,core,angle_relation|parallel_lines|angle_chasing|triangle_center,6|7,M2_GEOM_RAW_013,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT040,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심을 이용한 길이와 각 계산 - 조건 적용,"삼각형의 외심 범주의 '외심을 이용한 길이와 각 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C013,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,6|7,M2_GEOM_RAW_013,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT041,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심을 이용한 길이와 각 계산 - 계산·추론,"삼각형의 외심 범주의 '외심을 이용한 길이와 각 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C013,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,6|7,M2_GEOM_RAW_013,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT042,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,직각삼각형 외심을 내부로 판단,"삼각형의 외심 범주의 '삼각형의 종류와 외심 위치' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C014,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,7,M2_GEOM_RAW_014,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT043,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 종류와 외심 위치 - 조건 적용,"삼각형의 외심 범주의 '삼각형의 종류와 외심 위치' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C014,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,7,M2_GEOM_RAW_014,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT044,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 종류와 외심 위치 - 계산·추론,"삼각형의 외심 범주의 '삼각형의 종류와 외심 위치' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C014,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,7,M2_GEOM_RAW_014,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT045,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,두 꼭짓점까지의 거리로 오해,"삼각형의 내심 범주의 '각의 이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C015,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,7|8,M2_GEOM_RAW_015,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT046,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,각의 이등분선과 거리 - 조건 적용,"삼각형의 내심 범주의 '각의 이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C015,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,7|8,M2_GEOM_RAW_015,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT047,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,각의 이등분선과 거리 - 계산·추론,"삼각형의 내심 범주의 '각의 이등분선과 거리' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C015,core,angle_relation|parallel_lines|angle_chasing|triangle_center,7|8,M2_GEOM_RAW_015,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT048,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,내심을 수직이등분선 교점으로 착각,"삼각형의 내심 범주의 '삼각형의 내심과 내접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C016,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,8,M2_GEOM_RAW_016,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT049,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 내심과 내접원 - 조건 적용,"삼각형의 내심 범주의 '삼각형의 내심과 내접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C016,core,angle_relation|parallel_lines|angle_chasing|triangle_center,8,M2_GEOM_RAW_016,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT050,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형의 내심과 내접원 - 계산·추론,"삼각형의 내심 범주의 '삼각형의 내심과 내접원' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C016,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,8,M2_GEOM_RAW_016,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT051,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,각을 절반으로 나누지 않음,"삼각형의 내심 범주의 '내심을 이용한 각과 길이 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C017,core,angle_relation|parallel_lines|angle_chasing|triangle_center,8|9,M2_GEOM_RAW_017,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT052,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,내심을 이용한 각과 길이 계산 - 조건 적용,"삼각형의 내심 범주의 '내심을 이용한 각과 길이 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C017,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,8|9,M2_GEOM_RAW_017,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT053,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,내심을 이용한 각과 길이 계산 - 계산·추론,"삼각형의 내심 범주의 '내심을 이용한 각과 길이 계산' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C017,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,8|9,M2_GEOM_RAW_017,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT054,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심과 내심 명칭 혼동,"삼각형의 중심 범주의 '외심·내심의 정의와 성질 비교' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C018,standard,angle_relation|parallel_lines|angle_chasing|triangle_center,9,M2_GEOM_RAW_018,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT055,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심·내심의 정의와 성질 비교 - 조건 적용,"삼각형의 중심 범주의 '외심·내심의 정의와 성질 비교' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C018,advanced,angle_relation|parallel_lines|angle_chasing|triangle_center,9,M2_GEOM_RAW_018,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT056,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,외심·내심의 정의와 성질 비교 - 계산·추론,"삼각형의 중심 범주의 '외심·내심의 정의와 성질 비교' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C018,basic,angle_relation|parallel_lines|angle_chasing|triangle_center,9,M2_GEOM_RAW_018,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT057,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,삼각형 180°를 그대로 적용,"사각형의 기초 범주의 '사각형의 내각의 합' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C019,advanced,angle_relation|parallel_lines|angle_chasing|quadrilateral_property,9|10,M2_GEOM_RAW_019,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT058,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,사각형의 내각의 합 - 조건 적용,"사각형의 기초 범주의 '사각형의 내각의 합' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C019,basic,angle_relation|parallel_lines|angle_chasing|quadrilateral_property,9|10,M2_GEOM_RAW_019,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT059,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,사각형의 내각의 합 - 계산·추론,"사각형의 기초 범주의 '사각형의 내각의 합' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C019,core,angle_relation|parallel_lines|angle_chasing|quadrilateral_property,9|10,M2_GEOM_RAW_019,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT060,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,한 쌍만 평행해도 평행사변형으로 판단,"평행사변형 범주의 '평행사변형의 정의' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C020,basic,quadrilateral_property|diagonal_property|inclusion_relation,10,M2_GEOM_RAW_020,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT061,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,평행사변형의 정의 - 조건 적용,"평행사변형 범주의 '평행사변형의 정의' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C020,core,quadrilateral_property|diagonal_property|inclusion_relation,10,M2_GEOM_RAW_020,curated_problem_type_from_raw_taxonomy
M2_GEOM_PT062,중2,M2_GEOMETRY_PROPERTIES,도형의 성질,평행사변형의 정의 - 계산·추론,"평행사변형 범주의 '평행사변형의 정의' 유형을 진단한다. 학생이 조건 표시, 도형 성질 선택, 근거 서술을 연결할 수 있는지 확인한다.",M2_GEOM_C020,standard,quadrilateral_property|diagonal_property|inclusion_relation,10,M2_GEOM_RAW_020,curated_problem_type_from_raw_taxonomy
