problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,status
M1_DA_PT013,중1,M1_DATA_ANALYSIS,자료 정리와 해석,평균·중앙값·최빈값 중 적절한 대표값 고르기,평균·중앙값·최빈값 중 적절한 대표값 고르기,"[""M1_DA_C009""]",core,"[""representative_value"", ""choice"", ""outlier""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT014,중1,M1_DATA_ANALYSIS,자료 정리와 해석,대표값으로 적절한 것 구하기,대표값으로 적절한 것 구하기,"[""M1_DA_C009""]",core,"[""representative_value"", ""context_interpretation""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT015,중1,M1_DATA_ANALYSIS,자료 정리와 해석,대표값의 의미와 특징 설명하기,대표값의 의미와 특징 설명하기,"[""M1_DA_C009""]",basic,"[""representative_value"", ""explanation""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT016,중1,M1_DATA_ANALYSIS,자료 정리와 해석,평균이 주어진 경우 미지수 1개 구하기,평균이 주어진 경우 미지수 1개 구하기,"[""M1_DA_C004""]",core,"[""mean"", ""unknown_one"", ""reverse_reasoning""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT017,중1,M1_DATA_ANALYSIS,자료 정리와 해석,평균이 주어진 경우 미지수 2개 이상 구하기,평균이 주어진 경우 미지수 2개 이상 구하기,"[""M1_DA_C004""]",advanced,"[""mean"", ""unknown_multiple"", ""condition_interpretation""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT018,중1,M1_DATA_ANALYSIS,자료 정리와 해석,평균 조건에서 잘못 본 변량을 바로잡기,평균 조건에서 잘못 본 변량을 바로잡기,"[""M1_DA_C004""]",advanced,"[""mean"", ""data_correction"", ""reverse_reasoning""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT019,중1,M1_DATA_ANALYSIS,자료 정리와 해석,평균 조건이 도형 자료와 연결된 경우 해결하기,평균 조건이 도형 자료와 연결된 경우 해결하기,"[""M1_DA_C004""]",advanced,"[""mean"", ""geometry_context"", ""condition_interpretation""]",[2],curated_problem_type_from_raw_taxonomy
M1_DA_PT020,중1,M1_DATA_ANALYSIS,자료 정리와 해석,중앙값이 주어진 경우 미지수 1개 구하기,중앙값이 주어진 경우 미지수 1개 구하기,"[""M1_DA_C006""]",core,"[""median"", ""unknown_one""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT021,중1,M1_DATA_ANALYSIS,자료 정리와 해석,중앙값이 주어진 경우 미지수 2개 이상 구하기,중앙값이 주어진 경우 미지수 2개 이상 구하기,"[""M1_DA_C006""]",advanced,"[""median"", ""unknown_multiple"", ""range_condition""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT022,중1,M1_DATA_ANALYSIS,자료 정리와 해석,중앙값이 다른 대표값과 같은 경우 해결하기,중앙값이 다른 대표값과 같은 경우 해결하기,"[""M1_DA_C005"", ""M1_DA_C006"", ""M1_DA_C009""]",advanced,"[""median"", ""representative_value"", ""same_value_condition""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT023,중1,M1_DATA_ANALYSIS,자료 정리와 해석,중앙값 조건에서 변량 추가·삭제·변경 처리하기,중앙값 조건에서 변량 추가·삭제·변경 처리하기,"[""M1_DA_C006""]",advanced,"[""median"", ""data_change""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT024,중1,M1_DATA_ANALYSIS,자료 정리와 해석,최빈값이 주어진 경우 미지수 1개 구하기,최빈값이 주어진 경우 미지수 1개 구하기,"[""M1_DA_C008""]",core,"[""mode"", ""unknown_one""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT025,중1,M1_DATA_ANALYSIS,자료 정리와 해석,최빈값이 주어진 경우 미지수 2개 이상 구하기,최빈값이 주어진 경우 미지수 2개 이상 구하기,"[""M1_DA_C008""]",advanced,"[""mode"", ""unknown_multiple"", ""frequency_condition""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT026,중1,M1_DATA_ANALYSIS,자료 정리와 해석,최빈값이 주어진 경우 가장 큰/작은 변량 활용하기,최빈값이 주어진 경우 가장 큰/작은 변량 활용하기,"[""M1_DA_C008""]",advanced,"[""mode"", ""max_min"", ""condition_interpretation""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT027,중1,M1_DATA_ANALYSIS,자료 정리와 해석,최빈값이 다른 대표값과 같은 경우 해결하기,최빈값이 다른 대표값과 같은 경우 해결하기,"[""M1_DA_C007"", ""M1_DA_C008"", ""M1_DA_C009""]",advanced,"[""mode"", ""representative_value"", ""same_value_condition""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT028,중1,M1_DATA_ANALYSIS,자료 정리와 해석,최빈값 조건에서 변량 추가·삭제·변경 처리하기,최빈값 조건에서 변량 추가·삭제·변경 처리하기,"[""M1_DA_C008""]",advanced,"[""mode"", ""data_change""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT029,중1,M1_DATA_ANALYSIS,자료 정리와 해석,막대그래프에서 대표값 구하기,막대그래프에서 대표값 구하기,"[""M1_DA_C010"", ""M1_DA_C002"", ""M1_DA_C005"", ""M1_DA_C007""]",core,"[""bar_graph"", ""representative_value""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT030,중1,M1_DATA_ANALYSIS,자료 정리와 해석,꺾은선그래프에서 대표값 구하기,꺾은선그래프에서 대표값 구하기,"[""M1_DA_C010"", ""M1_DA_C002"", ""M1_DA_C005"", ""M1_DA_C007""]",core,"[""line_graph"", ""representative_value""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT031,중1,M1_DATA_ANALYSIS,자료 정리와 해석,표·그림·점수 자료에서 대표값 구하기,표·그림·점수 자료에서 대표값 구하기,"[""M1_DA_C010"", ""M1_DA_C009""]",core,"[""table_data"", ""score_data"", ""representative_value""]",[3],curated_problem_type_from_raw_taxonomy
M1_DA_PT032,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림 그리는 방법 이해하기,줄기와 잎 그림 그리는 방법 이해하기,"[""M1_DA_C011""]",basic,"[""stem_leaf"", ""making""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT033,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림 만들기,줄기와 잎 그림 만들기,"[""M1_DA_C011""]",basic,"[""stem_leaf"", ""making"", ""sorting""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT034,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림을 그려 해석하기,줄기와 잎 그림을 그려 해석하기,"[""M1_DA_C011"", ""M1_DA_C012""]",core,"[""stem_leaf"", ""interpretation""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT035,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림 해석하기,줄기와 잎 그림 해석하기,"[""M1_DA_C012""]",core,"[""stem_leaf"", ""interpretation"", ""range""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT036,중1,M1_DATA_ANALYSIS,자료 정리와 해석,두 집단의 줄기와 잎 그림 비교·해석하기,두 집단의 줄기와 잎 그림 비교·해석하기,"[""M1_DA_C012"", ""M1_DA_C025""]",advanced,"[""stem_leaf"", ""two_groups"", ""compare""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT037,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림에서 대표값 구하기,줄기와 잎 그림에서 대표값 구하기,"[""M1_DA_C013""]",core,"[""stem_leaf"", ""representative_value""]",[4],curated_problem_type_from_raw_taxonomy
M1_DA_PT038,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표 만들기,도수분포표 만들기,"[""M1_DA_C014""]",basic,"[""frequency_table"", ""making"", ""class_interval""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT039,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표에서 계급과 계급값 구하기,도수분포표에서 계급과 계급값 구하기,"[""M1_DA_C015""]",basic,"[""frequency_table"", ""class_mark""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT040,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표에서 변량의 범위와 계급 판단하기,도수분포표에서 변량의 범위와 계급 판단하기,"[""M1_DA_C015"", ""M1_DA_C016""]",core,"[""frequency_table"", ""range"", ""class_interval""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT041,중1,M1_DATA_ANALYSIS,자료 정리와 해석,변량의 범위에 따라 계급 정하기,변량의 범위에 따라 계급 정하기,"[""M1_DA_C014"", ""M1_DA_C015""]",core,"[""frequency_table"", ""class_design""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT042,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표에서 도수와 전체 도수 구하기,도수분포표에서 도수와 전체 도수 구하기,"[""M1_DA_C016""]",basic,"[""frequency_table"", ""frequency"", ""total_count""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT043,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표 해석하기,도수분포표 해석하기,"[""M1_DA_C017""]",core,"[""frequency_table"", ""interpretation""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT044,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표 설명의 옳고 그름 판단하기,도수분포표 설명의 옳고 그름 판단하기,"[""M1_DA_C017""]",core,"[""frequency_table"", ""explanation"", ""true_false""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT045,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표 응용·활용 문제 해결하기,도수분포표 응용·활용 문제 해결하기,"[""M1_DA_C017""]",advanced,"[""frequency_table"", ""application""]",[5],curated_problem_type_from_raw_taxonomy
M1_DA_PT046,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표에서 특정 계급의 백분율 구하기,도수분포표에서 특정 계급의 백분율 구하기,"[""M1_DA_C018""]",core,"[""frequency_table"", ""percentage""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT047,중1,M1_DATA_ANALYSIS,자료 정리와 해석,두 계급 사이의 백분율 관계가 주어진 경우 해결하기,두 계급 사이의 백분율 관계가 주어진 경우 해결하기,"[""M1_DA_C018""]",advanced,"[""percentage"", ""condition_interpretation""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT048,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램의 기본 구조 이해하기,히스토그램의 기본 구조 이해하기,"[""M1_DA_C019""]",basic,"[""histogram"", ""frequency""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT049,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램에서 도수와 계급 읽기,히스토그램에서 도수와 계급 읽기,"[""M1_DA_C019"", ""M1_DA_C016""]",core,"[""histogram"", ""interpretation""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT050,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램 설명의 옳고 그름 판단하기,히스토그램 설명의 옳고 그름 판단하기,"[""M1_DA_C019""]",core,"[""histogram"", ""explanation""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT051,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램 직사각형의 넓이 구하기,히스토그램 직사각형의 넓이 구하기,"[""M1_DA_C020""]",core,"[""histogram"", ""area""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT052,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램 직사각형 넓이 비교하기,히스토그램 직사각형 넓이 비교하기,"[""M1_DA_C020""]",advanced,"[""histogram"", ""area_compare""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT053,중1,M1_DATA_ANALYSIS,자료 정리와 해석,한 부분이 찢어진 히스토그램 복원하기,한 부분이 찢어진 히스토그램 복원하기,"[""M1_DA_C021""]",core,"[""histogram"", ""torn_graph"", ""restore""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT054,중1,M1_DATA_ANALYSIS,자료 정리와 해석,두 부분이 찢어진 히스토그램 복원하기,두 부분이 찢어진 히스토그램 복원하기,"[""M1_DA_C021""]",advanced,"[""histogram"", ""torn_graph"", ""restore_multiple""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT055,중1,M1_DATA_ANALYSIS,자료 정리와 해석,세로축이 찢어진 히스토그램 해석하기,세로축이 찢어진 히스토그램 해석하기,"[""M1_DA_C021""]",advanced,"[""histogram"", ""axis_break"", ""restore""]",[6],curated_problem_type_from_raw_taxonomy
M1_DA_PT056,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형의 기본 구조 이해하기,도수분포다각형의 기본 구조 이해하기,"[""M1_DA_C022""]",basic,"[""frequency_polygon"", ""class_mark""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT057,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형에서 값 구하기,도수분포다각형에서 값 구하기,"[""M1_DA_C022"", ""M1_DA_C023""]",core,"[""frequency_polygon"", ""value_reading""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT058,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형 응용 문제 해결하기,도수분포다각형 응용 문제 해결하기,"[""M1_DA_C023""]",advanced,"[""frequency_polygon"", ""application""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT059,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형의 넓이 구하기,도수분포다각형의 넓이 구하기,"[""M1_DA_C023""]",core,"[""frequency_polygon"", ""area""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT060,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형 넓이의 의미 이해하기,도수분포다각형 넓이의 의미 이해하기,"[""M1_DA_C023""]",advanced,"[""frequency_polygon"", ""area_meaning""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT061,중1,M1_DATA_ANALYSIS,자료 정리와 해석,찢어진 도수분포다각형 복원하기,찢어진 도수분포다각형 복원하기,"[""M1_DA_C024""]",advanced,"[""frequency_polygon"", ""torn_graph"", ""restore""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT062,중1,M1_DATA_ANALYSIS,자료 정리와 해석,두 도수분포다각형 비교하기,두 도수분포다각형 비교하기,"[""M1_DA_C025""]",core,"[""frequency_polygon"", ""two_groups"", ""compare""]",[7],curated_problem_type_from_raw_taxonomy
M1_DA_PT063,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포표가 주어진 경우 상대도수 구하기,도수분포표가 주어진 경우 상대도수 구하기,"[""M1_DA_C026"", ""M1_DA_C027""]",basic,"[""relative_frequency"", ""frequency_table""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT064,중1,M1_DATA_ANALYSIS,자료 정리와 해석,히스토그램이 주어진 경우 상대도수 구하기,히스토그램이 주어진 경우 상대도수 구하기,"[""M1_DA_C026"", ""M1_DA_C027"", ""M1_DA_C019""]",core,"[""relative_frequency"", ""histogram""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT065,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수분포다각형이 주어진 경우 상대도수 구하기,도수분포다각형이 주어진 경우 상대도수 구하기,"[""M1_DA_C026"", ""M1_DA_C027"", ""M1_DA_C022""]",core,"[""relative_frequency"", ""frequency_polygon""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT066,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수·도수·도수총합 사이의 관계 활용하기,상대도수·도수·도수총합 사이의 관계 활용하기,"[""M1_DA_C027""]",core,"[""relative_frequency"", ""total_count"", ""relation""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT067,중1,M1_DATA_ANALYSIS,자료 정리와 해석,찢어진 히스토그램에서 상대도수 구하기,찢어진 히스토그램에서 상대도수 구하기,"[""M1_DA_C021"", ""M1_DA_C027""]",advanced,"[""relative_frequency"", ""torn_histogram""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT068,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수분포표 만들기,상대도수분포표 만들기,"[""M1_DA_C028""]",basic,"[""relative_frequency_table"", ""making""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT069,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수분포표 응용 문제 해결하기,상대도수분포표 응용 문제 해결하기,"[""M1_DA_C028"", ""M1_DA_C027""]",core,"[""relative_frequency_table"", ""application""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT070,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수분포표 설명의 옳고 그름 판단하기,상대도수분포표 설명의 옳고 그름 판단하기,"[""M1_DA_C028""]",core,"[""relative_frequency_table"", ""explanation""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT071,중1,M1_DATA_ANALYSIS,자료 정리와 해석,문자를 사용한 상대도수 표현 해결하기,문자를 사용한 상대도수 표현 해결하기,"[""M1_DA_C027"", ""M1_DA_C028""]",advanced,"[""relative_frequency"", ""unknown_variable""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT072,중1,M1_DATA_ANALYSIS,자료 정리와 해석,찢어진 상대도수분포표 복원하기,찢어진 상대도수분포표 복원하기,"[""M1_DA_C029""]",advanced,"[""relative_frequency_table"", ""torn_table"", ""restore""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT073,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 주어진 경우 상대도수분포를 그래프로 나타내기,도수총합이 주어진 경우 상대도수분포를 그래프로 나타내기,"[""M1_DA_C030"", ""M1_DA_C031""]",core,"[""relative_frequency_graph"", ""total_count_given""]",[8],curated_problem_type_from_raw_taxonomy
M1_DA_PT074,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수분포그래프가 히스토그램 모양으로 주어진 경우 해석하기,상대도수분포그래프가 히스토그램 모양으로 주어진 경우 해석하기,"[""M1_DA_C030"", ""M1_DA_C031""]",core,"[""relative_frequency_graph"", ""histogram_shape""]","[8, 9]",curated_problem_type_from_raw_taxonomy
M1_DA_PT075,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수분포그래프가 도수분포다각형 모양으로 주어진 경우 해석하기,상대도수분포그래프가 도수분포다각형 모양으로 주어진 경우 해석하기,"[""M1_DA_C030"", ""M1_DA_C031""]",core,"[""relative_frequency_graph"", ""polygon_shape""]","[8, 9]",curated_problem_type_from_raw_taxonomy
M1_DA_PT076,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 주어지지 않은 히스토그램형 상대도수 그래프 해석하기,도수총합이 주어지지 않은 히스토그램형 상대도수 그래프 해석하기,"[""M1_DA_C032""]",advanced,"[""relative_frequency_graph"", ""total_count_missing"", ""histogram_shape""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT077,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 주어지지 않은 다각형형 상대도수 그래프 해석하기,도수총합이 주어지지 않은 다각형형 상대도수 그래프 해석하기,"[""M1_DA_C032""]",advanced,"[""relative_frequency_graph"", ""total_count_missing"", ""polygon_shape""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT078,중1,M1_DATA_ANALYSIS,자료 정리와 해석,찢어진 상대도수 그래프 복원하기,찢어진 상대도수 그래프 복원하기,"[""M1_DA_C033""]",advanced,"[""relative_frequency_graph"", ""torn_graph"", ""restore""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT079,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 다른 두 자료의 상대도수분포표 완성하기,도수총합이 다른 두 자료의 상대도수분포표 완성하기,"[""M1_DA_C034"", ""M1_DA_C028""]",advanced,"[""relative_frequency"", ""two_groups"", ""table_completion""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT080,중1,M1_DATA_ANALYSIS,자료 정리와 해석,줄기와 잎 그림 또는 그래프에서 상대도수 구하기,줄기와 잎 그림 또는 그래프에서 상대도수 구하기,"[""M1_DA_C034"", ""M1_DA_C012""]",advanced,"[""relative_frequency"", ""stem_leaf"", ""graph_data""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT081,중1,M1_DATA_ANALYSIS,자료 정리와 해석,각 자료의 도수총합과 계급의 상대도수 관계 구하기,각 자료의 도수총합과 계급의 상대도수 관계 구하기,"[""M1_DA_C034"", ""M1_DA_C027""]",advanced,"[""relative_frequency"", ""two_groups"", ""total_count_relation""]",[9],curated_problem_type_from_raw_taxonomy
M1_DA_PT082,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 다른 두 자료의 상대도수의 비 구하기,도수총합이 다른 두 자료의 상대도수의 비 구하기,"[""M1_DA_C035""]",advanced,"[""relative_frequency_ratio"", ""two_groups""]",[10],curated_problem_type_from_raw_taxonomy
M1_DA_PT083,중1,M1_DATA_ANALYSIS,자료 정리와 해석,상대도수의 비와 전체 도수 총합의 비 구하기,상대도수의 비와 전체 도수 총합의 비 구하기,"[""M1_DA_C035""]",advanced,"[""relative_frequency_ratio"", ""total_count_ratio""]",[10],curated_problem_type_from_raw_taxonomy
M1_DA_PT084,중1,M1_DATA_ANALYSIS,자료 정리와 해석,도수총합이 다른 두 상대도수 그래프 비교하기,도수총합이 다른 두 상대도수 그래프 비교하기,"[""M1_DA_C036"", ""M1_DA_C034""]",advanced,"[""relative_frequency_graph"", ""two_groups"", ""compare""]",[10],curated_problem_type_from_raw_taxonomy
