problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM1_EQINEQ_PT019,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,i의 거듭제곱 - 기본 판별,"복소수와 이차방정식 범주의 'i의 거듭제곱' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C011,core,complex_number|real_imaginary_part|i_power_cycle|quadratic_equation,6|7,H1_CM1_EQINEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT020,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,i의 거듭제곱 - 조건 적용,"복소수와 이차방정식 범주의 'i의 거듭제곱' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C011,standard,complex_number|real_imaginary_part|i_power_cycle|quadratic_equation,6|7,H1_CM1_EQINEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT021,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,i의 거듭제곱 - 활용 추론,"복소수와 이차방정식 범주의 'i의 거듭제곱' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C011,advanced,complex_number|real_imaginary_part|i_power_cycle|quadratic_equation,6|7,H1_CM1_EQINEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT022,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,주어진 복소수를 변형하여 고차식의 값 구하기 - 기본 판별,"복소수와 이차방정식 범주의 '주어진 복소수를 변형하여 고차식의 값 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C005|H1_CM1_EQINEQ_C011,core,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation|higher_degree_equation,8,H1_CM1_EQINEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT023,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,주어진 복소수를 변형하여 고차식의 값 구하기 - 조건 적용,"복소수와 이차방정식 범주의 '주어진 복소수를 변형하여 고차식의 값 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C005|H1_CM1_EQINEQ_C011,standard,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation|higher_degree_equation,8,H1_CM1_EQINEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT024,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,주어진 복소수를 변형하여 고차식의 값 구하기 - 활용 추론,"복소수와 이차방정식 범주의 '주어진 복소수를 변형하여 고차식의 값 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C005|H1_CM1_EQINEQ_C011,advanced,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation|higher_degree_equation,8,H1_CM1_EQINEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT025,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,음수의 제곱근의 계산과 성질 - 기본 판별,"복소수와 이차방정식 범주의 '음수의 제곱근의 계산과 성질' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C012,core,complex_number|real_imaginary_part|negative_square_root|quadratic_equation,8|9,H1_CM1_EQINEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT026,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,음수의 제곱근의 계산과 성질 - 조건 적용,"복소수와 이차방정식 범주의 '음수의 제곱근의 계산과 성질' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C012,standard,complex_number|real_imaginary_part|negative_square_root|quadratic_equation,8|9,H1_CM1_EQINEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT027,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,음수의 제곱근의 계산과 성질 - 활용 추론,"복소수와 이차방정식 범주의 '음수의 제곱근의 계산과 성질' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C012,advanced,complex_number|real_imaginary_part|negative_square_root|quadratic_equation,8|9,H1_CM1_EQINEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT028,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 풀이 - 기본 판별,"복소수와 이차방정식 범주의 '이차방정식의 풀이' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C025,core,complex_number|real_imaginary_part|quadratic_equation,10,H1_CM1_EQINEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT029,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 풀이 - 조건 적용,"복소수와 이차방정식 범주의 '이차방정식의 풀이' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C025,standard,complex_number|real_imaginary_part|quadratic_equation,10,H1_CM1_EQINEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT030,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 풀이 - 활용 추론,"복소수와 이차방정식 범주의 '이차방정식의 풀이' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C025,advanced,complex_number|real_imaginary_part|quadratic_equation,10,H1_CM1_EQINEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT031,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,한 근이 주어진 이차방정식과 특수기호 방정식 - 기본 판별,"복소수와 이차방정식 범주의 '한 근이 주어진 이차방정식과 특수기호 방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C025,core,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,11,H1_CM1_EQINEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT032,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,한 근이 주어진 이차방정식과 특수기호 방정식 - 조건 적용,"복소수와 이차방정식 범주의 '한 근이 주어진 이차방정식과 특수기호 방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C025,standard,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,11,H1_CM1_EQINEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT033,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,한 근이 주어진 이차방정식과 특수기호 방정식 - 활용 추론,"복소수와 이차방정식 범주의 '한 근이 주어진 이차방정식과 특수기호 방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C013|H1_CM1_EQINEQ_C014|H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C025,advanced,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,11,H1_CM1_EQINEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT034,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 활용 - 기본 판별,"복소수와 이차방정식 범주의 '이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C015,core,complex_number|real_imaginary_part|quadratic_equation|application_modeling,12,H1_CM1_EQINEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT035,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 활용 - 조건 적용,"복소수와 이차방정식 범주의 '이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C015,standard,complex_number|real_imaginary_part|quadratic_equation|application_modeling,12,H1_CM1_EQINEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT036,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 활용 - 활용 추론,"복소수와 이차방정식 범주의 '이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C015,advanced,complex_number|real_imaginary_part|quadratic_equation|application_modeling,12,H1_CM1_EQINEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT037,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근의 판별 - 기본 판별,"복소수와 이차방정식 범주의 '이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017|H1_CM1_EQINEQ_C018,core,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,13,H1_CM1_EQINEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT038,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근의 판별 - 조건 적용,"복소수와 이차방정식 범주의 '이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017|H1_CM1_EQINEQ_C018,standard,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,13,H1_CM1_EQINEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT039,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근의 판별 - 활용 추론,"복소수와 이차방정식 범주의 '이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017|H1_CM1_EQINEQ_C018,advanced,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,13,H1_CM1_EQINEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT040,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,계수가 문자인 이차방정식의 근의 판별 - 기본 판별,"복소수와 이차방정식 범주의 '계수가 문자인 이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017,core,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,14,H1_CM1_EQINEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT041,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,계수가 문자인 이차방정식의 근의 판별 - 조건 적용,"복소수와 이차방정식 범주의 '계수가 문자인 이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017,standard,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,14,H1_CM1_EQINEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT042,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,계수가 문자인 이차방정식의 근의 판별 - 활용 추론,"복소수와 이차방정식 범주의 '계수가 문자인 이차방정식의 근의 판별' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C016|H1_CM1_EQINEQ_C017,advanced,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count,14,H1_CM1_EQINEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT043,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,완전제곱식과 중근 조건 - 기본 판별,"복소수와 이차방정식 범주의 '완전제곱식과 중근 조건' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C018|H1_CM1_EQINEQ_C016,core,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count|unknown_parameter|condition_interpretation,14|15,H1_CM1_EQINEQ_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT044,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,완전제곱식과 중근 조건 - 조건 적용,"복소수와 이차방정식 범주의 '완전제곱식과 중근 조건' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C018|H1_CM1_EQINEQ_C016,standard,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count|unknown_parameter|condition_interpretation,14|15,H1_CM1_EQINEQ_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT045,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,완전제곱식과 중근 조건 - 활용 추론,"복소수와 이차방정식 범주의 '완전제곱식과 중근 조건' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C018|H1_CM1_EQINEQ_C016,advanced,complex_number|real_imaginary_part|quadratic_equation|discriminant|root_count|unknown_parameter|condition_interpretation,14|15,H1_CM1_EQINEQ_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT046,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근과 계수의 관계 - 기본 판별,"복소수와 이차방정식 범주의 '이차방정식의 근과 계수의 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C020,core,complex_number|real_imaginary_part|quadratic_equation|roots_coefficients,15,H1_CM1_EQINEQ_RAW_016,curated_problem_type_from_raw_taxonomy
