item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_LF_50_S06_Q018,SRC_M2_LF_50_WORKSHEET_SET06_20260710,018,5,17,b3e89a0a4373270f4293d10f0b3189f03eba9d1986277b0bb3195d55507a8f22,e7a23a10ed90bd491f81e20e665ac30c0f2231ba6087ce3f07f508b380d647ca,"a, b의 부호와 y=ax+b의 그래프(1) - 부호에 따른 사분면",choice:2,single_choice,M2_LF_PT066,M2_LF_PT065,M2_FUNC_C017|M2_FUNC_C018,,,standard,74,medium_observed_challenge,M2_LF_FAM_M2_LF_PT066,variant,multiple_graphs,2,기울기와 y절편을 읽고 x절편은 y=0을 대입해 구한 뒤 그래프 조건과 연결한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,coefficient_sign|quadrant|intercept_sign,M2_LF_PT066__M2LF50S06_Q018,M2_LF_PT066::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q019,SRC_M2_LF_50_WORKSHEET_SET06_20260710,019,5,17,290ef58007402f936c8259059019e779927bdf55e8df1de4adf4982e32368842,1062db31fc2c71aebf297c09aa0c87b4196fc920b18fe1ca43c3fc2497d01bd3,"a, b의 부호와 y=ax+b의 그래프(2) - 그래프에 따른 부호",choice:3,single_choice,M2_LF_PT070,M2_LF_PT072,M2_FUNC_C018,,,advanced,77,medium_observed_challenge,M2_LF_FAM_M2_LF_PT070,variant,multiple_graphs,4,각 직선의 기울기와 절편을 따로 정리한 뒤 위치 관계와 교점을 비교한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,coefficient_graph_relation|graph_comparison|parameter_range,M2_LF_PT070__M2LF50S06_Q019,M2_LF_PT070::M2_LF_CROSSSET_01_03_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q020,SRC_M2_LF_50_WORKSHEET_SET06_20260710,020,6,17,21e35645e299ba0e913afe746b75e994b9daf3f589f36a86586546e09fd99821,1903adb9b2018225c4df82dd15d380c2e496eed77529b80296ea40ac002eac1b,일차함수의 그래프가 지나는 사분면,choice:3,single_choice,M2_LF_PT066,M2_LF_PT065,M2_FUNC_C017|M2_FUNC_C018,,,standard,80,low_observed_challenge,M2_LF_FAM_M2_LF_PT066,variant,multiple_conditions,3,기울기와 y절편을 읽고 x절편은 y=0을 대입해 구한 뒤 그래프 조건과 연결한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,coefficient_sign|quadrant|intercept_sign,M2_LF_PT066__M2LF50S06_Q020,M2_LF_PT066::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q021,SRC_M2_LF_50_WORKSHEET_SET06_20260710,021,6,18,40e80f48e77b9d5c3a67e06aa1cd33bc3670949963ccaf6946f24a3c826e0cbd,b47a151e58f9121b73c961beac87757e6e0ec891204643c73da708fb3158804b,일차함수와 삼각형의 넓이,4/5,rational,M2_LF_PT127,M2_LF_PT142,M2_FUNC_C034,,,advanced,50,high_observed_challenge,M2_LF_FAM_M2_LF_PT127,variant,geometric_equation,5,도형의 길이와 넓이를 좌표 또는 일차함수 식으로 나타낸 뒤 조건식을 푼다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,area_between_lines|intersection|coordinate_area,M2_LF_PT127__M2LF50S06_Q021,M2_LF_PT127::M2_LF_CROSSSET_01_02_03_04_05_06,M2_LF_50_S03_Q015,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q022,SRC_M2_LF_50_WORKSHEET_SET06_20260710,022,6,18,b2337264b09e37dc091b344fb4fcd640a4add9f88a5b4d9dcf597e174d2d06a6,9d239ccb4af9a78e4752e26fb58a7b44e1e4ee11931d7e672ad05e0f9bd8f04a,일차함수의 그래프의 평행(1) - 그래프가 주어지지 않는 경우,2,integer,M2_LF_PT073,M2_LF_PT074,M2_FUNC_C019,,,advanced,75,medium_observed_challenge,M2_LF_FAM_M2_LF_PT073,variant,coordinate_equation,4,주어진 좌표를 식에 대입하거나 두 점의 변화량을 비교해 미지수와 기울기를 결정한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|same_slope|different_intercept,M2_LF_PT073__M2LF50S06_Q022,M2_LF_PT073::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q023,SRC_M2_LF_50_WORKSHEET_SET06_20260710,023,6,18,2491397218e6485dfbc0f7096c7bb29bb42ed626febad1c3fa4cf858c12706c0,1689cae6bf648ea7d7bd6de4e9971a4f4084119985640cccd34937cb1553376e,일차함수의 그래프의 평행(2) - 그래프가 주어진 경우,choice:4,single_choice,M2_LF_PT073,M2_LF_PT076,M2_FUNC_C019,,,advanced,82,low_observed_challenge,M2_LF_FAM_M2_LF_PT073,variant,coordinate_graph,3,"그래프의 두 점, 절편, 방향을 읽어 기울기와 직선의 식을 결정한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|same_slope|different_intercept,M2_LF_PT073__M2LF50S06_Q023,M2_LF_PT073::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q024,SRC_M2_LF_50_WORKSHEET_SET06_20260710,024,7,18,54f9afae76e1e35e4394112e8688d308c29938642ae4ddda8cbd918bbebf227b,0fe521d7238f5f6f41b3e2f52e2552d8e8bbd7ece1f5c248a067a45193fa9bb4,일차함수의 그래프의 일치,4,integer,M2_LF_PT080,M2_LF_PT077,M2_FUNC_C020,,,standard,77,medium_observed_challenge,M2_LF_FAM_M2_LF_PT080,variant,symbolic_equation,4,식을 y=ax+b 꼴로 정리하거나 좌표를 대입해 기울기·절편·계수를 구한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,coincident_lines|same_line_condition|coefficient_ratio,M2_LF_PT080__M2LF50S06_Q024,M2_LF_PT080::M2_LF_CROSSSET_01_02_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q025,SRC_M2_LF_50_WORKSHEET_SET06_20260710,025,7,18,70d5fc1767f7d5c47bc79e35dab51954f1eb94379701893499e7c31bd4ebbbcc,3a2e31d5fcbe826bd8fa21198895d12c2f76c3651aa3f3fec2bd124e22339c4f,y=ax+b의 그래프의 성질,choice:3,single_choice,M2_LF_PT072,M2_LF_PT069,M2_FUNC_C018,,,basic,80,low_observed_challenge,M2_LF_FAM_M2_LF_PT072,variant,multiple_conditions,3,"조건을 기울기, 절편, 일치·평행 관계로 분리한 뒤 하나씩 대조한다.",RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,coefficient_graph_relation|graph_comparison|parameter_range,M2_LF_PT072__M2LF50S06_Q025,M2_LF_PT072::M2_LF_CROSSSET_01_02_03_04_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q026,SRC_M2_LF_50_WORKSHEET_SET06_20260710,026,7,19,585338ecd101beeae378c0405fc00cc46ff52f64c1aeec9f972d752e787d25cc,d3973dfc440be77776c250d39a70c200438773d0d2b8d5f04ba31d52532b6fdb,일차함수의 식 구하기(2) - 기울기와 한 점의 좌표를 알 때,2,integer,M2_LF_PT087,M2_LF_PT085,M2_FUNC_C022,,,advanced,53,high_observed_challenge,M2_LF_FAM_M2_LF_PT087,variant,symbolic_function,4,입력값과 함수 조건을 먼저 해석한 뒤 괄호를 사용해 대입하고 계산 결과를 검산한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,line_equation_from_point_slope|substitute_point|find_b,M2_LF_PT087__M2LF50S06_Q026,M2_LF_PT087::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q027,SRC_M2_LF_50_WORKSHEET_SET06_20260710,027,7,19,79fc82c2018c28e376c5167d710f5e8669397a302290f92aa529b96b4010ac6b,d4b4c936cf6e9c0c94095683b1f9cdf1be122bba943999756ac5cbfd23d03bc1,일차함수의 식 구하기(4) - x절편과 y절편을 알 때,choice:2,single_choice,M2_LF_PT096,M2_LF_PT093,M2_FUNC_C024,,,standard,76,medium_observed_challenge,M2_LF_FAM_M2_LF_PT096,variant,coordinate_equation,4,기울기와 y절편을 읽고 x절편은 y=0을 대입해 구한 뒤 그래프 조건과 연결한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,line_equation_from_intercepts|intercept_form|sign_of_intercept,M2_LF_PT096__M2LF50S06_Q027,M2_LF_PT096::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q028,SRC_M2_LF_50_WORKSHEET_SET06_20260710,028,8,19,b9d7700683b70e4320cfad5cfaf43dd44cee43fde6c176924e18964170fabff4,d21d2753d5df2e20b98c19f4d3e7e5fd92e1094eae406db4cefad2b42e05d083,일차함수의 식 구하기(5) - 종합,4,integer,M2_LF_PT100,M2_LF_PT031,M2_FUNC_C025,,,standard,61,medium_observed_challenge,M2_LF_FAM_M2_LF_PT100,variant,coordinate_equation,4,주어진 좌표를 식에 대입하거나 두 점의 변화량을 비교해 미지수와 기울기를 결정한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,combined_conditions|line_equation|parameter,M2_LF_PT100__M2LF50S06_Q028,M2_LF_PT100::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q029,SRC_M2_LF_50_WORKSHEET_SET06_20260710,029,8,19,f5ad2dce1d96656c0d139139b9f9238525c6bba06d18c6c43d0d22203ce493e8,3784b5add0624aeae8e2a70503be86b11d1c08d07722aa776a02310e75f86604,온도에 대한 문제,500 m,quantity,M2_LF_PT104,M2_LF_PT102,M2_FUNC_C026,,,advanced,72,medium_observed_challenge,M2_LF_FAM_M2_LF_PT104,variant,word_problem,3,변수를 정하고 처음값과 단위당 변화량을 구분해 일차함수 관계식을 세운다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,linear_modeling|initial_value|rate_of_change,M2_LF_PT104__M2LF50S06_Q029,M2_LF_PT104::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
M2_LF_50_S06_Q030,SRC_M2_LF_50_WORKSHEET_SET06_20260710,030,8,19,6ea0902d95507aec08d94509b9e23b3e560be1403ac40bdcc4994f063c15a350,049d5b0211697829c068f32c95c05da4fde3f2bd2839088ec9f25586c1e712ea,개수에 대한 문제(규칙이 있는 도형 만들기),102,integer,M2_LF_PT104,M2_LF_PT103,M2_FUNC_C026,,,advanced,57,high_observed_challenge,M2_LF_FAM_M2_LF_PT104,variant,visual_pattern,3,도형 수가 1개 늘 때 증가하는 양과 처음값을 찾아 일차함수 식으로 나타낸다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,linear_modeling|initial_value|rate_of_change,M2_LF_PT104__M2LF50S06_Q030,M2_LF_PT104::M2_LF_CROSSSET_01_02_03_04_05_06,,existing_canonical_type_matched,0.96,verified_against_problem_answer_and_solution
