item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_PROB_150_S06_Q017,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,017,5,44,2a673a11523d6d6cf597b3f4e7a6d85a48af13761e57cad35fab8e8c61d8d444,7ec54f2fb0a0eee4a819c9bc9e0959752617b8ac5e136e886fc4ee8640780775,경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우,choice:1,single_choice,M2_PROB_PT027,,M2_PROB_C005|M2_PROB_C007,,,advanced,50,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT027,variant,route_network_diagram,5,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT027__M2PROB150S06_Q017,M2_PROB_PT027::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q018,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,018,5,44,8d859a0caa3da77201326161819cc0c33bce336ea4de937bbfcae2c625aae2f9,7ec54f2fb0a0eee4a819c9bc9e0959752617b8ac5e136e886fc4ee8640780775,경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우,choice:1,single_choice,M2_PROB_PT027,,M2_PROB_C005|M2_PROB_C007,,,advanced,51,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT027,variant,route_network_diagram,5,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT027__M2PROB150S06_Q018,M2_PROB_PT027::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q019,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,019,5,45,1660a82ea4603f3ce0343f824c0c70e102d747b24de77e3d4f9dadb3eb15f932,aedd0b78e5c2ad66f160bb2a7e043f20b6f0ad3c627589215106e7bd405d75d9,경우의 수의 곱(3) 물건을 선택하는 경우,choice:3,single_choice,M2_PROB_PT028,,M2_PROB_C005|M2_PROB_C008,,,core,32,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT028,variant,multiplication_rule_text,2,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT028__M2PROB150S06_Q019,M2_PROB_PT028::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q020,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,020,6,45,1099d69004d71b8132365c6e14597aa0b9c337d4b54dd1f7243b42001c70b33c,63100daa2dbb02b96599410808840bfa23b254329051c88b53b6f544c9ecde96,경우의 수의 곱(3) 물건을 선택하는 경우,choice:2,single_choice,M2_PROB_PT029,,M2_PROB_C005|M2_PROB_C008,,,standard,31,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT029,variant,multiplication_rule_text,3,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT029__M2PROB150S06_Q020,M2_PROB_PT029::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q021,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,021,6,45,dbebc487958dfbc11c1982d4f3dd2f08bb4b91ef589584ed16c150f0f4666a6d,2adde60efa5d1b885841bb42fcfe1715f6cc73bf3d5307f7707ed34bfbb046fa,경우의 수의 곱(3) 물건을 선택하는 경우,choice:5,single_choice,M2_PROB_PT030,,M2_PROB_C005|M2_PROB_C008,,,advanced,32,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT030,variant,multiplication_rule_text,4,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT030__M2PROB150S06_Q021,M2_PROB_PT030::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q022,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,022,6,45,676d4a4471044b4703c3f0c8f75fd5ef45ad9936ad525d0513ead09266b2f73b,7256a25d4c67758943a686f2c28c90ca29a4241bfacf3fb45bc56c61ba8dea69,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우,15,integer,M2_PROB_PT031,,M2_PROB_C005|M2_PROB_C017,,,core,66,medium_observed_challenge,M2_PROB_FAM_M2_PROB_PT031,variant,multiplication_rule_text,2,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT031__M2PROB150S06_Q022,M2_PROB_PT031::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q023,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,023,6,45,a8bfd492a307d0660e011e201fe6d3a02739ff5a564b036f49a67f2b29c6cf10,d78f9809d87e3ffc2d9863d4da008dd56c782a0fa27bc8312f7e215b4c62040f,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우,choice:2,single_choice,M2_PROB_PT032,,M2_PROB_C005|M2_PROB_C017,,,standard,81,low_observed_challenge,M2_PROB_FAM_M2_PROB_PT032,variant,multiplication_rule_text,3,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT032__M2PROB150S06_Q023,M2_PROB_PT032::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q024,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,024,7,46,6cdb2ab32147bb45cf5635fe90dc24dec446c2b259870e87ed4c142a051068d5,6589fc3a9fb08e3d912724d06cf0e1aefb8bed79b9386e2f9f333fec5ecf9dde,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우,choice:1,single_choice,M2_PROB_PT033,,M2_PROB_C005|M2_PROB_C017,,,advanced,84,low_observed_challenge,M2_PROB_FAM_M2_PROB_PT033,variant,multiplication_rule_text,4,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT033__M2PROB150S06_Q024,M2_PROB_PT033::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q025,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,025,7,46,b1b406507326911f4578651f172c16440837bbd2088586a0dfd92d73684603b6,1225f5749cdd2ba949e54d7417d03033b9322ff37b22b5cffbdebc162f2eb22b,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우,100,integer,M2_PROB_PT033,,M2_PROB_C005|M2_PROB_C017,,,advanced,66,medium_observed_challenge,M2_PROB_FAM_M2_PROB_PT033,variant,multiplication_rule_text,4,선택 단계를 순서대로 나누고 각 단계의 선택 수를 곱한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|multiplication_rule|staged_choices,M2_PROB_PT033__M2PROB150S06_Q025,M2_PROB_PT033::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q026,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,026,7,46,f1ca38a7ed8eb3899c054e813a7dd31821afb8702ad921524a40307fa4f42da4,8a5b28fb517976b95901290451d16d78537fc7f3926be0bd8352ed99ee36fba5,색칠하는 경우의 수,540,integer,M2_PROB_PT034,,M2_PROB_C009|M2_PROB_C005,,,core,62,medium_observed_challenge,M2_PROB_FAM_M2_PROB_PT034,variant,coloring_diagram,3,영역의 인접 관계와 같은 색 제한을 표시한 뒤 단계별 색 선택 수를 센다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|coloring|adjacency_conditions,M2_PROB_PT034__M2PROB150S06_Q026,M2_PROB_PT034::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q027,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,027,7,46,8cb7747a7d24c77ff727070dd62ccfacf4676491f7d8d74f46c59cd49a64a9fd,641673d8f5f95d7a4db0935636f467175a90c860519f30d7e3213221c478a7b2,색칠하는 경우의 수,540,integer,M2_PROB_PT035,,M2_PROB_C009|M2_PROB_C005,,,standard,68,medium_observed_challenge,M2_PROB_FAM_M2_PROB_PT035,variant,coloring_diagram,4,영역의 인접 관계와 같은 색 제한을 표시한 뒤 단계별 색 선택 수를 센다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|coloring|adjacency_conditions,M2_PROB_PT035__M2PROB150S06_Q027,M2_PROB_PT035::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q028,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,028,8,46,1404d252a29d1f8ce075ce76d8677212feb4a09dce46a0fe23128118cbb50ca9,d46bfb75bce1e68dc6cad72e1d5ba86d9ea542785c922fbeae05e3e8388268ee,색칠하는 경우의 수,choice:2,single_choice,M2_PROB_PT036,,M2_PROB_C009|M2_PROB_C005,,,advanced,80,low_observed_challenge,M2_PROB_FAM_M2_PROB_PT036,variant,coloring_diagram,5,영역의 인접 관계와 같은 색 제한을 표시한 뒤 단계별 색 선택 수를 센다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|coloring|adjacency_conditions,M2_PROB_PT036__M2PROB150S06_Q028,M2_PROB_PT036::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q029,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,029,8,46,f327a08210cc5c4459c93d8996f6cf49fc68366f96ee8c885a77f7e9702b2109,57783ce97f93e0d3335992c4db07c20ae10ceedae02f96bcc7e0b5cc03ae2b35,색칠하는 경우의 수,540,integer,M2_PROB_PT036,,M2_PROB_C009|M2_PROB_C005,,,advanced,48,high_observed_challenge,M2_PROB_FAM_M2_PROB_PT036,variant,coloring_diagram,5,영역의 인접 관계와 같은 색 제한을 표시한 뒤 단계별 색 선택 수를 센다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|coloring|adjacency_conditions,M2_PROB_PT036__M2PROB150S06_Q029,M2_PROB_PT036::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
M2_PROB_150_S06_Q030,SRC_M2_PROB_150_WORKSHEET_SET06_20260711,030,8,46,970714e7c8929f5c7368d619d58fa031006c8e36dff360d6a1344ecc9ffe47e8,0927d13b0d7cb38bbe266f6b4228de792364099c2eb90b5f3f633d84c960f1cc,일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우,choice:5,single_choice,M2_PROB_PT040,,M2_PROB_C011|M2_PROB_C010,,,core,78,medium_observed_challenge,M2_PROB_FAM_M2_PROB_PT040,variant,linear_arrangement,2,순서와 고정·이웃 조건을 먼저 처리하고 남은 자리를 배열한다.,RECOGNIZE|START|CONDITION|REPRESENT|CALCULATE|VERIFY,counting|sample_space|case_count|permutation|arrangement|position_conditions,M2_PROB_PT040__M2PROB150S06_Q030,M2_PROB_PT040::M2_PROB_SET06,,existing_canonical_type_matched,0.97,verified_against_problem_header_quick_answer_and_solution_structure
