item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QUAD_150_S12_Q021,021,6,45,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기",M3_QUAD_PT016,한 근이 다른 이차방정식의 근인 경우,choice:4,71,standard,symbolic_expression,False,0.84,M3_QUAD_PT016::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q022,022,6,45,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기",M3_QUAD_PT015,한 근이 주어진 경우,-2,64,standard,symbolic_expression,False,0.91,M3_QUAD_PT015::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q023,023,6,45,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기",M3_QUAD_PT016,한 근이 다른 이차방정식의 근인 경우,x=5,74,standard,symbolic_expression,False,0.84,M3_QUAD_PT016::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q024,024,6,45,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기",M3_QUAD_PT016,한 근이 다른 이차방정식의 근인 경우,x=4,69,standard,symbolic_expression,False,0.84,M3_QUAD_PT016::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q025,025,7,45,이차방정식의 근의 활용,M3_QUAD_PT017,주어진 수가 근이 되도록 하는 경우,4,70,advanced,symbolic_expression,False,0.84,M3_QUAD_PT017::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q026,026,7,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,6,73,standard,symbolic_expression,False,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q027,027,7,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,choice:2,79,standard,symbolic_expression,False,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q028,028,7,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,choice:3,76,standard,symbolic_expression,False,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q029,029,8,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,3,65,standard,symbolic_expression,False,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q030,030,8,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,choice:1,51,standard,structured_table_or_box,True,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q031,031,8,46,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,choice:2,50,standard,structured_table_or_box,True,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q032,032,8,47,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,choice:2,52,standard,structured_table_or_box,True,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q033,033,9,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT023,중근을 가지는 이차방정식의 미지수,9,68,standard,symbolic_expression,False,0.84,M3_QUAD_PT023::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q034,034,9,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,-16,67,advanced,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q035,035,9,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,-1,66,advanced,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q036,036,9,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,3/2,80,advanced,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q037,037,10,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,choice:5,79,standard,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q038,038,10,47,이차방정식이 중근을 가질 조건,M3_QUAD_PT023,중근을 가지는 이차방정식의 미지수,choice:2,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT023::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q039,039,10,48,이차방정식이 중근을 가질 조건,M3_QUAD_PT023,중근을 가지는 이차방정식의 미지수,choice:4,62,standard,geometry_diagram,True,0.84,M3_QUAD_PT023::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q040,040,11,48,이차방정식이 중근을 가질 조건,M3_QUAD_PT023,중근을 가지는 이차방정식의 미지수,44,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT023::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q041,041,11,48,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:4,60,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q042,042,11,48,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:2,74,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q043,043,11,48,두 이차방정식의 공통인 근,M3_QUAD_PT025,공통인 근 구하기,choice:1,72,core,symbolic_expression,False,0.84,M3_QUAD_PT025::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q044,044,12,48,두 이차방정식의 공통인 근,M3_QUAD_PT027,공통인 근이 주어진 경우,choice:2,77,standard,symbolic_expression,False,0.86,M3_QUAD_PT027::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q045,045,12,48,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:5,89,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q046,046,12,48,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:2,71,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q047,047,12,49,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:5,77,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q048,048,13,49,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,choice:1,79,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q049,049,13,49,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,-144,72,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q050,050,13,49,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,choice:3,83,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q051,051,13,49,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,choice:3,79,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q052,052,14,49,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,choice:4,81,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q053,053,14,50,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT037,근이 주어진 경우,choice:4,76,core,symbolic_expression,False,0.84,M3_QUAD_PT037::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q054,054,14,50,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT037,근이 주어진 경우,choice:4,72,core,symbolic_expression,False,0.84,M3_QUAD_PT037::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q055,055,14,50,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,choice:1,90,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q056,056,15,50,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,choice:5,81,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q057,057,15,50,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT052,근의 응용,-15,74,advanced,symbolic_expression,False,0.84,M3_QUAD_PT052::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q058,058,15,50,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:1,85,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q059,059,15,50,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:5,78,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q060,060,16,51,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:3,85,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q061,061,16,51,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:5,84,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q062,062,16,51,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT052,근의 응용,choice:3,74,advanced,symbolic_expression,False,0.84,M3_QUAD_PT052::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q063,063,16,51,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,-5/2,69,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q064,064,17,51,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,choice:5,84,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q065,065,17,51,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT053,계수가 소수인 이차방정식의 풀이,choice:2,90,standard,symbolic_expression,False,0.84,M3_QUAD_PT053::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q066,066,17,51,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,choice:3,69,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q067,067,17,51,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,3/2,80,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q068,068,18,52,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,3,70,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q069,069,18,52,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,choice:4,78,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q070,070,18,52,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,choice:3,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q071,071,18,52,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,5,72,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q072,072,19,52,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:2,71,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q073,073,19,52,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,6,72,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q074,074,19,53,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:4,62,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q075,075,19,53,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,3,69,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q076,076,20,53,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:3,50,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q077,077,20,53,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,5,59,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q078,078,20,53,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:2,70,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q079,079,20,53,이차방정식이 중근을 가질 조건,M3_QUAD_PT065,중근을 갖게 하는 미지수 구하기,choice:2,60,advanced,symbolic_expression,False,0.84,M3_QUAD_PT065::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q080,080,21,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,choice:5,82,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q081,081,21,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,choice:2,76,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q082,082,21,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT065,중근을 갖게 하는 미지수 구하기,choice:4,62,advanced,symbolic_expression,False,0.84,M3_QUAD_PT065::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q083,083,21,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,choice:3,87,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q084,084,22,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,13/4,66,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q085,085,22,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,7/4,71,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q086,086,22,54,이차방정식이 중근을 가질 조건,M3_QUAD_PT067,중근을 가질 조건의 활용,choice:1,70,standard,geometry_diagram,True,0.84,M3_QUAD_PT067::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q087,087,23,54,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,choice:2,70,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q088,088,23,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,choice:5,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q089,089,23,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,choice:3,68,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q090,090,23,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT068,근을 갖도록 하는 미지수,choice:5,81,advanced,structured_table_or_box,True,0.84,M3_QUAD_PT068::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q091,091,24,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,5/2,57,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q092,092,24,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT067,중근을 가질 조건의 활용,1,68,standard,symbolic_expression,False,0.84,M3_QUAD_PT067::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q093,093,24,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT068,근을 갖도록 하는 미지수,"choice:2,choice:3",74,advanced,structured_table_or_box,True,0.84,M3_QUAD_PT068::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q094,094,24,55,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,1/6,58,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q095,095,25,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:3,81,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q096,096,25,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT079,중근이 주어진 경우,choice:4,81,advanced,symbolic_expression,False,0.84,M3_QUAD_PT079::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q097,097,25,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,x=1,74,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q098,098,25,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,x=2,74,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q099,099,26,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:5,84,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q100,100,26,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:2,70,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q101,101,26,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:2,61,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q102,102,26,56,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,18,67,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q103,103,27,56,한 근이 무리수인 이차방정식,M3_QUAD_PT093,미지수가 포함된 경우,choice:1,81,standard,symbolic_expression,False,0.84,M3_QUAD_PT093::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q104,104,27,57,한 근이 무리수인 이차방정식,M3_QUAD_PT093,미지수가 포함된 경우,choice:1,74,standard,structured_table_or_box,True,0.84,M3_QUAD_PT093::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q105,105,27,57,한 근이 무리수인 이차방정식,M3_QUAD_PT094,미지수가 여러 개 포함된 경우,choice:3,73,standard,symbolic_expression,False,0.84,M3_QUAD_PT094::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q106,106,27,57,한 근이 무리수인 이차방정식,M3_QUAD_PT094,미지수가 여러 개 포함된 경우,choice:2,69,standard,symbolic_expression,False,0.84,M3_QUAD_PT094::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q107,107,28,57,한 근이 무리수인 이차방정식,M3_QUAD_PT093,미지수가 포함된 경우,choice:5,82,standard,symbolic_expression,False,0.84,M3_QUAD_PT093::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q108,108,28,57,한 근이 무리수인 이차방정식,M3_QUAD_PT094,미지수가 여러 개 포함된 경우,choice:4,70,standard,symbolic_expression,False,0.84,M3_QUAD_PT094::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q109,109,28,57,한 근이 무리수인 이차방정식,M3_QUAD_PT094,미지수가 여러 개 포함된 경우,4,63,standard,symbolic_expression,False,0.84,M3_QUAD_PT094::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q110,110,28,57,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT110,연속하는 세 자연수의 관계가 주어진 경우,choice:3,82,standard,verbal_model,False,0.84,M3_QUAD_PT110::M3_QUAD_CROSS_SET
