item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QUAD_150_S06_Q023,023,6,44,이차방정식의 근의 활용,M3_QUAD_PT019,이차방정식의 응용,3,82,standard,symbolic_expression,False,0.84,M3_QUAD_PT019::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q024,024,6,44,이차방정식의 중근,M3_QUAD_PT022,이차방정식의 중근 판별,choice:2,88,core,structured_table_or_box,False,0.91,M3_QUAD_PT022::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q025,025,7,44,이차방정식의 중근,M3_QUAD_PT022,이차방정식의 중근 판별,choice:4,76,standard,symbolic_expression,False,0.91,M3_QUAD_PT022::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q026,026,7,44,이차방정식의 중근,M3_QUAD_PT022,이차방정식의 중근 판별,choice:4,82,standard,structured_table_or_box,False,0.91,M3_QUAD_PT022::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q027,027,7,44,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,choice:3,84,standard,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q028,028,7,44,이차방정식이 중근을 가질 조건,M3_QUAD_PT023,중근을 가지는 이차방정식의 미지수,10,72,standard,symbolic_expression,False,0.84,M3_QUAD_PT023::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q029,029,8,44,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,-15/4,65,advanced,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q030,030,8,45,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,1/72,65,advanced,geometry_diagram,True,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q031,031,8,45,이차방정식이 중근을 가질 조건,M3_QUAD_PT024,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,2,64,advanced,symbolic_expression,False,0.84,M3_QUAD_PT024::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q032,032,8,45,두 이차방정식의 공통인 근,M3_QUAD_PT027,공통인 근이 주어진 경우,choice:2,71,standard,structured_table_or_box,False,0.84,M3_QUAD_PT027::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q033,033,9,45,두 이차방정식의 공통인 근,M3_QUAD_PT026,공통인 근을 가지는 경우,1,59,advanced,symbolic_expression,False,0.84,M3_QUAD_PT026::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q034,034,9,46,두 이차방정식의 공통인 근,M3_QUAD_PT027,공통인 근이 주어진 경우,-1,85,core,symbolic_expression,False,0.91,M3_QUAD_PT027::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q035,035,9,46,두 이차방정식의 공통인 근,M3_QUAD_PT025,공통인 근 구하기,-1,87,core,structured_table_or_box,False,0.84,M3_QUAD_PT025::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q036,036,9,46,제곱근을 이용한 이차방정식의 풀이,M3_QUAD_PT029,근이 주어진 경우,16,75,standard,symbolic_expression,False,0.91,M3_QUAD_PT029::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q037,037,10,46,제곱근을 이용한 이차방정식의 풀이,M3_QUAD_PT033,특정한 근을 가질 조건,17,72,standard,symbolic_expression,False,0.84,M3_QUAD_PT033::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q038,038,10,46,제곱근을 이용한 이차방정식의 풀이,M3_QUAD_PT033,특정한 근을 가질 조건,choice:2,72,standard,symbolic_expression,False,0.84,M3_QUAD_PT033::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q039,039,10,46,제곱근을 이용한 이차방정식의 풀이,M3_QUAD_PT029,근이 주어진 경우,10,73,standard,symbolic_expression,False,0.91,M3_QUAD_PT029::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q040,040,10,46,이차방정식 a(x+p)²=q가 근을 가질 조건,M3_QUAD_PT030,근을 가질 조건,choice:5,77,standard,symbolic_expression,False,0.91,M3_QUAD_PT030::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q041,041,11,46,이차방정식 a(x+p)²=q가 근을 가질 조건,M3_QUAD_PT030,근을 가질 조건,choice:5,65,advanced,symbolic_expression,False,0.91,M3_QUAD_PT030::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q042,042,11,46,이차방정식 a(x+p)²=q가 근을 가질 조건,M3_QUAD_PT033,특정한 근을 가질 조건,5,58,advanced,symbolic_expression,False,0.84,M3_QUAD_PT033::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q043,043,11,47,이차방정식 a(x+p)²=q가 근을 가질 조건,M3_QUAD_PT032,중근을 가질 조건,3,76,standard,symbolic_expression,False,0.84,M3_QUAD_PT032::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q044,044,11,47,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,8,76,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q045,045,12,47,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,6,71,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q046,046,12,47,완전제곱식을 이용한 이차방정식의 풀이,M3_QUAD_PT036,이차방정식의 풀이,9,75,standard,symbolic_expression,False,0.91,M3_QUAD_PT036::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q047,047,12,47,이차방정식의 근의 공식,M3_QUAD_PT038,이차방정식의 활용,choice:5,79,standard,geometry_diagram,True,0.84,M3_QUAD_PT038::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q048,048,13,47,이차방정식의 근의 공식,M3_QUAD_PT041,일반형 이차방정식의 풀이,choice:4,82,standard,symbolic_expression,False,0.84,M3_QUAD_PT041::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q049,049,13,47,이차방정식의 근의 공식,M3_QUAD_PT043,근의 응용,0,73,standard,symbolic_expression,False,0.91,M3_QUAD_PT043::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q050,050,13,47,이차방정식의 근의 공식,M3_QUAD_PT043,근의 응용,choice:4,84,standard,symbolic_expression,False,0.84,M3_QUAD_PT043::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q051,051,13,47,이차방정식의 근의 공식,M3_QUAD_PT043,근의 응용,-4,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT043::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q052,052,14,48,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기,M3_QUAD_PT043,근의 응용,choice:3,81,standard,symbolic_expression,False,0.84,M3_QUAD_PT043::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q053,053,14,48,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기,M3_QUAD_PT044,근이 주어진 경우,choice:1,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT044::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q054,054,14,48,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기,M3_QUAD_PT044,근이 주어진 경우,31,73,standard,symbolic_expression,False,0.84,M3_QUAD_PT044::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q055,055,14,48,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기,M3_QUAD_PT044,근이 주어진 경우,6,83,standard,symbolic_expression,False,0.84,M3_QUAD_PT044::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q056,056,15,48,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기,M3_QUAD_PT044,근이 주어진 경우,8,68,advanced,symbolic_expression,False,0.84,M3_QUAD_PT044::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q057,057,15,48,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우,M3_QUAD_PT049,완전제곱꼴이 포함된 경우,3,72,standard,structured_table_or_box,False,0.84,M3_QUAD_PT049::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q058,058,15,48,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우,M3_QUAD_PT049,완전제곱꼴이 포함된 경우,4,74,standard,symbolic_expression,False,0.91,M3_QUAD_PT049::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q059,059,15,48,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우,M3_QUAD_PT049,완전제곱꼴이 포함된 경우,3,84,standard,structured_table_or_box,False,0.84,M3_QUAD_PT049::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q060,060,16,49,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우,M3_QUAD_PT049,완전제곱꼴이 포함된 경우,10,78,standard,symbolic_expression,False,0.91,M3_QUAD_PT049::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q061,061,16,49,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우,M3_QUAD_PT049,완전제곱꼴이 포함된 경우,choice:1,56,advanced,symbolic_expression,False,0.91,M3_QUAD_PT049::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q062,062,16,49,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:3,80,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q063,063,16,49,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:2,65,advanced,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q064,064,17,49,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT052,근의 응용,choice:2,68,advanced,symbolic_expression,False,0.84,M3_QUAD_PT052::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q065,065,17,49,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT050,계수가 분수인 이차방정식의 풀이,choice:1,73,standard,symbolic_expression,False,0.91,M3_QUAD_PT050::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q066,066,17,49,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우,M3_QUAD_PT052,근의 응용,choice:3,67,advanced,symbolic_expression,False,0.84,M3_QUAD_PT052::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q067,067,17,49,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,5,79,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q068,068,18,49,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT053,계수가 소수인 이차방정식의 풀이,choice:2,79,standard,structured_table_or_box,False,0.84,M3_QUAD_PT053::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q069,069,18,50,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT055,근의 응용,19,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT055::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q070,070,18,50,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우,M3_QUAD_PT053,계수가 소수인 이차방정식의 풀이,choice:4,73,standard,structured_table_or_box,False,0.84,M3_QUAD_PT053::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q071,071,18,50,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,6,74,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q072,072,19,50,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:2,62,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q073,073,19,50,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,-2,69,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q074,074,19,50,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:4,69,advanced,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q075,075,19,51,공통부분이 있는 이차방정식의 풀이,M3_QUAD_PT060,공통부분을 찾아야 하는 경우,choice:2,80,standard,symbolic_expression,False,0.91,M3_QUAD_PT060::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q076,076,20,51,새로운 기호로 정의된 연산에 의한 이차방정식의 풀이,M3_QUAD_PT062,주어진 정의를 이용한 식의 계산,-10,65,advanced,structured_table_or_box,False,0.91,M3_QUAD_PT062::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q077,077,20,51,새로운 기호로 정의된 연산에 의한 이차방정식의 풀이,M3_QUAD_PT062,주어진 정의를 이용한 식의 계산,62,53,advanced,structured_table_or_box,False,0.91,M3_QUAD_PT062::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q078,078,20,51,새로운 기호로 정의된 연산에 의한 이차방정식의 풀이,M3_QUAD_PT062,주어진 정의를 이용한 식의 계산,86,50,advanced,structured_table_or_box,False,0.91,M3_QUAD_PT062::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q079,079,20,51,이차방정식의 근의 개수,M3_QUAD_PT063,근의 개수 판별,21,49,advanced,defined_symbol_expression,False,0.84,M3_QUAD_PT063::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q080,080,21,51,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,-2,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q081,081,21,51,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,4,84,standard,structured_table_or_box,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q082,082,21,52,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,6,74,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q083,083,21,52,이차방정식이 중근을 가질 조건,M3_QUAD_PT066,중근을 갖게 하는 미지수 응용,5,73,standard,symbolic_expression,False,0.84,M3_QUAD_PT066::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q084,084,22,52,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,choice:5,75,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q085,085,22,52,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT068,근을 갖도록 하는 미지수,choice:2,65,advanced,symbolic_expression,False,0.84,M3_QUAD_PT068::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q086,086,22,52,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT067,중근을 가질 조건의 활용,choice:5,78,standard,symbolic_expression,False,0.84,M3_QUAD_PT067::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q087,087,22,52,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,choice:1,76,standard,symbolic_expression,False,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q088,088,23,52,근의 개수에 따른 미지수의 값의 범위 구하기,M3_QUAD_PT069,근이 존재하지 않도록 하는 미지수,1/2,58,advanced,geometry_diagram,True,0.84,M3_QUAD_PT069::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q089,089,23,52,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:3,81,standard,structured_table_or_box,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q090,090,23,52,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:1,82,standard,structured_table_or_box,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q091,091,23,53,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT079,중근이 주어진 경우,choice:2,68,advanced,structured_table_or_box,False,0.84,M3_QUAD_PT079::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q092,092,24,53,이차방정식 구하기(1) 두 근 또는 중근이 주어졌을 때,M3_QUAD_PT078,두 근이 주어진 경우,choice:2,72,standard,symbolic_expression,False,0.84,M3_QUAD_PT078::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q093,093,24,53,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때,M3_QUAD_PT086,두 근의 차가 주어진 경우,36,78,standard,symbolic_expression,False,0.84,M3_QUAD_PT086::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q094,094,24,53,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때,M3_QUAD_PT086,두 근의 차가 주어진 경우,9,71,standard,symbolic_expression,False,0.84,M3_QUAD_PT086::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q095,095,24,53,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때,M3_QUAD_PT089,두 근이 연속하는 수인 경우,4,70,standard,symbolic_expression,False,0.84,M3_QUAD_PT089::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q096,096,25,53,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때,M3_QUAD_PT082,두 근의 비가 주어진 경우,-3,69,advanced,symbolic_expression,False,0.84,M3_QUAD_PT082::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q097,097,25,53,이차방정식 구하기(2) 두 근 사이의 관계식이 주어졌을 때,M3_QUAD_PT086,두 근의 차가 주어진 경우,-8,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT086::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q098,098,25,53,잘못 보고 푼 이차방정식,M3_QUAD_PT090,이차방정식 구하기,choice:5,81,standard,structured_table_or_box,False,0.84,M3_QUAD_PT090::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q099,099,25,54,잘못 보고 푼 이차방정식,M3_QUAD_PT091,이차방정식의 풀이,40,71,standard,structured_table_or_box,False,0.84,M3_QUAD_PT091::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q100,100,26,54,잘못 보고 푼 이차방정식,M3_QUAD_PT091,이차방정식의 풀이,choice:5,78,standard,structured_table_or_box,False,0.84,M3_QUAD_PT091::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q101,101,26,54,잘못 보고 푼 이차방정식,M3_QUAD_PT090,이차방정식 구하기,choice:4,83,standard,structured_table_or_box,False,0.84,M3_QUAD_PT090::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q102,102,26,54,한 근이 무리수인 이차방정식,M3_QUAD_PT092,이차방정식의 풀이,4,79,standard,symbolic_expression,False,0.91,M3_QUAD_PT092::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q103,103,26,54,한 근이 무리수인 이차방정식,M3_QUAD_PT093,미지수가 포함된 경우,5,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT093::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q104,104,27,54,한 근이 무리수인 이차방정식,M3_QUAD_PT094,미지수가 여러 개 포함된 경우,10,77,standard,symbolic_expression,False,0.84,M3_QUAD_PT094::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q105,105,27,54,한 근이 무리수인 이차방정식,M3_QUAD_PT093,미지수가 포함된 경우,choice:3,75,standard,symbolic_expression,False,0.84,M3_QUAD_PT093::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q106,106,27,54,이차방정식의 활용(2) 수,M3_QUAD_PT104,각 자리의 수에 대한 조건이 주어진 경우,515,63,advanced,symbolic_expression,False,0.84,M3_QUAD_PT104::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q107,107,27,55,이차방정식의 활용(2) 수,M3_QUAD_PT105,표에 조건에 맞는 수 넣기,choice:1|choice:4,80,standard,structured_table_or_box,False,0.84,M3_QUAD_PT105::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q108,108,28,55,이차방정식의 활용(2) 수,M3_QUAD_PT104,각 자리의 수에 대한 조건이 주어진 경우,choice:2,80,standard,verbal_model,False,0.84,M3_QUAD_PT104::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q109,109,28,55,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT111,연속하는 세 짝(홀)수의 관계가 주어진 경우,choice:5,84,standard,verbal_model,False,0.84,
M3_QUAD_150_S06_Q110,110,28,55,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT110,연속하는 세 자연수의 관계가 주어진 경우,choice:5,81,standard,verbal_model,False,0.84,M3_QUAD_PT110::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q111,111,28,55,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT111,연속하는 세 짝(홀)수의 관계가 주어진 경우,33,83,standard,verbal_model,False,0.84,
