item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_TRIG_150_S01_Q057,057,15,52,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기,M3_TRIG_PT038,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 계산·해석,value:4/3,72,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT038::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q058,058,15,52,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기,M3_TRIG_PT037,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 기본 판별,choice:2,86,basic,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT037::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q059,059,15,52,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기,M3_TRIG_PT038,특수한 각의 삼각비를 이용하여 다른 삼각비의 값 구하기 - 계산·해석,value:1/2,83,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT038::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q060,060,15,52,직선의 기울기와 삼각비의 값,M3_TRIG_PT042,직선의 기울기와 삼각비의 값 - 복합 적용,value:0,70,advanced,symbolic_or_verbal,False,True,0.9,M3_TRIG_PT042::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q061,061,16,52,직선의 기울기와 삼각비의 값,M3_TRIG_PT041,직선의 기울기와 삼각비의 값 - 계산·해석,choice:2,75,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT041::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q062,062,16,52,직선의 기울기와 삼각비의 값,M3_TRIG_PT041,직선의 기울기와 삼각비의 값 - 계산·해석,choice:5,73,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT041::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q063,063,16,53,직선의 기울기와 삼각비의 값,M3_TRIG_PT041,직선의 기울기와 삼각비의 값 - 계산·해석,choice:4,83,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT041::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q064,064,16,53,특수한 각의 삼각비의 도형에의 활용,M3_TRIG_PT044,특수한 각의 삼각비의 도형에의 활용 - 계산·해석,choice:4,84,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT044::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q065,065,17,53,특수한 각의 삼각비의 도형에의 활용,M3_TRIG_PT044,특수한 각의 삼각비의 도형에의 활용 - 계산·해석,choice:2,82,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT044::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q066,066,17,53,특수한 각의 삼각비의 도형에의 활용,M3_TRIG_PT043,특수한 각의 삼각비의 도형에의 활용 - 기본 판별,choice:2,88,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT043::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q067,067,17,53,특수한 각의 삼각비의 도형에의 활용,M3_TRIG_PT043,특수한 각의 삼각비의 도형에의 활용 - 기본 판별,choice:4,87,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT043::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q068,068,17,53,사분원을 이용한 삼각비의 값,M3_TRIG_PT047,사분원을 이용한 삼각비의 값 - 계산·해석,choice:5,81,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT047::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q069,069,18,54,사분원을 이용한 삼각비의 값,M3_TRIG_PT047,사분원을 이용한 삼각비의 값 - 계산·해석,choice:2,70,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT047::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q070,070,18,54,사분원을 이용한 삼각비의 값,M3_TRIG_PT046,사분원을 이용한 삼각비의 값 - 기본 판별,choice:2,88,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT046::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q071,071,18,54,사분원을 이용한 삼각비의 값,M3_TRIG_PT047,사분원을 이용한 삼각비의 값 - 계산·해석,choice:4,80,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT047::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q072,072,18,54,"특수한 각(0˚, 90˚)의 삼각비의 값",M3_TRIG_PT049,"특수한 각(0˚, 90˚)의 삼각비의 값 - 기본 판별",choice:1,89,basic,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT049::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q073,073,19,54,"특수한 각(0˚, 90˚)의 삼각비의 값",M3_TRIG_PT049,"특수한 각(0˚, 90˚)의 삼각비의 값 - 기본 판별",choice:1,85,basic,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT049::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q074,074,19,54,"특수한 각(0˚, 90˚)의 삼각비의 값",M3_TRIG_PT050,"특수한 각(0˚, 90˚)의 삼각비의 값 - 계산·해석",value:1,71,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT050::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q075,075,19,54,"특수한 각(0˚, 90˚)의 삼각비의 값",M3_TRIG_PT050,"특수한 각(0˚, 90˚)의 삼각비의 값 - 계산·해석",value:1,70,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT050::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q076,076,19,54,삼각비의 값의 대소 관계,M3_TRIG_PT052,삼각비의 값의 대소 관계 - 기본 판별,choice:3,86,basic,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT052::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q077,077,20,55,삼각비의 값의 대소 관계,M3_TRIG_PT053,삼각비의 값의 대소 관계 - 계산·해석,choice:4,66,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT053::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q078,078,20,55,삼각비의 값의 대소 관계,M3_TRIG_PT053,삼각비의 값의 대소 관계 - 계산·해석,choice:5,84,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT053::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q079,079,20,55,삼각비의 값의 대소 관계를 이용한 식의 계산,M3_TRIG_PT056,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,value:2,78,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT056::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q080,080,20,55,삼각비의 값의 대소 관계를 이용한 식의 계산,M3_TRIG_PT056,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,choice:4,78,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT056::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q081,081,21,55,삼각비의 값의 대소 관계를 이용한 식의 계산,M3_TRIG_PT056,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,value:30deg,83,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT056::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q082,082,21,55,삼각비의 값의 대소 관계를 이용한 식의 계산,M3_TRIG_PT056,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,choice:4,75,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT056::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q083,083,21,55,삼각비의 값의 대소 관계를 이용한 식의 계산,M3_TRIG_PT056,삼각비의 값의 대소 관계를 이용한 식의 계산 - 계산·해석,choice:4,77,concept,symbolic_or_verbal,False,False,0.94,M3_TRIG_PT056::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q084,084,21,56,삼각비의 표(1); 삼각비의 값,M3_TRIG_PT060,삼각비의 표(1); 삼각비의 값 - 복합 적용,value:19,51,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT060::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q085,085,22,56,삼각비의 표(1); 삼각비의 값,M3_TRIG_PT059,삼각비의 표(1); 삼각비의 값 - 계산·해석,value:1.0625,83,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT059::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q086,086,22,56,삼각비의 표(1); 삼각비의 값,M3_TRIG_PT059,삼각비의 표(1); 삼각비의 값 - 계산·해석,value:-0.4248,70,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT059::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q087,087,22,56,삼각비의 표(1); 삼각비의 값,M3_TRIG_PT059,삼각비의 표(1); 삼각비의 값 - 계산·해석,value:3.552,75,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT059::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q088,088,22,56,삼각비의 표(2); 각의 크기,M3_TRIG_PT061,삼각비의 표(2); 각의 크기 - 기본 판별,value:61deg,87,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT061::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q089,089,23,56,삼각비의 표(2); 각의 크기,M3_TRIG_PT061,삼각비의 표(2); 각의 크기 - 기본 판별,value:53deg,91,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT061::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q090,090,23,56,삼각비의 표(2); 각의 크기,M3_TRIG_PT061,삼각비의 표(2); 각의 크기 - 기본 판별,value:38deg,93,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT061::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q091,091,23,56,삼각비의 표(2); 각의 크기,M3_TRIG_PT063,삼각비의 표(2); 각의 크기 - 복합 적용,value:53deg,51,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT063::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q092,092,23,56,삼각비의 표(3); 변의 길이,M3_TRIG_PT065,삼각비의 표(3); 변의 길이 - 계산·해석,value:24.19,82,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT065::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q093,093,24,56,삼각비의 표(3); 변의 길이,M3_TRIG_PT065,삼각비의 표(3); 변의 길이 - 계산·해석,choice:5,84,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT065::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q094,094,24,57,삼각비의 표(3); 변의 길이,M3_TRIG_PT066,삼각비의 표(3); 변의 길이 - 복합 적용,value:1322,54,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT066::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q095,095,24,57,삼각비의 표(3); 변의 길이,M3_TRIG_PT064,삼각비의 표(3); 변의 길이 - 기본 판별,choice:3,91,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT064::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q096,096,24,57,삼각비의 표(3); 변의 길이,M3_TRIG_PT065,삼각비의 표(3); 변의 길이 - 계산·해석,value:90,77,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT065::M3_TRIG_CROSS_SET
