item_id,source_id,book_id,source_subject,source_unit_id,source_unit_name,source_subunit_order,source_subunit_name,source_question_no,problem_pdf_file,problem_pdf_page,solution_pdf_file,solution_ref_status,target_curriculum_subject,target_domain_id,target_domain_name,engine_unit_id,engine_unit_name,matched_problem_type_id,matched_problem_type_name,concept_ids,engine_type_default_difficulty,item_difficulty,mapping_status,review_status,variant_id,variant_tags,near_duplicate_group,duplicate_of,diversity_weight,diagnosis_weight,skill_tags,error_tags,prerequisite_tags,storage_policy,created_at
SIDAE_SU1_MORE_ALG_Q291,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,291,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,5,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___BASIC_CONCEPT_FORM,trig|basic_concept_form,H2_ALG_TRIG_FUNC_PT001_02_basic_concept_form,,1.0,0.8,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q292,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,292,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,5,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___BASIC_CONCEPT_FORM,trig|basic_concept_form,H2_ALG_TRIG_FUNC_PT001_02_basic_concept_form,,1.0,0.8,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q293,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,293,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,5,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___CONDITION_APPLICATION_FORM,trig|condition_application_form,H2_ALG_TRIG_FUNC_PT001_02_condition_application_form,,1.0,0.9,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q294,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,294,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,6,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___CONDITION_APPLICATION_FORM,trig|condition_application_form,H2_ALG_TRIG_FUNC_PT001_02_condition_application_form,,1.0,0.9,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q295,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,295,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,6,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___CONDITION_APPLICATION_FORM,trig|condition_application_form,H2_ALG_TRIG_FUNC_PT001_02_condition_application_form,,1.0,0.9,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q296,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,296,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,6,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___MIXED_REVIEW_FORM,trig|mixed_review_form,H2_ALG_TRIG_FUNC_PT001_02_mixed_review_form,,1.0,1.0,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q297,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,297,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___MIXED_REVIEW_FORM,trig|mixed_review_form,H2_ALG_TRIG_FUNC_PT001_02_mixed_review_form,,1.0,1.0,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q298,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,2,삼각함수의 기본 연산,298,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT001,일반각을 동경으로 나타내기 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C001,core,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT001___MIXED_REVIEW_FORM,trig|mixed_review_form,H2_ALG_TRIG_FUNC_PT001_02_mixed_review_form,,1.0,1.0,trig|condition_check|answer_validation,general_angle|terminal_side|angle_representation,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q299,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,299,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___BASIC_CONCEPT_FORM,graph|trig|basic_concept_form,H2_ALG_TRIG_FUNC_PT301_03_basic_concept_form,,1.0,0.8,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q300,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,300,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___BASIC_CONCEPT_FORM,graph|trig|basic_concept_form,H2_ALG_TRIG_FUNC_PT301_03_basic_concept_form,,1.0,0.8,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q301,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,301,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___BASIC_CONCEPT_FORM,graph|trig|basic_concept_form,H2_ALG_TRIG_FUNC_PT301_03_basic_concept_form,,1.0,0.8,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q302,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,302,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___CONDITION_APPLICATION_FORM,graph|trig|condition_application_form,H2_ALG_TRIG_FUNC_PT301_03_condition_application_form,,1.0,0.9,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q303,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,303,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___CONDITION_APPLICATION_FORM,graph|trig|condition_application_form,H2_ALG_TRIG_FUNC_PT301_03_condition_application_form,,1.0,0.9,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q304,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,304,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT301,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 기본 판별,H2_ALG_TRIG_FUNC_C101,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT301___CONDITION_APPLICATION_FORM,graph|trig|condition_application_form,H2_ALG_TRIG_FUNC_PT301_03_condition_application_form,,1.0,0.9,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q305,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_TRIG_FUNCTION_GRAPH,삼각함수 뜻과 그래프,3,삼각함수 그래프의 기본 성질,305,2027 시대인재 기출MORE 삼각함수 뜻과 그래프.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALGEBRA_TRIGONOMETRIC_FUNCTION,삼각함수,H2_ALG_TRIG_FUNC_PT303,삼각함수 그래프의 최대·최소 - 기본 개념 판별 - 혼합 검산,H2_ALG_TRIG_FUNC_C101,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_TRIG_FUNC_PT303___MIXED_REVIEW_FORM,graph|trig|mixed_review_form,H2_ALG_TRIG_FUNC_PT303_03_mixed_review_form,,1.0,1.0,graph|trig|condition_check|answer_validation,trig_max_min|range_judgment|graph_property,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
