source_id,problem_type_id,variant_id,group_count,duplicate_status,exact_duplicate_count,policy
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT001,H2_ALG_EXLOG_FUNC_PT001___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT303,H2_ALG_EXLOG_FUNC_PT303___MIXED_REVIEW_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT373,H2_ALG_EXLOG_FUNC_PT373___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT373,H2_ALG_EXLOG_FUNC_PT373___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT375,H2_ALG_EXLOG_FUNC_PT375___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT445,H2_ALG_EXLOG_FUNC_PT445___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT445,H2_ALG_EXLOG_FUNC_PT445___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT447,H2_ALG_EXLOG_FUNC_PT447___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT517,H2_ALG_EXLOG_FUNC_PT517___CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_EXLOG_FUNC_PT519,H2_ALG_EXLOG_FUNC_PT519___MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT001,H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,23,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT001,H2_ALG_SEQ_PT001___CONDITION_APPLICATION_FORM,7,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT001,H2_ALG_SEQ_PT001___MIXED_REVIEW_FORM,7,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT002,H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,18,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT003,H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,16,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT019,H2_ALG_SEQ_PT019___BASIC_CONCEPT_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT020,H2_ALG_SEQ_PT020___CONDITION_APPLICATION_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT021,H2_ALG_SEQ_PT021___MIXED_REVIEW_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT1088,H2_ALG_SEQ_PT1088___CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT1089,H2_ALG_SEQ_PT1089___MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT1115,H2_ALG_SEQ_PT1115___CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT1116,H2_ALG_SEQ_PT1116___MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT151,H2_ALG_SEQ_PT151___BASIC_CONCEPT_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT152,H2_ALG_SEQ_PT152___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT153,H2_ALG_SEQ_PT153___MIXED_REVIEW_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT187,H2_ALG_SEQ_PT187___BASIC_CONCEPT_FORM,10,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT188,H2_ALG_SEQ_PT188___CONDITION_APPLICATION_FORM,10,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT189,H2_ALG_SEQ_PT189___MIXED_REVIEW_FORM,10,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT190,H2_ALG_SEQ_PT190___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT191,H2_ALG_SEQ_PT191___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT192,H2_ALG_SEQ_PT192___MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT301,H2_ALG_SEQ_PT301___BASIC_CONCEPT_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT302,H2_ALG_SEQ_PT302___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT303,H2_ALG_SEQ_PT303___MIXED_REVIEW_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT379,H2_ALG_SEQ_PT379___BASIC_CONCEPT_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT380,H2_ALG_SEQ_PT380___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT381,H2_ALG_SEQ_PT381___MIXED_REVIEW_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT451,H2_ALG_SEQ_PT451___BASIC_CONCEPT_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT452,H2_ALG_SEQ_PT452___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT453,H2_ALG_SEQ_PT453___MIXED_REVIEW_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT613,H2_ALG_SEQ_PT613___BASIC_CONCEPT_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT614,H2_ALG_SEQ_PT614___CONDITION_APPLICATION_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT615,H2_ALG_SEQ_PT615___MIXED_REVIEW_FORM,7,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT670,H2_ALG_SEQ_PT670___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT671,H2_ALG_SEQ_PT671___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT672,H2_ALG_SEQ_PT672___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT676,H2_ALG_SEQ_PT676___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT677,H2_ALG_SEQ_PT677___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT678,H2_ALG_SEQ_PT678___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT683,H2_ALG_SEQ_PT683___CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT684,H2_ALG_SEQ_PT684___MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT739,H2_ALG_SEQ_PT739___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT740,H2_ALG_SEQ_PT740___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT741,H2_ALG_SEQ_PT741___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT772,H2_ALG_SEQ_PT772___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT773,H2_ALG_SEQ_PT773___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT774,H2_ALG_SEQ_PT774___MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT886,H2_ALG_SEQ_PT886___BASIC_CONCEPT_FORM,7,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT887,H2_ALG_SEQ_PT887___CONDITION_APPLICATION_FORM,8,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT888,H2_ALG_SEQ_PT888___MIXED_REVIEW_FORM,8,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT913,H2_ALG_SEQ_PT913__AN_1__BASIC_CONCEPT_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT914,H2_ALG_SEQ_PT914__AN_1__CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT915,H2_ALG_SEQ_PT915__AN_1__MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT946,H2_ALG_SEQ_PT946__AN_BN_BASIC_CONCEPT_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT947,H2_ALG_SEQ_PT947__AN_BN_CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_SEQ_PT948,H2_ALG_SEQ_PT948__AN_BN_MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001_SIN_X_COS_X__BASIC_CONCEPT_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001_SIN_X_COS_X__CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001_SIN_X_COS_X__MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT001,H2_ALG_TRIG_FUNC_PT001___MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT049,H2_ALG_TRIG_FUNC_PT049___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT049,H2_ALG_TRIG_FUNC_PT049___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT051,H2_ALG_TRIG_FUNC_PT051___MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT301,H2_ALG_TRIG_FUNC_PT301___BASIC_CONCEPT_FORM,11,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT301,H2_ALG_TRIG_FUNC_PT301___CONDITION_APPLICATION_FORM,12,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT303,H2_ALG_TRIG_FUNC_PT303___MIXED_REVIEW_FORM,12,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT337,H2_ALG_TRIG_FUNC_PT337___BASIC_CONCEPT_FORM,9,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT337,H2_ALG_TRIG_FUNC_PT337___CONDITION_APPLICATION_FORM,9,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT339,H2_ALG_TRIG_FUNC_PT339___MIXED_REVIEW_FORM,9,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT421,H2_ALG_TRIG_FUNC_PT421___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT421,H2_ALG_TRIG_FUNC_PT421___CONDITION_APPLICATION_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT423,H2_ALG_TRIG_FUNC_PT423___MIXED_REVIEW_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT529,H2_ALG_TRIG_FUNC_PT529___BASIC_CONCEPT_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT529,H2_ALG_TRIG_FUNC_PT529___CONDITION_APPLICATION_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT531,H2_ALG_TRIG_FUNC_PT531___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT565,H2_ALG_TRIG_FUNC_PT565___BASIC_CONCEPT_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT565,H2_ALG_TRIG_FUNC_PT565___CONDITION_APPLICATION_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT567,H2_ALG_TRIG_FUNC_PT567___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT601,H2_ALG_TRIG_FUNC_PT601___CONDITION_APPLICATION_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT603,H2_ALG_TRIG_FUNC_PT603___MIXED_REVIEW_FORM,2,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT625,H2_ALG_TRIG_FUNC_PT625___BASIC_CONCEPT_FORM,3,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT625,H2_ALG_TRIG_FUNC_PT625___CONDITION_APPLICATION_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_ALG_TRIG_FUNC_PT627,H2_ALG_TRIG_FUNC_PT627___MIXED_REVIEW_FORM,6,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT041,H2_EL_PT041___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT041,H2_EL_PT041___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT041,H2_EL_PT041___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT049,H2_EL_PT049___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT049,H2_EL_PT049___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT049,H2_EL_PT049___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT095,H2_EL_PT095___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT095,H2_EL_PT095___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT095,H2_EL_PT095___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT099,H2_EL_PT099___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT100,H2_EL_PT100___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT100,H2_EL_PT100___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT100,H2_EL_PT100___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT102,H2_EL_PT102___CONDITION_APPLICATION_FORM,5,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT102,H2_EL_PT102___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT133,H2_EL_PT133___BASIC_CONCEPT_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT133,H2_EL_PT133___CONDITION_APPLICATION_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
SIDAE_SU1_MORE,H2_EL_PT133,H2_EL_PT133___MIXED_REVIEW_FORM,4,near_duplicate_group_only,0,not removed; diversity_weight controls repeated exposure
