item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_CIRC_150_S07_Q029,029,8,46,원의 접선의 성질의 활용,M3_CIRC_PT033,원의 접선의 성질의 활용 - 종합 활용,choice:3,77,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT033::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q030,030,8,46,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:4,83,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q031,031,8,46,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,choice:1,89,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q032,032,8,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,12.5 cm,68,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q033,033,9,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,90°,83,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q034,034,9,47,반원에서의 접선,M3_CIRC_PT032,원의 접선의 성질의 활용 - 조건 적용,90°,83,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT032::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q035,035,9,47,삼각형의 내접원,M3_CIRC_PT035,삼각형의 내접원 - 조건 적용,choice:2,85,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT035::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q036,036,9,47,삼각형의 내접원,M3_CIRC_PT035,삼각형의 내접원 - 조건 적용,12,83,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT035::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q037,037,10,48,삼각형의 내접원,M3_CIRC_PT035,삼각형의 내접원 - 조건 적용,choice:4,66,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT035::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q038,038,10,48,삼각형의 내접원,M3_CIRC_PT035,삼각형의 내접원 - 조건 적용,choice:4,83,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT035::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q039,039,10,48,삼각형의 내접원,M3_CIRC_PT035,삼각형의 내접원 - 조건 적용,5 cm,78,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT035::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q040,040,10,48,직각삼각형의 내접원,M3_CIRC_PT039,직각삼각형의 내접원 - 종합 활용,28 km,29,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT039::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q041,041,11,49,직각삼각형의 내접원,M3_CIRC_PT038,직각삼각형의 내접원 - 조건 적용,60 cm^2,75,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT038::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q042,042,11,49,직각삼각형의 내접원,M3_CIRC_PT039,직각삼각형의 내접원 - 종합 활용,26,72,advanced,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT039::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q043,043,11,49,직각삼각형의 내접원,M3_CIRC_PT038,직각삼각형의 내접원 - 조건 적용,choice:3,69,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT038::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q044,044,11,50,직각삼각형의 내접원,M3_CIRC_PT039,직각삼각형의 내접원 - 종합 활용,1,82,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT039::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q045,045,12,50,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우,M3_CIRC_PT045,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우 - 종합 활용,choice:5,31,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT045::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q046,046,12,51,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우,M3_CIRC_PT044,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우 - 조건 적용,choice:5,89,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT044::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q047,047,12,51,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우,M3_CIRC_PT044,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우 - 조건 적용,choice:5,77,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT044::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q048,048,12,51,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우,M3_CIRC_PT044,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우 - 조건 적용,6,80,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT044::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q049,049,13,51,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우,M3_CIRC_PT044,원에 외접하는 사각형의 성질(2); 한 내각이 90˚인 경우 - 조건 적용,150 cm^2,84,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT044::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q050,050,13,51,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,3 cm,78,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q051,051,13,52,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,29,58,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q052,052,13,52,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,13,76,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q053,053,14,52,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,choice:5,53,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q054,054,14,52,원에 외접하는 사각형의 성질의 활용(1); 직사각형,M3_CIRC_PT048,원에 외접하는 사각형의 성질의 활용(1); 직사각형 - 종합 활용,12 cm,78,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT048::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q055,055,14,53,원에 외접하는 사각형의 성질의 활용(2); 그 외,M3_CIRC_PT051,원에 외접하는 사각형의 성질의 활용(2); 그 외 - 종합 활용,5/3 cm,49,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT051::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q056,056,14,53,원에 외접하는 사각형의 성질의 활용(2); 그 외,M3_CIRC_PT050,원에 외접하는 사각형의 성질의 활용(2); 그 외 - 조건 적용,32°,65,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT050::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q057,057,15,53,원에 외접하는 사각형의 성질의 활용(2); 그 외,M3_CIRC_PT050,원에 외접하는 사각형의 성질의 활용(2); 그 외 - 조건 적용,29°,66,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT050::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q058,058,15,53,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,18°,48,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q059,059,15,54,원주각과 중심각의 크기(1),M3_CIRC_PT052,원주각과 중심각의 크기(1) - 기본 판별,choice:1,84,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT052::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q060,060,15,54,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,choice:4,60,concept,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q061,061,16,54,원주각과 중심각의 크기(1),M3_CIRC_PT053,원주각과 중심각의 크기(1) - 조건 적용,40°,76,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT053::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q062,062,16,54,원주각의 성질(1); 한 호,M3_CIRC_PT061,원주각의 성질(1); 한 호 - 기본 판별,choice:3,88,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT061::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q063,063,16,54,원주각의 성질(1); 한 호,M3_CIRC_PT061,원주각의 성질(1); 한 호 - 기본 판별,choice:4,84,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT061::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q064,064,16,55,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,102°,83,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q065,065,17,55,원주각의 성질(1); 한 호,M3_CIRC_PT063,원주각의 성질(1); 한 호 - 종합 활용,choice:5,86,advanced,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT063::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q066,066,17,55,원주각의 성질(2); 반원,M3_CIRC_PT065,원주각의 성질(2); 반원 - 조건 적용,choice:4,30,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT065::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q067,067,17,55,원주각의 성질(2); 반원,M3_CIRC_PT065,원주각의 성질(2); 반원 - 조건 적용,choice:5,70,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT065::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q068,068,17,55,원주각의 성질(2); 반원,M3_CIRC_PT065,원주각의 성질(2); 반원 - 조건 적용,choice:4,86,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT065::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q069,069,18,56,원주각의 성질(2); 반원,M3_CIRC_PT065,원주각의 성질(2); 반원 - 조건 적용,choice:4,81,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT065::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q070,070,18,56,원주각의 성질(2); 반원,M3_CIRC_PT065,원주각의 성질(2); 반원 - 조건 적용,choice:2,73,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT065::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q071,071,18,56,원주각과 삼각비의 값(1),M3_CIRC_PT068,원주각과 삼각비의 값(1) - 조건 적용,choice:3,64,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT068::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q072,072,18,56,원주각과 삼각비의 값(1),M3_CIRC_PT068,원주각과 삼각비의 값(1) - 조건 적용,choice:5,50,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT068::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q073,073,19,56,원주각과 삼각비의 값(1),M3_CIRC_PT068,원주각과 삼각비의 값(1) - 조건 적용,choice:4,79,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT068::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q074,074,19,56,원주각과 삼각비의 값(1),M3_CIRC_PT068,원주각과 삼각비의 값(1) - 조건 적용,choice:1,86,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT068::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q075,075,19,56,원주각과 삼각비의 값(1),M3_CIRC_PT068,원주각과 삼각비의 값(1) - 조건 적용,choice:2,80,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT068::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q076,076,19,57,"원주각과 삼각비의 값(2); 선분의 길이, 넓이",M3_CIRC_PT070,"원주각과 삼각비의 값(2); 선분의 길이, 넓이 - 기본 판별",9,63,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT070::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q077,077,20,57,"원주각과 삼각비의 값(2); 선분의 길이, 넓이",M3_CIRC_PT070,"원주각과 삼각비의 값(2); 선분의 길이, 넓이 - 기본 판별",choice:5,71,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT070::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q078,078,20,57,"원주각과 삼각비의 값(2); 선분의 길이, 넓이",M3_CIRC_PT071,"원주각과 삼각비의 값(2); 선분의 길이, 넓이 - 조건 적용",choice:2,85,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT071::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q079,079,20,57,"원주각과 삼각비의 값(2); 선분의 길이, 넓이",M3_CIRC_PT071,"원주각과 삼각비의 값(2); 선분의 길이, 넓이 - 조건 적용",choice:1,90,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT071::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q080,080,20,58,원주각의 크기와 호의 길이(1),M3_CIRC_PT074,원주각의 크기와 호의 길이(1) - 조건 적용,57°,51,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT074::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q081,081,21,58,원주각의 크기와 호의 길이(1),M3_CIRC_PT074,원주각의 크기와 호의 길이(1) - 조건 적용,choice:3,71,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT074::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q082,082,21,58,원주각의 크기와 호의 길이(1),M3_CIRC_PT075,원주각의 크기와 호의 길이(1) - 종합 활용,196,48,advanced,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT075::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q083,083,21,59,원주각의 크기와 호의 길이(1),M3_CIRC_PT075,원주각의 크기와 호의 길이(1) - 종합 활용,choice:4,47,advanced,diagram_or_geometric_configuration,True,True,0.97,M3_CIRC_PT075::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q084,084,21,59,원주각의 크기와 호의 길이(2),M3_CIRC_PT077,원주각의 크기와 호의 길이(2) - 조건 적용,105°,75,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT077::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q085,085,22,59,원주각의 크기와 호의 길이(2),M3_CIRC_PT077,원주각의 크기와 호의 길이(2) - 조건 적용,140°,76,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT077::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q086,086,22,59,원주각의 크기와 호의 길이(2),M3_CIRC_PT077,원주각의 크기와 호의 길이(2) - 조건 적용,choice:3,74,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT077::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q087,087,22,59,원주각의 크기와 호의 길이(2),M3_CIRC_PT077,원주각의 크기와 호의 길이(2) - 조건 적용,10°,77,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT077::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q088,088,22,60,원주각의 크기와 호의 길이(2),M3_CIRC_PT077,원주각의 크기와 호의 길이(2) - 조건 적용,40 cm,79,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT077::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q089,089,23,60,원주각의 크기와 호의 길이(3),M3_CIRC_PT080,원주각의 크기와 호의 길이(3) - 조건 적용,choice:5,89,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT080::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q090,090,23,60,원주각의 크기와 호의 길이(3),M3_CIRC_PT080,원주각의 크기와 호의 길이(3) - 조건 적용,9,63,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT080::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q091,091,23,60,원주각의 크기와 호의 길이(3),M3_CIRC_PT080,원주각의 크기와 호의 길이(3) - 조건 적용,choice:1,86,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT080::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q092,092,23,60,원주각의 크기와 호의 길이(3),M3_CIRC_PT080,원주각의 크기와 호의 길이(3) - 조건 적용,choice:3,67,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT080::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q093,093,24,60,원주각의 크기와 호의 길이(3),M3_CIRC_PT080,원주각의 크기와 호의 길이(3) - 조건 적용,108°,65,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT080::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q094,094,24,61,네 점이 한 원에 있기 위한 조건,M3_CIRC_PT083,네 점이 한 원에 있기 위한 조건 - 조건 적용,7,51,concept,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT083::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q095,095,24,61,네 점이 한 원에 있기 위한 조건,M3_CIRC_PT082,네 점이 한 원에 있기 위한 조건 - 기본 판별,choice:2,93,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT082::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q096,096,24,61,네 점이 한 원에 있기 위한 조건,M3_CIRC_PT082,네 점이 한 원에 있기 위한 조건 - 기본 판별,choice:4,87,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT082::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q097,097,25,61,네 점이 한 원에 있기 위한 조건,M3_CIRC_PT082,네 점이 한 원에 있기 위한 조건 - 기본 판별,48°,74,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT082::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q098,098,25,61,원에 내접하는 사각형의 성질(1),M3_CIRC_PT085,원에 내접하는 사각형의 성질(1) - 기본 판별,134°,59,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT085::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q099,099,25,61,원에 내접하는 사각형의 성질(1),M3_CIRC_PT085,원에 내접하는 사각형의 성질(1) - 기본 판별,choice:3,70,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT085::M3_CIRC_CROSS_SET
M3_CIRC_150_S07_Q100,100,25,61,원에 내접하는 사각형의 성질(1),M3_CIRC_PT085,원에 내접하는 사각형의 성질(1) - 기본 판별,choice:4,94,basic,diagram_or_geometric_configuration,True,False,0.97,M3_CIRC_PT085::M3_CIRC_CROSS_SET
