item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence
M3_POLY_150_S06_Q092,092,23,53,인수분해 공식(4) acx²+(ad+bc)x+bd=(ax+b)(cx+d),M3_POLY_PT128,일차항 계수가 1이 아닌 이차식 인수분해 - 조건 적용,3,77,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q093,093,24,53,인수분해 공식(종합),M3_POLY_PT136,인수분해 공식 종합 - 계산 수행,choice:5,81,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q094,094,24,53,인수분해 공식(종합),M3_POLY_PT136,인수분해 공식 종합 - 계산 수행,choice:2,84,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q095,095,24,53,인수분해 공식(종합),M3_POLY_PT137,인수분해 공식 종합 - 조건 적용,choice:4,86,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q096,096,24,53,도형을 이용한 인수분해 공식,M3_POLY_PT139,도형을 이용한 인수분해 공식 - 계산 수행,"choice:2,5",77,core,geometry_diagram,True,0.87
M3_POLY_150_S06_Q097,097,25,53,도형을 이용한 인수분해 공식,M3_POLY_PT139,도형을 이용한 인수분해 공식 - 계산 수행,choice:5,81,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q098,098,25,53,두 다항식의 공통인수 구하기,M3_POLY_PT142,두 다항식의 공통인수 구하기 - 계산 수행,choice:1,90,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q099,099,25,54,두 다항식의 공통인수 구하기,M3_POLY_PT143,두 다항식의 공통인수 구하기 - 조건 적용,choice:4,57,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q100,100,25,54,두 다항식의 공통인수 구하기,M3_POLY_PT143,두 다항식의 공통인수 구하기 - 조건 적용,choice:3,59,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q101,101,26,54,인수가 주어진 이차식의 미지수의 값 구하기,M3_POLY_PT145,인수가 주어진 이차식의 미지수와 값 - 계산 수행,36,65,standard,visual_condition_model,False,0.87
M3_POLY_150_S06_Q102,102,26,54,인수가 주어진 이차식의 미지수의 값 구하기,M3_POLY_PT145,인수가 주어진 이차식의 미지수와 값 - 계산 수행,8,83,core,factor_tree_or_flowchart,False,0.87
M3_POLY_150_S06_Q103,103,26,54,두 일차식의 곱으로 인수분해 될 때 미지수 구하기,M3_POLY_PT148,두 일차식의 곱으로 인수분해될 때 미지수 - 계산 수행,choice:2,90,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q104,104,26,54,두 일차식의 곱으로 인수분해 될 때 미지수 구하기,M3_POLY_PT149,두 일차식의 곱으로 인수분해될 때 미지수 - 조건 적용,choice:3,78,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q105,105,27,54,두 일차식의 곱으로 인수분해 될 때 미지수 구하기,M3_POLY_PT149,두 일차식의 곱으로 인수분해될 때 미지수 - 조건 적용,11,64,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q106,106,27,54,공통인수를 이용한 인수분해,M3_POLY_PT154,복잡한 식의 공통인수 인수분해 - 계산 수행,choice:3,65,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q107,107,27,55,공통인수를 이용한 인수분해,M3_POLY_PT154,복잡한 식의 공통인수 인수분해 - 계산 수행,486,52,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q108,108,27,55,공통인수를 이용한 인수분해,M3_POLY_PT155,복잡한 식의 공통인수 인수분해 - 조건 적용,choice:2,88,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q109,109,28,55,치환을 이용한 인수분해(1) 공통부분이 있는 경우,M3_POLY_PT157,공통부분이 있는 식의 치환 인수분해 - 계산 수행,choice:4,78,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q110,110,28,55,치환을 이용한 인수분해(1) 공통부분이 있는 경우,M3_POLY_PT157,공통부분이 있는 식의 치환 인수분해 - 계산 수행,11,72,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q111,111,28,55,치환을 이용한 인수분해(1) 공통부분이 있는 경우,M3_POLY_PT158,공통부분이 있는 식의 치환 인수분해 - 조건 적용,4,62,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q112,112,28,55,치환을 이용한 인수분해(2) 다른 형태로 주어진 공통부분이 있는 경우,M3_POLY_PT160,다른 형태로 주어진 공통부분 치환 - 계산 수행,choice:4,82,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q113,113,29,55,치환을 이용한 인수분해(2) 다른 형태로 주어진 공통부분이 있는 경우,M3_POLY_PT161,다른 형태로 주어진 공통부분 치환 - 조건 적용,-7,71,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q114,114,29,55,치환을 이용한 인수분해(2) 다른 형태로 주어진 공통부분이 있는 경우,M3_POLY_PT161,다른 형태로 주어진 공통부분 치환 - 조건 적용,choice:4,78,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q115,115,29,56,치환을 이용한 인수분해(3) 공통부분이 2개 있는 경우,M3_POLY_PT163,공통부분이 2개 있는 식의 치환 - 계산 수행,9,72,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q116,116,29,56,치환을 이용한 인수분해(3) 공통부분이 2개 있는 경우,M3_POLY_PT164,공통부분이 2개 있는 식의 치환 - 조건 적용,choice:4,78,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q117,117,30,56,치환을 이용한 인수분해(3) 공통부분이 2개 있는 경우,M3_POLY_PT164,공통부분이 2개 있는 식의 치환 - 조건 적용,5,64,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q118,118,30,56,(  )(  )(  )(  )+k꼴의 인수분해,M3_POLY_PT166,( )( )( )+k꼴 인수분해 - 계산 수행,choice:5,70,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q119,119,30,56,(  )(  )(  )(  )+k꼴의 인수분해,M3_POLY_PT166,( )( )( )+k꼴 인수분해 - 계산 수행,"choice:1,4",67,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q120,120,30,56,(  )(  )(  )(  )+k꼴의 인수분해,M3_POLY_PT167,( )( )( )+k꼴 인수분해 - 조건 적용,choice:4,70,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q121,121,31,56,적당한 항끼리 묶어 인수분해 하기(1) 두 항씩 묶기,M3_POLY_PT169,적당한 항끼리 묶어 인수분해 - 계산 수행,choice:3,60,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q122,122,31,57,적당한 항끼리 묶어 인수분해 하기(1) 두 항씩 묶기,M3_POLY_PT170,적당한 항끼리 묶어 인수분해 - 조건 적용,choice:3,52,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q123,123,31,57,적당한 항끼리 묶어 인수분해 하기(1) 두 항씩 묶기,M3_POLY_PT170,적당한 항끼리 묶어 인수분해 - 조건 적용,choice:2,79,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q124,124,31,57,적당한 항끼리 묶어 인수분해 하기(2) ( )²-( )²꼴,M3_POLY_PT172,제곱차 꼴로 묶어 인수분해 - 계산 수행,"choice:1,3",70,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q125,125,32,57,적당한 항끼리 묶어 인수분해 하기(2) ( )²-( )²꼴,M3_POLY_PT172,제곱차 꼴로 묶어 인수분해 - 계산 수행,"choice:2,3",75,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q126,126,32,57,적당한 항끼리 묶어 인수분해 하기(2) ( )²-( )²꼴,M3_POLY_PT173,제곱차 꼴로 묶어 인수분해 - 조건 적용,choice:2,55,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q127,127,32,57,내림차순으로 정리하여 인수분해 하기(1) 공통부분이 있는 경우,M3_POLY_PT178,내림차순으로 정리하여 인수분해 - 계산 수행,choice:2,83,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q128,128,32,57,내림차순으로 정리하여 인수분해 하기(1) 공통부분이 있는 경우,M3_POLY_PT179,내림차순으로 정리하여 인수분해 - 조건 적용,"choice:1,4",73,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q129,129,33,57,내림차순으로 정리하여 인수분해 하기(1) 공통부분이 있는 경우,M3_POLY_PT179,내림차순으로 정리하여 인수분해 - 조건 적용,"choice:2,4",69,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q130,130,33,58,내림차순으로 정리하여 인수분해 하기(2) 공통부분이 없는 경우,M3_POLY_PT178,내림차순으로 정리하여 인수분해 - 계산 수행,choice:2,74,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q131,131,33,58,내림차순으로 정리하여 인수분해 하기(2) 공통부분이 없는 경우,M3_POLY_PT178,내림차순으로 정리하여 인수분해 - 계산 수행,9,67,standard,visual_condition_model,False,0.87
