item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence
M3_POLY_150_S10_Q022,022,6,43,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT030,일차항 계수가 1이 아닌 두 일차식의 곱 - 계산 수행,6,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q023,023,6,43,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT031,일차항 계수가 1이 아닌 두 일차식의 곱 - 조건 적용,2,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q024,024,6,43,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT031,일차항 계수가 1이 아닌 두 일차식의 곱 - 조건 적용,4,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q025,025,7,43,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT032,일차항 계수가 1이 아닌 두 일차식의 곱 - 종합 활용,choice:3|choice:4,78,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q026,026,7,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT030,일차항 계수가 1이 아닌 두 일차식의 곱 - 계산 수행,1,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q027,027,7,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT031,일차항 계수가 1이 아닌 두 일차식의 곱 - 조건 적용,-4,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q028,028,7,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT032,일차항 계수가 1이 아닌 두 일차식의 곱 - 종합 활용,choice:1,61,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q029,029,8,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT031,일차항 계수가 1이 아닌 두 일차식의 곱 - 조건 적용,choice:3,88,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q030,030,8,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT032,일차항 계수가 1이 아닌 두 일차식의 곱 - 종합 활용,choice:3,64,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q031,031,8,44,곱셈 공식(5) 일차항의 계수가 1이 아닌 두 일차식의 곱,M3_POLY_PT032,일차항 계수가 1이 아닌 두 일차식의 곱 - 종합 활용,choice:3,60,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q032,032,8,44,곱셈 공식(종합),M3_POLY_PT038,곱셈 공식 종합 적용 - 계산 수행,2,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q033,033,9,44,곱셈 공식(종합),M3_POLY_PT039,곱셈 공식 종합 적용 - 조건 적용,5,80,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q034,034,9,44,곱셈 공식(종합),M3_POLY_PT039,곱셈 공식 종합 적용 - 조건 적용,choice:1,73,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q035,035,9,44,곱셈 공식(종합),M3_POLY_PT040,곱셈 공식 종합 적용 - 종합 활용,choice:2,74,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q036,036,9,45,곱셈 공식(종합),M3_POLY_PT040,곱셈 공식 종합 적용 - 종합 활용,choice:3,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q037,037,10,45,곱셈 공식(종합),M3_POLY_PT038,곱셈 공식 종합 적용 - 계산 수행,choice:3,88,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q038,038,10,45,곱셈 공식(종합),M3_POLY_PT038,곱셈 공식 종합 적용 - 계산 수행,choice:1,90,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q039,039,10,45,곱셈 공식(종합),M3_POLY_PT039,곱셈 공식 종합 적용 - 조건 적용,choice:4,88,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q040,040,10,45,곱셈 공식(종합),M3_POLY_PT040,곱셈 공식 종합 적용 - 종합 활용,16,75,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q041,041,11,45,곱셈 공식(종합),M3_POLY_PT040,곱셈 공식 종합 적용 - 종합 활용,16,56,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q042,042,11,45,곱셈 공식(종합),M3_POLY_PT039,곱셈 공식 종합 적용 - 조건 적용,4,73,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q043,043,11,45,곱셈 공식(종합),M3_POLY_PT040,곱셈 공식 종합 적용 - 종합 활용,6,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q044,044,11,45,곱셈 공식을 이용한 두 수의 곱의 계산,M3_POLY_PT058,곱셈 공식을 이용한 두 수의 곱 계산 - 계산 수행,choice:4,87,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q045,045,12,45,곱셈 공식을 이용한 복잡한 수의 계산,M3_POLY_PT064,복잡한 수의 계산 - 종합 활용,choice:1,86,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q046,046,12,46,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT074,분모의 유리화 - 계산 수행,choice:1,81,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q047,047,12,46,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT074,분모의 유리화 - 계산 수행,choice:3,73,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q048,048,12,46,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT074,분모의 유리화 - 계산 수행,choice:4,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q049,049,13,46,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,choice:3,56,advanced,geometry_diagram,True,0.88
M3_POLY_150_S10_Q050,050,13,46,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT075,분모의 유리화 - 조건 적용,1/3,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q051,051,13,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,13,61,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q052,052,13,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT075,분모의 유리화 - 조건 적용,4,63,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q053,053,14,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT074,분모의 유리화 - 계산 수행,10,70,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q054,054,14,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,4,63,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q055,055,14,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,choice:3,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q056,056,14,47,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,choice:4,63,standard,geometry_diagram,True,0.88
M3_POLY_150_S10_Q057,057,15,48,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,6,50,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q058,058,15,48,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT075,분모의 유리화 - 조건 적용,choice:2,69,standard,geometry_diagram,True,0.88
M3_POLY_150_S10_Q059,059,15,48,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,0,65,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q060,060,15,48,곱셈 공식을 이용한 분모의 유리화,M3_POLY_PT076,분모의 유리화 - 종합 활용,choice:1,61,standard,geometry_diagram,True,0.88
M3_POLY_150_S10_Q061,061,16,48,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT082,두 수의 합·차·곱이 주어진 식의 값 - 계산 수행,17,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q062,062,16,48,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT083,두 수의 합·차·곱이 주어진 식의 값 - 조건 적용,choice:3,61,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q063,063,16,48,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT082,두 수의 합·차·곱이 주어진 식의 값 - 계산 수행,27,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q064,064,16,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT083,두 수의 합·차·곱이 주어진 식의 값 - 조건 적용,20,76,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q065,065,17,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,13,74,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q066,066,17,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,-2,65,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q067,067,17,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,7/16,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q068,068,17,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,44,53,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q069,069,18,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,24,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q070,070,18,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,35,47,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q071,071,18,49,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,16,39,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q072,072,18,50,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,40,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q073,073,19,50,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,54,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q074,074,19,50,식의 값 구하기(2) 두 수의 합 또는 차와 곱이 주어진 경우,M3_POLY_PT084,두 수의 합·차·곱이 주어진 식의 값 - 종합 활용,7,56,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q075,075,19,50,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT090,식을 먼저 간단히 하여 값 구하기 - 계산 수행,68,69,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q076,076,19,50,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT090,식을 먼저 간단히 하여 값 구하기 - 계산 수행,12,69,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q077,077,20,50,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT091,식을 먼저 간단히 하여 값 구하기 - 조건 적용,34,59,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q078,078,20,50,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT091,식을 먼저 간단히 하여 값 구하기 - 조건 적용,choice:5,73,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q079,079,20,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,14,66,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q080,080,20,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,4,51,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q081,081,21,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,-4,52,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q082,082,21,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,10/3,45,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q083,083,21,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,4,60,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q084,084,21,51,식의 값 구하기(5) 식을 먼저 간단히 하는 경우,M3_POLY_PT092,식을 먼저 간단히 하여 값 구하기 - 종합 활용,6,48,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q085,085,22,52,완전제곱식이 될 조건,M3_POLY_PT112,완전제곱식이 될 조건 - 계산 수행,choice:5,80,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q086,086,22,52,완전제곱식이 될 조건,M3_POLY_PT112,완전제곱식이 될 조건 - 계산 수행,choice:5,78,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q087,087,22,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,6,67,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q088,088,22,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,choice:4,78,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q089,089,23,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,1/4,64,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q090,090,23,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,choice:1|choice:5,78,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q091,091,23,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,28,70,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q092,092,23,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,choice:3|choice:5,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q093,093,24,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,11,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q094,094,24,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,9,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q095,095,24,52,완전제곱식이 될 조건,M3_POLY_PT113,완전제곱식이 될 조건 - 조건 적용,34,81,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q096,096,24,53,근호 안이 완전제곱식으로 인수분해 되는 식,M3_POLY_PT116,근호 안이 완전제곱식이 되도록 하는 식 - 조건 적용,choice:2,75,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q097,097,25,53,치환을 이용한 인수분해(1) 공통부분이 있는 경우,M3_POLY_PT157,공통부분이 있는 식의 치환 인수분해 - 계산 수행,choice:2|choice:4,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q098,098,25,53,치환을 이용한 인수분해(1) 공통부분이 있는 경우,M3_POLY_PT158,공통부분이 있는 식의 치환 인수분해 - 조건 적용,choice:1|choice:3,80,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q099,099,25,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,415,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q100,100,25,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,10000,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q101,101,26,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,420,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q102,102,26,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,317,85,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q103,103,26,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT182,인수분해 공식을 이용한 수의 계산 - 조건 적용,choice:1,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q104,104,26,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT182,인수분해 공식을 이용한 수의 계산 - 조건 적용,choice:2,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q105,105,27,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,10000,83,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q106,106,27,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,900,84,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q107,107,27,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,58,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q108,108,27,53,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,999,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q109,109,28,54,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,150,87,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q110,110,28,54,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,625,83,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q111,111,28,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,2005,70,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q112,112,28,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,110,62,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q113,113,29,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,6,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q114,114,29,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,3/2,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q115,115,29,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,0.005,58,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q116,116,29,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,choice:5,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q117,117,30,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,1/20,63,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q118,118,30,54,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,16000,59,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q119,119,30,55,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,100,49,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q120,120,30,55,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,145/12,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q121,121,31,55,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,224/15,53,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q122,122,31,55,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,2,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q123,123,31,55,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,44,42,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q124,124,31,55,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT187,인수분해 공식을 이용한 식의 값 구하기 - 계산 수행,choice:3,85,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q125,125,32,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT187,인수분해 공식을 이용한 식의 값 구하기 - 계산 수행,360,68,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q126,126,32,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT187,인수분해 공식을 이용한 식의 값 구하기 - 계산 수행,-392,62,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q127,127,32,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,-1024,61,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q128,128,32,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,96,64,standard,geometry_diagram,True,0.88
M3_POLY_150_S10_Q129,129,33,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:1,74,standard,geometry_diagram,True,0.88
M3_POLY_150_S10_Q130,130,33,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:1,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q131,131,33,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,8,76,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q132,132,33,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,4,73,standard,symbolic_expression,False,0.88
