item_id,source_file,source_unit,source_question_no,engine_unit_id,matched_problem_type_id,type_name,variant_id,difficulty,mapping_status
sibal_alg_t01_04_step1_q012,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q012,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q013,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q013,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q014,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q014,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q015,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q015,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q016,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q016,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q017,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q017,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q018,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q018,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q019,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q019,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q020,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q020,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q021,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q021,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q022,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q022,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q023,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q023,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q024,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q024,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q025,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q025,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q026,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q026,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q027,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q027,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q028,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q028,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q029,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q029,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q030,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q030,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q031,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q031,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q032,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q032,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q033,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q033,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q034,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q034,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q035,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q035,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q036,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q036,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q037,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q037,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q038,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q038,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t01_04_step1_q039,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 1~4,STEP1-T01_04-Q039,ALG_EXP_LOG_FOUNDATION,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,core,range_matched_review_required
sibal_alg_t05_08_step1_q001,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q001,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q002,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q002,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q003,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q003,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q004,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q004,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q005,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q005,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q006,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q006,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q007,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q007,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q008,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q008,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q009,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q009,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q010,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q010,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q011,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q011,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q012,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q012,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q013,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q013,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q014,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q014,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q015,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q015,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q016,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q016,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q017,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q017,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q018,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q018,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q019,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q019,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q020,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q020,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t05_08_step1_q021,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 5~8,STEP1-T05_08-Q021,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_GRAPH_BASIC,지수함수·로그함수의 그래프와 성질,SIBAL_ALG_T05_08_GRAPH,core,range_matched_review_required
sibal_alg_t09_13_step1_q001,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q001,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q002,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q002,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q003,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q003,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q004,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q004,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q005,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q005,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q006,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q006,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q007,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q007,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q008,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q008,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q009,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q009,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q010,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q010,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q011,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q011,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q012,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q012,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q013,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q013,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q014,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q014,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q015,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q015,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q016,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q016,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q017,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q017,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q018,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q018,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q019,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q019,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
sibal_alg_t09_13_step1_q020,시발점 대수 지수함수와 로그함수.pdf,STEP1 Theme 9~13,STEP1-T09_13-Q020,ALG_EXP_LOG_FUNCTION,ALG_EXPLOG_FUNC_PT_EQ_INEQ_APPLICATION,지수·로그 방정식/부등식과 활용,SIBAL_ALG_T09_13_EQ_INEQ,core,range_matched_review_required
