item_id,source_id,book_id,source_subject,source_unit_id,source_unit_name,source_subunit_order,source_subunit_name,source_question_no,problem_pdf_file,problem_pdf_page,solution_pdf_file,solution_ref_status,target_curriculum_subject,target_domain_id,target_domain_name,engine_unit_id,engine_unit_name,matched_problem_type_id,matched_problem_type_name,concept_ids,engine_type_default_difficulty,item_difficulty,mapping_status,review_status,variant_id,variant_tags,near_duplicate_group,duplicate_of,diversity_weight,diagnosis_weight,skill_tags,error_tags,prerequisite_tags,storage_policy,created_at
SIDAE_SU1_MORE_ALG_Q138,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,1,지수함수의 그래프: 기본 성질,138,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,5,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT039,지수함수의 그래프 - 기본 개념 판별 - 혼합 검산,H2_ALG_EXLOG_FUNC_C013,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT039___MIXED_REVIEW_FORM,exponent|graph|mixed_review_form,H2_ALG_EXLOG_FUNC_PT039_01_mixed_review_form,,0.7,1.0,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q139,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,139,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,6,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_02_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q140,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,140,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,6,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_02_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q141,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,141,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_02_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q142,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,142,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___CONDITION_APPLICATION_FORM,exponent|graph|condition_application_form,H2_ALG_EXLOG_FUNC_PT037_02_condition_application_form,,0.7,0.9,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q143,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,143,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,7,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___CONDITION_APPLICATION_FORM,exponent|graph|condition_application_form,H2_ALG_EXLOG_FUNC_PT037_02_condition_application_form,,0.7,0.9,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q144,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,144,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___CONDITION_APPLICATION_FORM,exponent|graph|condition_application_form,H2_ALG_EXLOG_FUNC_PT037_02_condition_application_form,,0.7,0.9,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q145,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,145,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,8,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,application,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___CONDITION_APPLICATION_FORM,exponent|graph|condition_application_form,H2_ALG_EXLOG_FUNC_PT037_02_condition_application_form,,0.7,0.9,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q146,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,146,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT039,지수함수의 그래프 - 기본 개념 판별 - 혼합 검산,H2_ALG_EXLOG_FUNC_C013,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT039___MIXED_REVIEW_FORM,exponent|graph|mixed_review_form,H2_ALG_EXLOG_FUNC_PT039_02_mixed_review_form,,0.7,1.0,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q147,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,147,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT039,지수함수의 그래프 - 기본 개념 판별 - 혼합 검산,H2_ALG_EXLOG_FUNC_C013,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT039___MIXED_REVIEW_FORM,exponent|graph|mixed_review_form,H2_ALG_EXLOG_FUNC_PT039_02_mixed_review_form,,0.7,1.0,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q148,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,148,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,9,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT039,지수함수의 그래프 - 기본 개념 판별 - 혼합 검산,H2_ALG_EXLOG_FUNC_C013,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT039___MIXED_REVIEW_FORM,exponent|graph|mixed_review_form,H2_ALG_EXLOG_FUNC_PT039_02_mixed_review_form,,0.7,1.0,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q149,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,2,지수함수의 그래프: 교점 찾기,149,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,10,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT039,지수함수의 그래프 - 기본 개념 판별 - 혼합 검산,H2_ALG_EXLOG_FUNC_C013,challenge,challenge,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT039___MIXED_REVIEW_FORM,exponent|graph|mixed_review_form,H2_ALG_EXLOG_FUNC_PT039_02_mixed_review_form,,0.7,1.0,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q150,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,3,지수함수의 그래프: 도형,150,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,10,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_03_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q151,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,3,지수함수의 그래프: 도형,151,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,11,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_03_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
SIDAE_SU1_MORE_ALG_Q152,SIDAE_SU1_MORE,SIDAE_SU1_MORE_2027,수학Ⅰ,SU1_EXP_LOG_FUNCTION_GRAPH,지수함수와 로그함수,3,지수함수의 그래프: 도형,152,2027 시대인재 기출MORE 지수함수와 로그함수.pdf,11,2027_시대인재 수능기출 MORE 수학1 해설.pdf,pending_solution_page_mapping,대수,ALG_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALGEBRA_EXP_LOG_FUNCTION,지수함수와 로그함수,H2_ALG_EXLOG_FUNC_PT037,지수함수의 그래프 - 기본 개념 판별 - 기본 판별,H2_ALG_EXLOG_FUNC_C013,core,core,matched_by_source_subunit,teacher_review_recommended,H2_ALG_EXLOG_FUNC_PT037___BASIC_CONCEPT_FORM,exponent|graph|basic_concept_form,H2_ALG_EXLOG_FUNC_PT037_03_basic_concept_form,,0.7,0.8,exponent|graph|condition_check|answer_validation,exponential_graph|graph_shape|asymptote,basic_algebra|function_reading|calculation_accuracy,metadata_only_no_problem_text,2026-07-09
