item_id,source_id,source_question_no,source_page,answer_key,engine_unit_id,engine_subunit_id,matched_problem_type_id,type_name,difficulty,mapping_status,mapping_confidence
js_exp_log_150_079,js_exp_log_150,079,22,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EXP,H2_ALG_EXLOG_FUNC_PT104,지수함수의 최대·최소(2) y=a^(px^2+qx+r) 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_080,js_exp_log_150,080,22,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EXP,H2_ALG_EXLOG_FUNC_PT104,지수함수의 최대·최소(2) y=a^(px^2+qx+r) 꼴 - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_081,js_exp_log_150,081,23,12,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EXP,H2_ALG_EXLOG_FUNC_PT104,지수함수의 최대·최소(2) y=a^(px^2+qx+r) 꼴 - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_082,js_exp_log_150,082,23,256,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EXP,H2_ALG_EXLOG_FUNC_PT104,지수함수의 최대·최소(2) y=a^(px^2+qx+r) 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_083,js_exp_log_150,083,23,243,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EXP,H2_ALG_EXLOG_FUNC_PT176,로그함수의 그래프 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_084,js_exp_log_150,084,23,5,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT224,지수함수와 로그함수의 역함수 - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_085,js_exp_log_150,085,24,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_086,js_exp_log_150,086,24,15,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT224,지수함수와 로그함수의 역함수 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_087,js_exp_log_150,087,24,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_088,js_exp_log_150,088,24,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_089,js_exp_log_150,089,25,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_090,js_exp_log_150,090,25,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_091,js_exp_log_150,091,25,24,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_092,js_exp_log_150,092,26,7,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_093,js_exp_log_150,093,26,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_094,js_exp_log_150,094,26,19,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT236,로그함수의 최대·최소(1) y=log_a(px+q)+r 꼴 - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_095,js_exp_log_150,095,26,5,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_096,js_exp_log_150,096,27,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_097,js_exp_log_150,097,27,56,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_098,js_exp_log_150,098,27,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_099,js_exp_log_150,099,27,82/81,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_100,js_exp_log_150,100,28,10100,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,high,registered_type_match,0.82
js_exp_log_150_101,js_exp_log_150,101,28,7,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,core,registered_type_match,0.82
js_exp_log_150_102,js_exp_log_150,102,28,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_103,js_exp_log_150,103,28,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG,H2_ALG_EXLOG_FUNC_PT296,로그함수의 최대·최소(6) - 조건·그래프 적용 - 조건 적용,advanced,registered_type_match,0.82
js_exp_log_150_104,js_exp_log_150,104,29,10,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_105,js_exp_log_150,105,29,-11/2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_106,js_exp_log_150,106,29,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_107,js_exp_log_150,107,29,12,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_108,js_exp_log_150,108,30,15,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_109,js_exp_log_150,109,30,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_110,js_exp_log_150,110,30,20,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_111,js_exp_log_150,111,30,5,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT379,지수부등식(1) 밑을 같게 할 수 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_112,js_exp_log_150,112,31,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT391,지수부등식(2) a^x 꼴이 반복되는 경우 - 조건·그래프 적용 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_113,js_exp_log_150,113,31,5,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT409,지수부등식(4) 연립부등식 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_114,js_exp_log_150,114,31,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT403,지수부등식(3) 밑에 미지수가 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_115,js_exp_log_150,115,31,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_EQ,H2_ALG_EXLOG_FUNC_PT403,지수부등식(3) 밑에 미지수가 있는 경우 - 조건·그래프 적용 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_116,js_exp_log_150,116,32,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_117,js_exp_log_150,117,32,6,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_118,js_exp_log_150,118,32,8,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_119,js_exp_log_150,119,32,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_120,js_exp_log_150,120,33,0,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_121,js_exp_log_150,121,33,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT433,지수부등식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_122,js_exp_log_150,122,33,25,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT457,로그방정식(2) log_a x 꼴이 반복되는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_123,js_exp_log_150,123,33,7,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT457,로그방정식(2) log_a x 꼴이 반복되는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_124,js_exp_log_150,124,34,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_INEQ,H2_ALG_EXLOG_FUNC_PT469,로그방정식(3) 지수에 로그가 포함되는 경우 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_125,js_exp_log_150,125,34,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_126,js_exp_log_150,126,34,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_127,js_exp_log_150,127,34,28,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_128,js_exp_log_150,128,35,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_129,js_exp_log_150,129,35,40,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_130,js_exp_log_150,130,35,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_131,js_exp_log_150,131,35,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_132,js_exp_log_150,132,36,-1/2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT481,로그방정식(4) 연립방정식 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_133,js_exp_log_150,133,36,5,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_EQ,H2_ALG_EXLOG_FUNC_PT499,로그방정식의 활용 - 조건·그래프 적용 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_134,js_exp_log_150,134,36,8,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT505,로그방정식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_135,js_exp_log_150,135,36,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT505,로그방정식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_136,js_exp_log_150,136,37,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT505,로그방정식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.82
js_exp_log_150_137,js_exp_log_150,137,37,81,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT589,로그부등식의 활용 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.82
js_exp_log_150_138,js_exp_log_150,138,37,84,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.82
js_exp_log_150_139,js_exp_log_150,139,37,56,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
js_exp_log_150_140,js_exp_log_150,140,38,16,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.72
js_exp_log_150_141,js_exp_log_150,141,38,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.72
js_exp_log_150_142,js_exp_log_150,142,38,2,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
js_exp_log_150_143,js_exp_log_150,143,38,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
js_exp_log_150_144,js_exp_log_150,144,39,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.72
js_exp_log_150_145,js_exp_log_150,145,39,4,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT529,로그부등식(2) 진수에 로그가 있는 경우 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.72
js_exp_log_150_146,js_exp_log_150,146,39,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT577,로그부등식이 항상 성립할 조건 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
js_exp_log_150_147,js_exp_log_150,147,39,11,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT589,로그부등식의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
js_exp_log_150_148,js_exp_log_150,148,40,1,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT577,로그부등식이 항상 성립할 조건 - 기본 개념 판별 - 기본 판별,high,registered_type_match,0.72
js_exp_log_150_149,js_exp_log_150,149,40,3,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT505,로그방정식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,core,registered_type_match,0.72
js_exp_log_150_150,js_exp_log_150,150,40,140년,ALG_EXPLOG_FUNCTION,ALG_EXPLOG_FUNCTION_LOG_INEQ,H2_ALG_EXLOG_FUNC_PT505,로그방정식의 실생활에의 활용 - 기본 개념 판별 - 기본 판별,advanced,registered_type_match,0.72
